,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy
,open,high,low,close,volume,num_trds,value
2021-09-08 18:08:00-04:00,78.8,78.8,78.8,78.8,4,1,315.2
2021-09-08 18:11:00-04:00,78.795,78.795,78.795,78.795,1,1,78.795
2021-09-08 18:12:00-04:00,78.795,78.795,78.795,78.795,1,1,78.795
2021-09-08 18:13:00-04:00,78.79,78.79,78.79,78.79,1,1,78.79
2021-09-08 18:14:00-04:00,78.79,78.79,78.79,78.79,1,1,78.79
2021-09-08 18:22:00-04:00,78.795,78.795,78.795,78.795,5,2,393.975
2021-09-08 18:34:00-04:00,78.775,78.775,78.775,78.775,1,1,78.775
2021-09-08 18:42:00-04:00,78.785,78.785,78.785,78.785,2,2,157.57
2021-09-08 18:52:00-04:00,78.79,78.79,78.79,78.79,1,1,78.79
2021-09-08 18:56:00-04:00,78.785,78.785,78.785,78.785,2,1,157.57
2021-09-08 18:57:00-04:00,78.79,78.795,78.79,78.795,5,4,393.965
2021-09-08 18:58:00-04:00,78.8,78.8,78.8,78.8,5,2,394.0
2021-09-08 18:59:00-04:00,78.795,78.795,78.795,78.795,3,2,236.385
2021-09-08 19:00:00-04:00,78.79,78.79,78.79,78.79,1,1,78.79
2021-09-08 19:06:00-04:00,78.795,78.795,78.795,78.795,1,1,78.795
2021-09-08 19:07:00-04:00,78.79,78.795,78.79,78.795,2,2,157.585
2021-09-08 19:11:00-04:00,78.79,78.79,78.79,78.79,1,1,78.79
2021-09-08 19:15:00-04:00,78.79,78.79,78.79,78.79,1,1,78.79
2021-09-08 19:17:00-04:00,78.795,78.795,78.795,78.795,2,2,157.59
2021-09-08 19:20:00-04:00,78.79,78.79,78.79,78.79,1,1,78.79
2021-09-08 19:23:00-04:00,78.79,78.79,78.79,78.79,1,1,78.79
2021-09-08 19:25:00-04:00,78.79,78.79,78.79,78.79,1,1,78.79
2021-09-08 19:30:00-04:00,78.79,78.79,78.79,78.79,1,1,78.79
2021-09-08 19:33:00-04:00,78.78,78.78,78.78,78.78,1,1,78.78
2021-09-08 19:36:00-04:00,78.775,78.775,78.77,78.77,3,2,236.315
2021-09-08 19:39:00-04:00,78.775,78.775,78.77,78.77,7,3,551.395
2021-09-08 19:41:00-04:00,78.765,78.765,78.765,78.765,3,1,236.295
2021-09-08 19:43:00-04:00,78.775,78.78,78.775,78.775,3,3,236.33
2021-09-08 19:44:00-04:00,78.78,78.78,78.78,78.78,1,1,78.78
2021-09-08 19:45:00-04:00,78.78,78.78,78.78,78.78,1,1,78.78
2021-09-08 19:46:00-04:00,78.785,78.785,78.785,78.785,2,1,157.57
2021-09-08 19:51:00-04:00,78.775,78.775,78.775,78.775,1,1,78.775
2021-09-08 20:00:00-04:00,78.76,78.76,78.745,78.745,11,7,866.27
2021-09-08 20:01:00-04:00,78.75,78.75,78.75,78.75,4,1,315.0
2021-09-08 20:02:00-04:00,78.755,78.76,78.755,78.76,3,2,236.27
2021-09-08 20:03:00-04:00,78.75,78.75,78.75,78.75,1,1,78.75
2021-09-08 20:04:00-04:00,78.735,78.735,78.735,78.735,2,1,157.47
2021-09-08 20:05:00-04:00,78.74,78.74,78.74,78.74,2,2,157.48
2021-09-08 20:08:00-04:00,78.745,78.745,78.745,78.745,4,1,314.98
2021-09-08 20:09:00-04:00,78.745,78.755,78.745,78.755,10,4,787.5
2021-09-08 20:13:00-04:00,78.735,78.735,78.735,78.735,4,3,314.94
2021-09-08 20:14:00-04:00,78.73,78.73,78.725,78.725,12,4,944.74
2021-09-08 20:15:00-04:00,78.73,78.73,78.72,78.72,10,5,787.255
2021-09-08 20:16:00-04:00,78.735,78.735,78.735,78.735,4,1,314.94
2021-09-08 20:18:00-04:00,78.73,78.735,78.73,78.735,2,2,157.465
2021-09-08 20:20:00-04:00,78.73,78.73,78.73,78.73,3,2,236.19
2021-09-08 20:21:00-04:00,78.73,78.735,78.73,78.735,4,4,314.925
2021-09-08 20:23:00-04:00,78.735,78.735,78.735,78.735,2,1,157.47
2021-09-08 20:24:00-04:00,78.745,78.75,78.745,78.745,5,3,393.74
2021-09-08 20:28:00-04:00,78.74,78.74,78.74,78.74,4,1,314.96
2021-09-08 20:30:00-04:00,78.74,78.74,78.74,78.74,2,1,157.48
