,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy
,open,high,low,close,volume,num_trds,value
2021-08-11 22:27:00-04:00,79.925,79.925,79.925,79.925,1,1,79.925
2021-08-12 02:41:00-04:00,79.875,79.875,79.875,79.875,1,1,79.875
2021-08-12 03:54:00-04:00,79.9,79.9,79.9,79.9,1,1,79.9
2021-08-12 09:58:00-04:00,79.985,79.985,79.985,79.985,1,1,79.985
