,ESM1 Index,ESM1 Index,ESM1 Index,ESM1 Index,ESM1 Index,ESM1 Index,ESM1 Index
,open,high,low,close,volume,num_trds,value
2021-06-15 18:00:00-04:00,4248.0,4249.0,4247.5,4248.75,28,12,118948.5
2021-06-15 18:01:00-04:00,4248.75,4249.5,4248.75,4249.5,18,12,76486.25
2021-06-15 18:02:00-04:00,4249.5,4249.75,4249.25,4249.25,22,17,93486.0
2021-06-15 18:03:00-04:00,4249.5,4249.5,4249.0,4249.5,11,6,46742.5
2021-06-15 18:04:00-04:00,4249.25,4249.5,4249.0,4249.5,12,9,50990.0
2021-06-15 18:05:00-04:00,4249.25,4249.5,4249.25,4249.5,5,3,21247.0
2021-06-15 18:06:00-04:00,4249.75,4249.75,4249.5,4249.5,8,7,33996.5
2021-06-15 18:07:00-04:00,4249.5,4249.75,4249.5,4249.75,6,4,25498.0
2021-06-15 18:08:00-04:00,4249.75,4249.75,4249.5,4249.5,12,6,50994.75
2021-06-15 18:09:00-04:00,4249.5,4249.5,4249.5,4249.5,4,2,16998.0
2021-06-15 18:10:00-04:00,4249.25,4249.25,4249.0,4249.0,19,8,80733.25
2021-06-15 18:11:00-04:00,4249.0,4249.25,4249.0,4249.25,2,2,8498.25
2021-06-15 18:12:00-04:00,4248.75,4248.75,4248.75,4248.75,1,1,4248.75
2021-06-15 18:13:00-04:00,4249.0,4249.0,4248.75,4249.0,5,4,21244.75
2021-06-15 18:14:00-04:00,4249.25,4249.25,4249.0,4249.0,7,4,29744.25
2021-06-15 18:15:00-04:00,4248.75,4249.25,4248.75,4249.25,12,7,50989.0
2021-06-15 18:16:00-04:00,4249.25,4249.25,4249.25,4249.25,2,2,8498.5
2021-06-15 18:17:00-04:00,4249.25,4249.5,4249.25,4249.5,15,8,63740.5
2021-06-15 18:18:00-04:00,4249.25,4249.5,4249.25,4249.5,6,5,25496.25
2021-06-15 18:19:00-04:00,4249.5,4249.5,4249.5,4249.5,2,1,8499.0
2021-06-15 18:20:00-04:00,4249.25,4249.25,4249.25,4249.25,3,2,12747.75
2021-06-15 18:21:00-04:00,4249.25,4249.5,4249.25,4249.5,6,2,25496.75
2021-06-15 18:22:00-04:00,4249.25,4249.25,4249.25,4249.25,1,1,4249.25
