,CDM22 Curncy,CDM22 Curncy,CDM22 Curncy,CDM22 Curncy,CDM22 Curncy,CDM22 Curncy,CDM22 Curncy
,open,high,low,close,volume,num_trds,value
2021-11-15 02:19:00-05:00,79.705,79.705,79.705,79.705,1,1,79.705
2021-11-15 04:08:00-05:00,79.72,79.72,79.72,79.72,2,1,159.44
2021-11-15 04:10:00-05:00,79.72,79.72,79.715,79.715,2,2,159.435
2021-11-15 04:14:00-05:00,79.715,79.715,79.71,79.71,2,2,159.425
2021-11-15 07:30:00-05:00,79.72,79.72,79.72,79.72,1,1,79.72
2021-11-15 09:25:00-05:00,79.82,79.82,79.82,79.82,1,1,79.82
2021-11-15 09:32:00-05:00,79.855,79.855,79.85,79.85,6,2,479.11
2021-11-15 09:34:00-05:00,79.825,79.825,79.825,79.825,1,1,79.825
2021-11-15 09:35:00-05:00,79.815,79.815,79.805,79.805,4,3,319.245
2021-11-15 10:26:00-05:00,79.885,79.885,79.885,79.885,4,1,319.54
2021-11-15 11:50:00-05:00,79.76,79.76,79.76,79.76,4,2,319.04
2021-11-15 12:16:00-05:00,79.79,79.79,79.79,79.79,2,1,159.58
2021-11-15 12:24:00-05:00,79.73,79.73,79.73,79.73,1,1,79.73
2021-11-15 13:42:00-05:00,79.8,79.8,79.8,79.8,2,1,159.6
2021-11-15 14:00:00-05:00,79.82,79.82,79.82,79.82,4,1,319.28
2021-11-15 15:35:00-05:00,79.79,79.79,79.79,79.79,7,2,558.53
