,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy
,open,high,low,close,volume,num_trds,value
2021-11-15 08:31:00-05:00,79.805,79.805,79.805,79.805,1,1,79.805
2021-11-15 09:09:00-05:00,79.835,79.84,79.835,79.84,4,2,319.35
2021-11-15 09:36:00-05:00,79.88,79.88,79.88,79.88,2,1,159.76
2021-11-15 09:56:00-05:00,79.885,79.885,79.885,79.885,5,1,399.425
2021-11-15 12:08:00-05:00,79.89,79.89,79.89,79.89,2,1,159.78
2021-11-15 15:28:00-05:00,79.905,79.905,79.905,79.905,2,1,159.81
