,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index
,open,high,low,close,volume,num_trds,value
2021-09-23 21:01:00-04:00,4429.25,4430.25,4429.25,4430.25,5,3,22148.0
2021-09-23 21:57:00-04:00,4420.0,4420.0,4420.0,4420.0,1,1,4420.0
2021-09-23 21:59:00-04:00,4417.0,4417.0,4417.0,4417.0,1,1,4417.0
2021-09-23 23:23:00-04:00,4422.5,4422.5,4422.5,4422.5,3,1,13267.5
2021-09-24 01:11:00-04:00,4418.0,4418.0,4418.0,4418.0,1,1,4418.0
2021-09-24 02:54:00-04:00,4414.0,4414.0,4414.0,4414.0,1,1,4414.0
2021-09-24 03:02:00-04:00,4410.0,4410.0,4410.0,4410.0,1,1,4410.0
2021-09-24 03:05:00-04:00,4406.0,4406.0,4406.0,4406.0,1,1,4406.0
2021-09-24 03:31:00-04:00,4402.0,4402.0,4402.0,4402.0,1,1,4402.0
2021-09-24 07:16:00-04:00,4398.0,4398.0,4398.0,4398.0,4,2,17592.0
2021-09-24 08:49:00-04:00,4394.0,4394.0,4394.0,4394.0,1,1,4394.0
2021-09-24 09:12:00-04:00,4395.75,4395.75,4395.75,4395.75,2,1,8791.5
2021-09-24 09:38:00-04:00,4414.0,4414.0,4414.0,4414.0,1,1,4414.0
2021-09-24 14:56:00-04:00,4425.0,4425.0,4425.0,4425.0,1,1,4425.0
2021-09-24 15:23:00-04:00,4430.0,4430.0,4430.0,4430.0,1,1,4430.0
2021-09-24 15:47:00-04:00,4435.0,4435.0,4435.0,4435.0,1,1,4435.0
