,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index
,open,high,low,close,volume,num_trds,value
2021-09-26 20:02:00-04:00,4436.0,4436.0,4436.0,4436.0,1,1,4436.0
2021-09-26 20:04:00-04:00,4440.0,4440.0,4440.0,4440.0,1,1,4440.0
2021-09-26 20:43:00-04:00,4442.5,4442.5,4442.5,4442.5,1,1,4442.5
2021-09-26 21:17:00-04:00,4445.0,4445.0,4445.0,4445.0,1,1,4445.0
2021-09-26 21:31:00-04:00,4447.0,4447.0,4447.0,4447.0,1,1,4447.0
2021-09-27 01:49:00-04:00,4448.75,4448.75,4448.75,4448.75,1,1,4448.75
2021-09-27 01:54:00-04:00,4450.0,4450.0,4450.0,4450.0,1,1,4450.0
2021-09-27 02:02:00-04:00,4453.0,4453.0,4453.0,4453.0,1,1,4453.0
2021-09-27 08:30:00-04:00,4410.0,4410.0,4410.0,4410.0,1,1,4410.0
2021-09-27 08:40:00-04:00,4415.75,4415.75,4415.75,4415.75,1,1,4415.75
2021-09-27 08:48:00-04:00,4420.0,4420.0,4420.0,4420.0,1,1,4420.0
2021-09-27 09:30:00-04:00,4418.5,4418.5,4418.5,4418.5,3,1,13255.5
2021-09-27 10:22:00-04:00,4423.75,4423.75,4423.75,4423.75,3,1,13271.25
2021-09-27 12:08:00-04:00,4417.75,4417.75,4417.75,4417.75,1,1,4417.75
