,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy
,open,high,low,close,volume,num_trds,value
2021-06-10 18:00:00-04:00,82.695,82.695,82.67,82.685,23,6,1901.805
2021-06-10 18:05:00-04:00,82.68,82.685,82.68,82.685,3,2,248.05
2021-06-10 18:07:00-04:00,82.675,82.675,82.675,82.675,1,1,82.675
2021-06-10 18:08:00-04:00,82.675,82.68,82.675,82.68,4,4,330.715
2021-06-10 18:11:00-04:00,82.68,82.68,82.68,82.68,2,1,165.36
2021-06-10 18:12:00-04:00,82.68,82.68,82.68,82.68,9,3,744.12
2021-06-10 18:15:00-04:00,82.675,82.675,82.675,82.675,10,1,826.75
2021-06-10 18:20:00-04:00,82.675,82.675,82.675,82.675,1,1,82.675
2021-06-10 18:22:00-04:00,82.67,82.675,82.67,82.675,11,3,909.415
2021-06-10 18:24:00-04:00,82.675,82.675,82.675,82.675,6,2,496.05
2021-06-10 18:26:00-04:00,82.675,82.675,82.675,82.675,2,1,165.35
2021-06-10 18:27:00-04:00,82.67,82.67,82.67,82.67,4,2,330.68
2021-06-10 18:28:00-04:00,82.67,82.67,82.665,82.665,8,3,661.33
2021-06-10 18:29:00-04:00,82.665,82.665,82.665,82.665,2,1,165.33
2021-06-10 18:36:00-04:00,82.665,82.665,82.665,82.665,6,3,495.99
2021-06-10 18:37:00-04:00,82.66,82.66,82.66,82.66,1,1,82.66
2021-06-10 18:38:00-04:00,82.655,82.655,82.65,82.65,6,2,495.905
2021-06-10 18:41:00-04:00,82.655,82.655,82.655,82.655,2,1,165.31
2021-06-10 18:42:00-04:00,82.655,82.655,82.655,82.655,3,1,247.965
2021-06-10 18:43:00-04:00,82.66,82.66,82.66,82.66,2,1,165.32
2021-06-10 18:44:00-04:00,82.66,82.66,82.66,82.66,3,2,247.98
2021-06-10 18:48:00-04:00,82.66,82.66,82.66,82.66,2,1,165.32
2021-06-10 18:59:00-04:00,82.675,82.68,82.675,82.68,6,2,496.06
2021-06-10 19:01:00-04:00,82.685,82.685,82.685,82.685,1,1,82.685
2021-06-10 19:02:00-04:00,82.685,82.69,82.685,82.69,2,2,165.375
2021-06-10 19:05:00-04:00,82.695,82.695,82.695,82.695,2,2,165.39
2021-06-10 19:06:00-04:00,82.69,82.69,82.69,82.69,2,1,165.38
2021-06-10 19:07:00-04:00,82.69,82.69,82.69,82.69,2,2,165.38
2021-06-10 19:18:00-04:00,82.68,82.68,82.68,82.68,6,2,496.08
2021-06-10 19:20:00-04:00,82.68,82.68,82.68,82.68,1,1,82.68
2021-06-10 19:24:00-04:00,82.685,82.685,82.685,82.685,1,1,82.685
2021-06-10 19:40:00-04:00,82.685,82.685,82.685,82.685,1,1,82.685
2021-06-10 19:43:00-04:00,82.675,82.675,82.675,82.675,1,1,82.675
2021-06-10 19:44:00-04:00,82.675,82.675,82.675,82.675,1,1,82.675
2021-06-10 19:46:00-04:00,82.675,82.675,82.675,82.675,1,1,82.675
2021-06-10 19:53:00-04:00,82.685,82.685,82.685,82.685,1,1,82.685
2021-06-10 19:57:00-04:00,82.67,82.67,82.67,82.67,1,1,82.67
2021-06-10 19:59:00-04:00,82.67,82.67,82.67,82.67,4,2,330.68
2021-06-10 20:00:00-04:00,82.675,82.675,82.675,82.675,1,1,82.675
2021-06-10 20:01:00-04:00,82.675,82.675,82.665,82.665,6,4,496.025
2021-06-10 20:04:00-04:00,82.69,82.7,82.685,82.7,35,11,2894.28
2021-06-10 20:05:00-04:00,82.7,82.7,82.7,82.7,1,1,82.7
2021-06-10 20:06:00-04:00,82.705,82.71,82.705,82.71,5,3,413.545
2021-06-10 20:07:00-04:00,82.71,82.71,82.705,82.705,7,6,578.955
2021-06-10 20:08:00-04:00,82.71,82.71,82.71,82.71,2,2,165.42
2021-06-10 20:10:00-04:00,82.705,82.705,82.705,82.705,1,1,82.705
2021-06-10 20:11:00-04:00,82.705,82.705,82.705,82.705,1,1,82.705
2021-06-10 20:13:00-04:00,82.705,82.705,82.705,82.705,1,1,82.705
2021-06-10 20:14:00-04:00,82.71,82.71,82.71,82.71,5,2,413.55
2021-06-10 20:17:00-04:00,82.715,82.715,82.715,82.715,1,1,82.715
