,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy
,open,high,low,close,volume,num_trds,value
2021-09-16 23:12:00-04:00,78.87,78.87,78.87,78.87,1,1,78.87
2021-09-17 01:42:00-04:00,78.945,78.945,78.945,78.945,1,1,78.945
2021-09-17 02:22:00-04:00,78.97,78.97,78.97,78.97,2,1,157.94
2021-09-17 07:09:00-04:00,78.985,78.985,78.985,78.985,2,1,157.97
2021-09-17 07:25:00-04:00,78.96,78.965,78.96,78.965,2,2,157.925
2021-09-17 08:29:00-04:00,79.025,79.025,79.025,79.025,2,1,158.05
2021-09-17 09:17:00-04:00,78.92,78.925,78.92,78.925,4,2,315.69
2021-09-17 09:18:00-04:00,78.91,78.91,78.91,78.91,2,1,157.82
2021-09-17 09:19:00-04:00,78.89,78.89,78.89,78.89,1,1,78.89
2021-09-17 09:20:00-04:00,78.87,78.875,78.87,78.875,4,2,315.49
2021-09-17 09:22:00-04:00,78.91,78.915,78.91,78.915,2,2,157.825
2021-09-17 09:27:00-04:00,78.9,78.9,78.875,78.875,20,7,1577.71
2021-09-17 09:28:00-04:00,78.875,78.885,78.875,78.88,6,3,473.28
2021-09-17 09:32:00-04:00,78.945,78.945,78.945,78.945,2,1,157.89
2021-09-17 10:10:00-04:00,78.79,78.79,78.785,78.785,2,2,157.575
2021-09-17 10:44:00-04:00,78.55,78.55,78.55,78.55,1,1,78.55
2021-09-17 10:51:00-04:00,78.44,78.44,78.435,78.435,5,5,392.185
2021-09-17 10:52:00-04:00,78.42,78.42,78.42,78.42,1,1,78.42
2021-09-17 11:03:00-04:00,78.42,78.42,78.42,78.42,2,2,156.84
2021-09-17 11:20:00-04:00,78.49,78.49,78.49,78.49,1,1,78.49
2021-09-17 11:40:00-04:00,78.49,78.49,78.485,78.485,4,2,313.95
2021-09-17 11:42:00-04:00,78.475,78.475,78.475,78.475,1,1,78.475
2021-09-17 11:45:00-04:00,78.475,78.475,78.475,78.475,16,10,1255.6
2021-09-17 11:46:00-04:00,78.475,78.485,78.475,78.485,24,14,1883.5
2021-09-17 13:18:00-04:00,78.5,78.5,78.5,78.5,6,2,471.0
2021-09-17 13:46:00-04:00,78.43,78.43,78.43,78.43,2,1,156.86
2021-09-17 15:13:00-04:00,78.43,78.43,78.43,78.43,2,1,156.86
2021-09-17 15:48:00-04:00,78.43,78.43,78.43,78.43,4,2,313.72
