,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty
,open,high,low,close,volume,num_trds,value
2021-08-11 20:02:00-04:00,1411.0,1411.5,1411.0,1411.5,5,3,7056.0
2021-08-12 07:10:00-04:00,1401.75,1401.75,1401.75,1401.75,1,1,1401.75
2021-08-12 09:50:00-04:00,1400.0,1400.0,1400.0,1400.0,1,1,1400.0
2021-08-12 10:25:00-04:00,1403.5,1403.5,1403.5,1403.5,1,1,1403.5
2021-08-12 10:31:00-04:00,1400.0,1400.0,1400.0,1400.0,4,1,5600.0
2021-08-12 11:10:00-04:00,1400.5,1400.5,1400.5,1400.5,1,1,1400.5
2021-08-12 11:23:00-04:00,1398.25,1398.25,1394.75,1394.75,2,2,2793.0
2021-08-12 11:38:00-04:00,1399.0,1399.0,1399.0,1399.0,1,1,1399.0
2021-08-12 11:57:00-04:00,1396.0,1396.0,1396.0,1396.0,1,1,1396.0
2021-08-12 12:25:00-04:00,1428.75,1428.75,1428.75,1428.75,1,1,1428.75
2021-08-12 12:56:00-04:00,1423.75,1423.75,1423.75,1423.75,1,1,1423.75
2021-08-12 13:07:00-04:00,1417.0,1417.0,1417.0,1417.0,1,1,1417.0
2021-08-12 13:08:00-04:00,1417.0,1417.0,1417.0,1417.0,1,1,1417.0
