,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty
,open,high,low,close,volume,num_trds,value
2021-08-26 20:00:00-04:00,1324.0,1324.0,1322.0,1322.25,306,107,404986.0
2021-08-26 20:01:00-04:00,1322.25,1323.75,1322.0,1322.5,147,69,194466.75
2021-08-26 20:02:00-04:00,1322.75,1323.5,1322.25,1322.5,149,43,197115.25
2021-08-26 20:03:00-04:00,1322.5,1323.0,1322.25,1322.5,101,47,133594.0
2021-08-26 20:04:00-04:00,1322.25,1322.5,1322.0,1322.25,82,40,108430.0
2021-08-26 20:05:00-04:00,1322.0,1322.25,1321.25,1321.5,103,50,136143.0
2021-08-26 20:06:00-04:00,1321.75,1323.0,1321.0,1323.0,139,29,183738.75
2021-08-26 20:07:00-04:00,1323.25,1324.0,1323.0,1323.0,75,34,99259.5
2021-08-26 20:08:00-04:00,1323.0,1323.25,1322.75,1322.75,42,21,55568.25
2021-08-26 20:09:00-04:00,1323.0,1324.0,1323.0,1324.0,66,12,87350.25
2021-08-26 20:10:00-04:00,1324.0,1324.0,1323.25,1323.25,17,8,22497.75
2021-08-26 20:11:00-04:00,1323.25,1323.25,1322.75,1323.25,27,11,35722.25
2021-08-26 20:12:00-04:00,1323.25,1323.5,1323.25,1323.25,15,5,19849.0
2021-08-26 20:13:00-04:00,1323.0,1323.25,1323.0,1323.0,8,3,10584.5
2021-08-26 20:14:00-04:00,1323.0,1323.0,1323.0,1323.0,7,3,9261.0
2021-08-26 20:15:00-04:00,1323.25,1323.25,1323.25,1323.25,6,3,7939.5
2021-08-26 20:16:00-04:00,1323.5,1323.75,1323.5,1323.75,4,2,5294.75
2021-08-26 20:17:00-04:00,1323.75,1323.75,1323.25,1323.25,16,6,21174.0
2021-08-26 20:18:00-04:00,1323.25,1323.25,1323.25,1323.25,4,4,5293.0
2021-08-26 20:19:00-04:00,1323.25,1323.25,1323.0,1323.0,10,2,13231.25
2021-08-26 20:20:00-04:00,1322.75,1322.75,1322.25,1322.25,28,9,37029.5
2021-08-26 20:21:00-04:00,1322.0,1322.25,1321.75,1322.25,35,11,46267.25
2021-08-26 20:22:00-04:00,1322.25,1322.5,1322.25,1322.5,47,21,62155.75
2021-08-26 20:23:00-04:00,1322.5,1322.5,1322.5,1322.5,3,1,3967.5
2021-08-26 20:24:00-04:00,1322.25,1322.25,1322.25,1322.25,6,4,7933.5
2021-08-26 20:25:00-04:00,1322.0,1322.0,1321.5,1321.75,74,6,97809.75
2021-08-26 20:26:00-04:00,1321.5,1321.75,1321.25,1321.25,14,4,18500.5
2021-08-26 20:27:00-04:00,1321.5,1321.75,1321.5,1321.75,3,2,3964.75
2021-08-26 20:28:00-04:00,1322.0,1322.0,1321.75,1321.75,2,2,2643.75
2021-08-26 20:29:00-04:00,1321.75,1321.75,1321.5,1321.5,8,5,10572.5
2021-08-26 20:30:00-04:00,1321.5,1321.5,1321.5,1321.5,2,2,2643.0
2021-08-26 20:31:00-04:00,1321.25,1321.25,1321.25,1321.25,6,1,7927.5
2021-08-26 20:32:00-04:00,1321.25,1321.5,1321.25,1321.5,7,4,9250.25
2021-08-26 20:33:00-04:00,1321.25,1321.25,1321.25,1321.25,2,2,2642.5
2021-08-26 20:34:00-04:00,1321.25,1321.75,1321.0,1321.75,61,32,80599.0
2021-08-26 20:35:00-04:00,1321.5,1321.5,1321.25,1321.25,8,5,10571.5
2021-08-26 20:36:00-04:00,1321.5,1321.5,1321.25,1321.25,21,8,27750.75
2021-08-26 20:37:00-04:00,1321.5,1321.75,1321.5,1321.5,6,5,7929.75
2021-08-26 20:38:00-04:00,1321.5,1321.5,1321.25,1321.5,15,6,19822.0
2021-08-26 20:39:00-04:00,1321.5,1321.75,1321.25,1321.25,8,5,10571.75
2021-08-26 20:40:00-04:00,1321.5,1321.5,1321.5,1321.5,2,1,2643.0
2021-08-26 20:41:00-04:00,1321.25,1321.25,1321.25,1321.25,1,1,1321.25
2021-08-26 20:42:00-04:00,1321.25,1321.5,1321.25,1321.25,22,6,29070.75
2021-08-26 20:43:00-04:00,1321.25,1321.5,1321.25,1321.5,2,2,2642.75
2021-08-26 20:44:00-04:00,1321.25,1321.5,1321.0,1321.0,9,6,11890.75
2021-08-26 20:45:00-04:00,1321.0,1321.0,1321.0,1321.0,2,1,2642.0
2021-08-26 20:46:00-04:00,1321.0,1321.25,1321.0,1321.25,12,4,15853.5
2021-08-26 20:47:00-04:00,1321.25,1321.5,1321.0,1321.0,17,6,22460.5
2021-08-26 20:48:00-04:00,1321.5,1321.5,1321.0,1321.5,17,9,22462.25
2021-08-26 20:49:00-04:00,1321.5,1321.75,1321.25,1321.5,17,8,22464.75
2021-08-26 20:50:00-04:00,1321.75,1321.75,1321.25,1321.25,11,6,14535.5
2021-08-26 20:51:00-04:00,1321.0,1321.0,1321.0,1321.0,3,3,3963.0
2021-08-26 20:52:00-04:00,1321.25,1321.5,1321.25,1321.5,3,2,3964.25
2021-08-26 20:53:00-04:00,1321.0,1321.25,1321.0,1321.25,3,3,3963.25
2021-08-26 20:55:00-04:00,1321.25,1321.25,1320.25,1320.5,30,19,39619.5
2021-08-26 20:56:00-04:00,1320.75,1320.75,1320.75,1320.75,2,2,2641.5
2021-08-26 20:57:00-04:00,1320.5,1320.5,1320.5,1320.5,2,1,2641.0
2021-08-26 20:58:00-04:00,1321.0,1321.0,1321.0,1321.0,1,1,1321.0
2021-08-26 20:59:00-04:00,1320.75,1321.0,1320.75,1321.0,3,3,3962.5
2021-08-26 21:00:00-04:00,1320.75,1320.75,1320.25,1320.25,53,17,69979.75
2021-08-26 21:01:00-04:00,1320.0,1320.25,1319.5,1319.75,112,28,147825.0
2021-08-26 21:02:00-04:00,1320.0,1320.0,1319.75,1320.0,38,16,50157.5
2021-08-26 21:03:00-04:00,1319.75,1319.75,1318.75,1318.75,154,36,203150.25
2021-08-26 21:04:00-04:00,1319.0,1319.25,1318.75,1318.75,17,9,22423.75
2021-08-26 21:05:00-04:00,1318.75,1319.0,1318.75,1318.75,19,11,25057.25
2021-08-26 21:06:00-04:00,1318.5,1319.0,1318.25,1318.75,74,25,97567.75
2021-08-26 21:07:00-04:00,1318.75,1319.5,1318.75,1319.5,18,6,23746.25
2021-08-26 21:08:00-04:00,1319.5,1319.5,1319.25,1319.25,3,3,3958.0
2021-08-26 21:09:00-04:00,1319.25,1319.25,1318.75,1318.75,7,5,9233.25
2021-08-26 21:10:00-04:00,1318.75,1319.25,1318.5,1319.25,12,10,15825.75
2021-08-26 21:11:00-04:00,1319.75,1319.75,1319.75,1319.75,1,1,1319.75
2021-08-26 21:12:00-04:00,1319.75,1320.0,1319.5,1319.5,27,12,35634.5
2021-08-26 21:13:00-04:00,1319.5,1319.75,1319.5,1319.5,29,6,38272.0
2021-08-26 21:14:00-04:00,1319.25,1319.25,1319.0,1319.0,2,2,2638.25
2021-08-26 21:15:00-04:00,1319.25,1319.25,1319.25,1319.25,8,6,10554.0
2021-08-26 21:16:00-04:00,1319.5,1319.5,1319.5,1319.5,72,15,95004.0
2021-08-26 21:17:00-04:00,1319.25,1319.5,1319.25,1319.25,5,4,6596.5
2021-08-26 21:18:00-04:00,1319.25,1319.75,1319.25,1319.5,17,8,22431.25
2021-08-26 21:19:00-04:00,1319.75,1320.0,1319.75,1320.0,85,17,112199.75
2021-08-26 21:20:00-04:00,1320.0,1320.0,1319.75,1320.0,35,8,46199.75
2021-08-26 21:21:00-04:00,1319.75,1319.75,1319.75,1319.75,9,6,11877.75
2021-08-26 21:23:00-04:00,1319.75,1320.0,1319.5,1319.5,3,3,3959.25
2021-08-26 21:24:00-04:00,1319.75,1320.0,1319.75,1320.0,6,2,7919.75
2021-08-26 21:25:00-04:00,1319.75,1319.75,1319.75,1319.75,7,4,9238.25
2021-08-26 21:26:00-04:00,1320.0,1320.0,1320.0,1320.0,57,31,75240.0
2021-08-26 21:27:00-04:00,1320.0,1320.25,1320.0,1320.25,20,15,26401.25
2021-08-26 21:28:00-04:00,1320.0,1320.0,1319.75,1319.75,17,4,22439.75
2021-08-26 21:29:00-04:00,1319.75,1320.25,1319.75,1320.0,13,7,17161.5
2021-08-26 21:30:00-04:00,1320.0,1320.5,1319.5,1320.5,26,8,34315.25
2021-08-26 21:31:00-04:00,1320.5,1321.5,1320.5,1321.5,55,19,72672.25
2021-08-26 21:32:00-04:00,1321.25,1321.25,1321.0,1321.0,7,5,9248.25
2021-08-26 21:33:00-04:00,1321.25,1321.25,1321.25,1321.25,4,4,5285.0
2021-08-26 21:34:00-04:00,1321.0,1321.5,1321.0,1321.5,21,8,27749.75
2021-08-26 21:35:00-04:00,1321.5,1322.5,1321.5,1322.5,17,10,22471.75
2021-08-26 21:36:00-04:00,1322.25,1322.5,1321.75,1321.75,17,11,22476.25
2021-08-26 21:37:00-04:00,1321.75,1322.0,1321.5,1322.0,46,43,60809.5
2021-08-26 21:38:00-04:00,1322.0,1322.75,1322.0,1322.75,85,69,112376.75
2021-08-26 21:39:00-04:00,1322.25,1322.75,1322.25,1322.75,32,28,42320.75
2021-08-26 21:40:00-04:00,1322.5,1322.75,1322.25,1322.25,15,14,19837.0
2021-08-26 21:41:00-04:00,1322.25,1322.25,1322.25,1322.25,2,2,2644.5
