,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty
,open,high,low,close,volume,num_trds,value
2021-08-26 20:00:00-04:00,1330.5,1330.5,1329.0,1329.0,38,16,50548.25
2021-08-26 20:02:00-04:00,1329.0,1329.0,1329.0,1329.0,3,1,3987.0
2021-08-26 20:03:00-04:00,1329.25,1329.25,1329.25,1329.25,1,1,1329.25
2021-08-26 20:05:00-04:00,1328.5,1328.5,1328.25,1328.25,2,2,2656.75
2021-08-26 20:06:00-04:00,1329.25,1329.25,1329.0,1329.0,3,2,3987.5
2021-08-26 20:07:00-04:00,1330.0,1330.25,1330.0,1330.25,4,3,5320.5
2021-08-26 20:08:00-04:00,1329.5,1329.5,1329.5,1329.5,4,2,5318.0
2021-08-26 20:38:00-04:00,1327.75,1327.75,1327.75,1327.75,5,1,6638.75
2021-08-26 20:39:00-04:00,1327.75,1327.75,1327.5,1327.5,5,2,6637.75
2021-08-26 20:43:00-04:00,1328.0,1328.0,1328.0,1328.0,5,3,6640.0
2021-08-26 20:44:00-04:00,1327.5,1327.5,1327.25,1327.25,5,2,6636.5
2021-08-26 20:46:00-04:00,1327.25,1327.25,1327.25,1327.25,5,1,6636.25
2021-08-26 20:47:00-04:00,1327.25,1327.5,1327.25,1327.25,10,3,13273.25
2021-08-26 20:48:00-04:00,1327.25,1327.75,1327.25,1327.75,6,2,7964.0
2021-08-26 20:49:00-04:00,1327.5,1328.25,1327.5,1327.5,11,4,14604.25
2021-08-26 20:50:00-04:00,1327.5,1327.5,1327.5,1327.5,5,1,6637.5
2021-08-26 21:00:00-04:00,1326.75,1326.75,1326.75,1326.75,4,2,5307.0
2021-08-26 21:01:00-04:00,1326.25,1326.25,1326.0,1326.0,8,4,10609.0
2021-08-26 21:02:00-04:00,1326.25,1326.25,1326.25,1326.25,1,1,1326.25
2021-08-26 21:03:00-04:00,1325.5,1325.5,1325.5,1325.5,37,1,49043.5
2021-08-26 21:04:00-04:00,1325.25,1325.25,1325.25,1325.25,1,1,1325.25
2021-08-26 21:06:00-04:00,1324.75,1324.75,1324.75,1324.75,33,12,43716.75
2021-08-26 21:07:00-04:00,1324.75,1325.5,1324.75,1325.5,6,2,7949.25
2021-08-26 22:48:00-04:00,1326.5,1326.5,1326.5,1326.5,2,2,2653.0
2021-08-26 23:19:00-04:00,1328.0,1328.0,1328.0,1328.0,5,1,6640.0
2021-08-27 00:31:00-04:00,1326.0,1326.0,1326.0,1326.0,6,1,7956.0
2021-08-27 00:33:00-04:00,1325.75,1325.75,1325.75,1325.75,1,1,1325.75
2021-08-27 01:31:00-04:00,1326.5,1326.5,1326.5,1326.5,1,1,1326.5
2021-08-27 01:32:00-04:00,1326.25,1326.25,1326.25,1326.25,2,2,2652.5
2021-08-27 01:33:00-04:00,1326.5,1326.5,1326.5,1326.5,6,1,7959.0
