,S F22 Comdty,S F22 Comdty,S F22 Comdty,S F22 Comdty,S F22 Comdty,S F22 Comdty,S F22 Comdty
,open,high,low,close,volume,num_trds,value
2021-08-26 20:00:00-04:00,1328.25,1328.25,1326.5,1326.5,8,6,10620.5
2021-08-26 20:01:00-04:00,1327.25,1327.25,1327.25,1327.25,2,1,2654.5
2021-08-26 20:02:00-04:00,1327.5,1327.5,1327.5,1327.5,3,1,3982.5
2021-08-26 20:03:00-04:00,1326.5,1326.5,1326.5,1326.5,6,2,7959.0
2021-08-26 20:04:00-04:00,1326.5,1326.5,1326.5,1326.5,3,2,3979.5
2021-08-26 20:06:00-04:00,1326.25,1327.25,1326.25,1327.25,6,5,7961.0
2021-08-26 20:07:00-04:00,1327.5,1328.0,1327.25,1327.25,4,4,5310.75
2021-08-26 20:09:00-04:00,1327.75,1327.75,1327.75,1327.75,1,1,1327.75
2021-08-26 20:17:00-04:00,1327.25,1327.25,1327.25,1327.25,1,1,1327.25
2021-08-26 20:25:00-04:00,1326.25,1326.25,1325.75,1325.75,6,4,7956.0
2021-08-26 20:26:00-04:00,1325.5,1325.5,1325.5,1325.5,1,1,1325.5
2021-08-26 20:34:00-04:00,1325.25,1325.75,1325.25,1325.75,2,2,2651.0
2021-08-26 20:36:00-04:00,1325.75,1325.75,1325.5,1325.5,3,2,3977.0
2021-08-26 20:37:00-04:00,1326.0,1326.0,1326.0,1326.0,5,1,6630.0
2021-08-26 20:38:00-04:00,1325.75,1325.75,1325.5,1325.5,2,2,2651.25
2021-08-26 20:39:00-04:00,1326.0,1326.0,1326.0,1326.0,5,1,6630.0
2021-08-26 20:42:00-04:00,1325.75,1325.75,1325.75,1325.75,1,1,1325.75
2021-08-26 20:44:00-04:00,1325.5,1325.75,1325.25,1325.25,7,3,9279.5
2021-08-26 20:46:00-04:00,1325.5,1325.5,1325.5,1325.5,5,1,6627.5
2021-08-26 20:47:00-04:00,1325.25,1325.75,1325.25,1325.75,12,5,15907.0
2021-08-26 20:48:00-04:00,1325.75,1325.75,1325.25,1325.5,11,4,14582.5
2021-08-26 20:49:00-04:00,1325.5,1326.0,1325.5,1325.5,15,9,19887.0
2021-08-26 20:50:00-04:00,1326.0,1326.0,1325.5,1325.5,7,3,9281.0
2021-08-26 20:51:00-04:00,1325.5,1325.5,1325.5,1325.5,2,1,2651.0
2021-08-26 20:55:00-04:00,1325.0,1325.0,1324.75,1324.75,4,4,5299.5
2021-08-26 21:00:00-04:00,1324.5,1324.5,1324.25,1324.25,2,2,2648.75
2021-08-26 21:01:00-04:00,1324.0,1324.0,1323.75,1323.75,4,4,5295.75
2021-08-26 21:03:00-04:00,1323.5,1323.5,1323.0,1323.0,40,8,52929.5
2021-08-26 21:04:00-04:00,1323.25,1323.25,1323.25,1323.25,2,2,2646.5
2021-08-26 21:05:00-04:00,1322.75,1322.75,1322.75,1322.75,1,1,1322.75
2021-08-26 21:06:00-04:00,1322.75,1322.75,1322.75,1322.75,9,5,11904.75
2021-08-26 21:07:00-04:00,1323.25,1323.5,1323.25,1323.5,2,2,2646.75
2021-08-26 21:11:00-04:00,1323.5,1323.5,1323.5,1323.5,1,1,1323.5
2021-08-26 21:12:00-04:00,1323.75,1323.75,1323.75,1323.75,1,1,1323.75
2021-08-26 21:16:00-04:00,1323.5,1323.75,1323.5,1323.5,4,4,5294.25
2021-08-26 21:19:00-04:00,1324.0,1324.0,1324.0,1324.0,1,1,1324.0
2021-08-26 21:26:00-04:00,1324.25,1324.25,1324.25,1324.25,8,8,10594.0
2021-08-26 21:27:00-04:00,1324.25,1324.25,1324.25,1324.25,3,2,3972.75
2021-08-26 21:30:00-04:00,1324.0,1324.25,1324.0,1324.25,2,2,2648.25
2021-08-26 21:31:00-04:00,1325.0,1325.75,1325.0,1325.75,12,8,15902.25
2021-08-26 21:34:00-04:00,1325.0,1325.0,1325.0,1325.0,1,1,1325.0
2021-08-26 21:38:00-04:00,1326.0,1326.25,1326.0,1326.25,4,4,5304.25
2021-08-26 21:48:00-04:00,1326.25,1326.25,1326.25,1326.25,1,1,1326.25
2021-08-26 21:56:00-04:00,1325.0,1325.0,1325.0,1325.0,1,1,1325.0
2021-08-26 21:57:00-04:00,1324.75,1324.75,1324.75,1324.75,2,2,2649.5
2021-08-26 22:26:00-04:00,1324.75,1325.25,1324.75,1325.25,5,5,6624.5
2021-08-26 22:53:00-04:00,1323.0,1323.0,1322.75,1322.75,12,2,15875.5
2021-08-26 22:55:00-04:00,1322.25,1322.25,1322.25,1322.25,4,4,5289.0
2021-08-26 23:10:00-04:00,1324.5,1324.5,1324.5,1324.5,10,2,13245.0
2021-08-26 23:11:00-04:00,1324.0,1324.0,1324.0,1324.0,1,1,1324.0
2021-08-26 23:13:00-04:00,1323.75,1323.75,1323.75,1323.75,3,1,3971.25
2021-08-27 00:03:00-04:00,1323.75,1323.75,1323.75,1323.75,1,1,1323.75
2021-08-27 00:22:00-04:00,1323.5,1323.5,1323.5,1323.5,1,1,1323.5
2021-08-27 00:33:00-04:00,1323.5,1323.5,1323.5,1323.5,1,1,1323.5
2021-08-27 00:49:00-04:00,1323.5,1323.5,1323.5,1323.5,1,1,1323.5
2021-08-27 00:51:00-04:00,1323.25,1323.25,1323.25,1323.25,4,2,5293.0
2021-08-27 01:16:00-04:00,1323.25,1323.25,1323.25,1323.25,1,1,1323.25
2021-08-27 01:30:00-04:00,1324.0,1324.0,1324.0,1324.0,3,2,3972.0
2021-08-27 01:37:00-04:00,1324.0,1324.0,1324.0,1324.0,2,2,2648.0
2021-08-27 01:43:00-04:00,1323.25,1323.25,1323.25,1323.25,1,1,1323.25
2021-08-27 01:49:00-04:00,1323.25,1323.25,1323.25,1323.25,9,5,11909.25
2021-08-27 01:52:00-04:00,1322.75,1322.75,1322.75,1322.75,1,1,1322.75
2021-08-27 01:57:00-04:00,1322.25,1322.25,1322.25,1322.25,1,1,1322.25
2021-08-27 02:07:00-04:00,1322.0,1322.0,1322.0,1322.0,2,1,2644.0
2021-08-27 02:26:00-04:00,1321.25,1321.25,1321.25,1321.25,6,1,7927.5
2021-08-27 02:39:00-04:00,1320.75,1320.75,1320.75,1320.75,3,3,3962.25
2021-08-27 02:46:00-04:00,1322.0,1322.0,1322.0,1322.0,2,2,2644.0
2021-08-27 02:48:00-04:00,1322.25,1322.25,1322.25,1322.25,2,2,2644.5
2021-08-27 02:54:00-04:00,1322.25,1322.25,1322.25,1322.25,5,4,6611.25
2021-08-27 02:55:00-04:00,1322.0,1322.0,1322.0,1322.0,1,1,1322.0
2021-08-27 03:02:00-04:00,1321.0,1321.0,1321.0,1321.0,2,1,2642.0
2021-08-27 03:04:00-04:00,1320.5,1320.5,1320.25,1320.25,3,2,3961.25
2021-08-27 03:06:00-04:00,1320.75,1320.75,1320.5,1320.5,5,2,6603.5
2021-08-27 03:08:00-04:00,1320.0,1320.0,1320.0,1320.0,8,3,10560.0
2021-08-27 03:14:00-04:00,1320.0,1320.0,1320.0,1320.0,1,1,1320.0
2021-08-27 03:15:00-04:00,1320.5,1320.5,1320.5,1320.5,1,1,1320.5
2021-08-27 03:16:00-04:00,1320.75,1320.75,1320.75,1320.75,1,1,1320.75
2021-08-27 03:34:00-04:00,1321.5,1321.5,1321.5,1321.5,8,2,10572.0
2021-08-27 03:35:00-04:00,1321.75,1321.75,1321.5,1321.5,3,2,3964.75
2021-08-27 03:40:00-04:00,1319.75,1319.75,1319.75,1319.75,17,2,22435.75
2021-08-27 03:43:00-04:00,1319.25,1319.5,1319.25,1319.5,11,6,14512.25
2021-08-27 03:45:00-04:00,1319.0,1319.0,1318.5,1318.75,12,5,15825.75
2021-08-27 03:47:00-04:00,1318.75,1318.75,1318.75,1318.75,3,1,3956.25
2021-08-27 03:48:00-04:00,1318.25,1318.25,1318.25,1318.25,1,1,1318.25
2021-08-27 03:53:00-04:00,1318.0,1318.75,1318.0,1318.75,5,4,6592.5
2021-08-27 03:56:00-04:00,1319.25,1319.25,1319.25,1319.25,1,1,1319.25
2021-08-27 04:01:00-04:00,1319.5,1319.5,1319.5,1319.5,2,2,2639.0
2021-08-27 04:03:00-04:00,1320.25,1320.25,1320.25,1320.25,1,1,1320.25
2021-08-27 04:04:00-04:00,1319.75,1319.75,1319.75,1319.75,51,20,67307.25
2021-08-27 04:07:00-04:00,1318.5,1318.5,1318.5,1318.5,1,1,1318.5
2021-08-27 04:09:00-04:00,1318.5,1319.5,1318.5,1319.5,3,2,3957.5
2021-08-27 04:10:00-04:00,1319.5,1319.5,1319.5,1319.5,3,3,3958.5
2021-08-27 04:21:00-04:00,1319.0,1319.0,1319.0,1319.0,1,1,1319.0
2021-08-27 04:22:00-04:00,1319.25,1319.25,1319.25,1319.25,2,2,2638.5
2021-08-27 04:29:00-04:00,1318.0,1318.0,1318.0,1318.0,1,1,1318.0
