,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy
,open,high,low,close,volume,num_trds,value
2021-08-18 20:54:00-04:00,78.87,78.87,78.87,78.87,1,1,78.87
2021-08-18 22:04:00-04:00,78.825,78.825,78.825,78.825,1,1,78.825
2021-08-18 23:19:00-04:00,78.77,78.77,78.77,78.77,1,1,78.77
2021-08-19 01:24:00-04:00,78.73,78.73,78.73,78.73,1,1,78.73
2021-08-19 05:05:00-04:00,78.32,78.32,78.31,78.31,2,2,156.63
2021-08-19 06:44:00-04:00,78.43,78.43,78.43,78.43,1,1,78.43
2021-08-19 09:41:00-04:00,78.36,78.36,78.36,78.36,1,1,78.36
2021-08-19 09:55:00-04:00,78.325,78.325,78.325,78.325,1,1,78.325
2021-08-19 10:02:00-04:00,78.37,78.37,78.37,78.37,2,1,156.74
2021-08-19 10:08:00-04:00,78.31,78.31,78.31,78.31,1,1,78.31
2021-08-19 10:25:00-04:00,78.325,78.325,78.325,78.325,1,1,78.325
2021-08-19 10:35:00-04:00,78.135,78.135,78.135,78.135,1,1,78.135
2021-08-19 10:38:00-04:00,78.12,78.12,78.12,78.12,2,1,156.24
2021-08-19 11:03:00-04:00,78.065,78.065,78.065,78.065,1,1,78.065
2021-08-19 11:12:00-04:00,78.075,78.075,78.075,78.075,1,1,78.075
2021-08-19 11:13:00-04:00,78.09,78.09,78.09,78.09,1,1,78.09
2021-08-19 13:44:00-04:00,78.045,78.045,78.045,78.045,1,1,78.045
2021-08-19 13:45:00-04:00,78.045,78.045,78.045,78.045,2,1,156.09
2021-08-19 14:22:00-04:00,78.0,78.0,78.0,78.0,1,1,78.0
2021-08-19 15:35:00-04:00,77.99,77.99,77.99,77.99,1,1,77.99
