,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy
,open,high,low,close,volume,num_trds,value
2021-08-19 00:55:00-04:00,78.745,78.745,78.745,78.745,2,1,157.49
2021-08-19 03:42:00-04:00,78.5,78.5,78.5,78.5,5,1,392.5
2021-08-19 07:34:00-04:00,78.43,78.43,78.43,78.43,1,1,78.43
2021-08-19 09:11:00-04:00,78.42,78.42,78.42,78.42,7,2,548.94
2021-08-19 09:58:00-04:00,78.385,78.385,78.385,78.385,1,1,78.385
2021-08-19 10:12:00-04:00,78.34,78.34,78.34,78.34,2,1,156.68
2021-08-19 10:29:00-04:00,78.3,78.3,78.3,78.3,19,3,1487.7
2021-08-19 11:44:00-04:00,78.255,78.255,78.255,78.255,1,1,78.255
2021-08-19 12:51:00-04:00,78.125,78.125,78.125,78.125,1,1,78.125
2021-08-19 12:57:00-04:00,78.1,78.1,78.1,78.1,1,1,78.1
2021-08-19 14:22:00-04:00,78.0,78.0,78.0,78.0,30,3,2340.0
2021-08-19 14:38:00-04:00,78.0,78.0,78.0,78.0,2,1,156.0
2021-08-19 15:16:00-04:00,77.985,77.995,77.985,77.995,5,2,389.955
