,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy
,open,high,low,close,volume,num_trds,value
2021-06-08 18:00:00-04:00,82.56,82.57,82.545,82.545,46,9,3797.79
2021-06-08 18:01:00-04:00,82.545,82.545,82.535,82.535,5,3,412.7
2021-06-08 18:02:00-04:00,82.54,82.545,82.535,82.54,24,9,1980.955
2021-06-08 18:04:00-04:00,82.54,82.545,82.54,82.545,4,3,330.17
2021-06-08 18:05:00-04:00,82.54,82.54,82.54,82.54,1,1,82.54
2021-06-08 18:06:00-04:00,82.535,82.54,82.535,82.535,14,3,1155.53
2021-06-08 18:10:00-04:00,82.53,82.53,82.53,82.53,7,3,577.71
2021-06-08 18:12:00-04:00,82.53,82.53,82.53,82.53,5,2,412.65
2021-06-08 18:13:00-04:00,82.53,82.54,82.53,82.54,44,10,3631.655
2021-06-08 18:14:00-04:00,82.545,82.55,82.545,82.545,14,4,1155.635
2021-06-08 18:17:00-04:00,82.545,82.55,82.545,82.55,22,6,1816.055
2021-06-08 18:19:00-04:00,82.545,82.545,82.545,82.545,15,5,1238.175
2021-06-08 18:20:00-04:00,82.54,82.54,82.54,82.54,1,1,82.54
2021-06-08 18:23:00-04:00,82.54,82.54,82.54,82.54,1,1,82.54
2021-06-08 18:25:00-04:00,82.54,82.54,82.54,82.54,4,1,330.16
2021-06-08 18:28:00-04:00,82.545,82.545,82.54,82.54,9,3,742.885
2021-06-08 18:29:00-04:00,82.54,82.54,82.54,82.54,1,1,82.54
2021-06-08 18:30:00-04:00,82.54,82.54,82.54,82.54,1,1,82.54
2021-06-08 18:33:00-04:00,82.54,82.55,82.54,82.55,30,7,2476.35
2021-06-08 18:34:00-04:00,82.55,82.55,82.55,82.55,18,5,1485.9
2021-06-08 18:35:00-04:00,82.555,82.555,82.555,82.555,1,1,82.555
2021-06-08 18:37:00-04:00,82.55,82.555,82.545,82.555,15,4,1238.26
2021-06-08 18:41:00-04:00,82.555,82.555,82.555,82.555,1,1,82.555
2021-06-08 18:45:00-04:00,82.555,82.56,82.555,82.56,10,5,825.555
2021-06-08 18:47:00-04:00,82.555,82.555,82.555,82.555,3,1,247.665
2021-06-08 18:54:00-04:00,82.555,82.555,82.555,82.555,3,1,247.665
2021-06-08 18:55:00-04:00,82.555,82.555,82.555,82.555,1,1,82.555
2021-06-08 18:56:00-04:00,82.55,82.55,82.55,82.55,9,3,742.95
2021-06-08 18:57:00-04:00,82.545,82.545,82.535,82.535,37,8,3053.985
2021-06-08 18:58:00-04:00,82.535,82.535,82.535,82.535,10,2,825.35
2021-06-08 18:59:00-04:00,82.535,82.535,82.535,82.535,3,1,247.605
2021-06-08 19:00:00-04:00,82.535,82.54,82.53,82.535,13,8,1072.955
2021-06-08 19:01:00-04:00,82.53,82.53,82.53,82.53,14,4,1155.42
2021-06-08 19:04:00-04:00,82.535,82.54,82.535,82.54,18,5,1485.645
2021-06-08 19:09:00-04:00,82.53,82.53,82.53,82.53,10,2,825.3
2021-06-08 19:16:00-04:00,82.535,82.535,82.535,82.535,4,4,330.14
2021-06-08 19:17:00-04:00,82.54,82.55,82.54,82.54,17,5,1403.235
2021-06-08 19:19:00-04:00,82.545,82.545,82.545,82.545,1,1,82.545
2021-06-08 19:20:00-04:00,82.545,82.545,82.545,82.545,1,1,82.545
2021-06-08 19:21:00-04:00,82.55,82.55,82.55,82.55,8,4,660.4
2021-06-08 19:22:00-04:00,82.55,82.55,82.55,82.55,1,1,82.55
2021-06-08 19:23:00-04:00,82.55,82.55,82.55,82.55,4,1,330.2
2021-06-08 19:24:00-04:00,82.555,82.555,82.555,82.555,14,4,1155.77
2021-06-08 19:26:00-04:00,82.55,82.55,82.55,82.55,8,3,660.4
2021-06-08 19:27:00-04:00,82.555,82.555,82.555,82.555,2,1,165.11
2021-06-08 19:29:00-04:00,82.555,82.555,82.55,82.55,4,3,330.205
2021-06-08 19:31:00-04:00,82.555,82.555,82.555,82.555,9,2,742.995
2021-06-08 19:32:00-04:00,82.56,82.56,82.56,82.56,21,6,1733.76
2021-06-08 19:33:00-04:00,82.56,82.56,82.56,82.56,5,3,412.8
2021-06-08 19:34:00-04:00,82.56,82.56,82.555,82.555,10,4,825.59
