,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy
,open,high,low,close,volume,num_trds,value
2021-06-08 18:00:00-04:00,82.565,82.565,82.565,82.565,2,1,165.13
2021-06-08 18:02:00-04:00,82.545,82.545,82.545,82.545,5,1,412.725
2021-06-08 18:05:00-04:00,82.545,82.545,82.545,82.545,1,1,82.545
2021-06-08 18:07:00-04:00,82.545,82.545,82.545,82.545,1,1,82.545
2021-06-08 18:10:00-04:00,82.535,82.535,82.53,82.53,15,3,1237.96
2021-06-08 18:13:00-04:00,82.535,82.545,82.535,82.545,90,6,7428.64
2021-06-08 18:14:00-04:00,82.545,82.545,82.545,82.545,2,2,165.09
2021-06-08 18:17:00-04:00,82.545,82.545,82.545,82.545,1,1,82.545
2021-06-08 18:19:00-04:00,82.545,82.545,82.545,82.545,3,1,247.635
2021-06-08 18:37:00-04:00,82.555,82.56,82.555,82.56,10,2,825.57
2021-06-08 18:54:00-04:00,82.555,82.555,82.555,82.555,1,1,82.555
2021-06-08 18:56:00-04:00,82.55,82.55,82.55,82.55,1,1,82.55
2021-06-08 18:57:00-04:00,82.55,82.55,82.545,82.545,5,2,412.73
2021-06-08 18:58:00-04:00,82.535,82.535,82.535,82.535,5,3,412.675
2021-06-08 19:00:00-04:00,82.535,82.535,82.535,82.535,1,1,82.535
2021-06-08 19:03:00-04:00,82.53,82.53,82.53,82.53,1,1,82.53
2021-06-08 19:04:00-04:00,82.535,82.535,82.535,82.535,3,1,247.605
2021-06-08 19:06:00-04:00,82.535,82.535,82.535,82.535,2,1,165.07
2021-06-08 19:18:00-04:00,82.545,82.545,82.545,82.545,2,2,165.09
2021-06-08 19:23:00-04:00,82.55,82.55,82.55,82.55,1,1,82.55
2021-06-08 19:29:00-04:00,82.55,82.55,82.55,82.55,1,1,82.55
2021-06-08 19:32:00-04:00,82.56,82.56,82.56,82.56,1,1,82.56
2021-06-08 19:37:00-04:00,82.56,82.56,82.56,82.56,1,1,82.56
2021-06-08 19:40:00-04:00,82.56,82.56,82.56,82.56,1,1,82.56
2021-06-08 19:43:00-04:00,82.55,82.55,82.55,82.55,2,2,165.1
2021-06-08 19:49:00-04:00,82.55,82.55,82.55,82.55,2,2,165.1
2021-06-08 19:54:00-04:00,82.56,82.56,82.56,82.56,2,1,165.12
2021-06-08 19:57:00-04:00,82.555,82.555,82.555,82.555,1,1,82.555
2021-06-08 19:58:00-04:00,82.56,82.56,82.56,82.56,1,1,82.56
2021-06-08 19:59:00-04:00,82.555,82.555,82.555,82.555,1,1,82.555
2021-06-08 20:00:00-04:00,82.555,82.555,82.545,82.545,5,5,412.765
2021-06-08 20:01:00-04:00,82.56,82.56,82.56,82.56,4,3,330.24
2021-06-08 20:02:00-04:00,82.56,82.56,82.56,82.56,1,1,82.56
2021-06-08 20:05:00-04:00,82.56,82.56,82.56,82.56,5,4,412.8
2021-06-08 20:08:00-04:00,82.56,82.56,82.56,82.56,1,1,82.56
2021-06-08 20:09:00-04:00,82.56,82.56,82.56,82.56,1,1,82.56
2021-06-08 20:14:00-04:00,82.565,82.565,82.565,82.565,1,1,82.565
2021-06-08 20:17:00-04:00,82.56,82.56,82.56,82.56,2,1,165.12
2021-06-08 20:21:00-04:00,82.565,82.565,82.565,82.565,1,1,82.565
2021-06-08 20:23:00-04:00,82.57,82.575,82.57,82.575,4,3,330.295
2021-06-08 20:27:00-04:00,82.58,82.585,82.58,82.585,2,2,165.165
2021-06-08 20:28:00-04:00,82.59,82.59,82.59,82.59,1,1,82.59
2021-06-08 20:29:00-04:00,82.585,82.585,82.585,82.585,2,2,165.17
2021-06-08 20:31:00-04:00,82.58,82.58,82.58,82.58,2,1,165.16
2021-06-08 20:34:00-04:00,82.585,82.585,82.585,82.585,1,1,82.585
2021-06-08 20:36:00-04:00,82.58,82.58,82.58,82.58,1,1,82.58
2021-06-08 20:37:00-04:00,82.58,82.58,82.58,82.58,2,2,165.16
2021-06-08 20:39:00-04:00,82.575,82.575,82.575,82.575,1,1,82.575
2021-06-08 20:40:00-04:00,82.58,82.58,82.58,82.58,4,3,330.32
2021-06-08 20:47:00-04:00,82.585,82.585,82.585,82.585,1,1,82.585
2021-06-08 20:48:00-04:00,82.58,82.58,82.58,82.58,1,1,82.58
2021-06-08 20:50:00-04:00,82.59,82.59,82.59,82.59,3,2,247.77
2021-06-08 20:53:00-04:00,82.585,82.585,82.585,82.585,1,1,82.585
2021-06-08 20:54:00-04:00,82.585,82.585,82.585,82.585,1,1,82.585
2021-06-08 20:56:00-04:00,82.595,82.595,82.59,82.59,39,14,3221.195
2021-06-08 20:58:00-04:00,82.585,82.585,82.585,82.585,4,2,330.34
2021-06-08 20:59:00-04:00,82.585,82.585,82.585,82.585,1,1,82.585
2021-06-08 21:00:00-04:00,82.58,82.58,82.58,82.58,2,2,165.16
2021-06-08 21:06:00-04:00,82.58,82.58,82.58,82.58,1,1,82.58
2021-06-08 21:07:00-04:00,82.58,82.58,82.58,82.58,1,1,82.58
2021-06-08 21:10:00-04:00,82.585,82.585,82.58,82.58,3,2,247.745
2021-06-08 21:11:00-04:00,82.58,82.58,82.58,82.58,1,1,82.58
2021-06-08 21:12:00-04:00,82.58,82.58,82.575,82.575,19,10,1568.945
2021-06-08 21:13:00-04:00,82.575,82.575,82.575,82.575,1,1,82.575
2021-06-08 21:14:00-04:00,82.58,82.58,82.58,82.58,1,1,82.58
2021-06-08 21:16:00-04:00,82.59,82.59,82.59,82.59,6,1,495.54
2021-06-08 21:18:00-04:00,82.59,82.59,82.59,82.59,1,1,82.59
2021-06-08 21:21:00-04:00,82.59,82.59,82.59,82.59,1,1,82.59
2021-06-08 21:32:00-04:00,82.58,82.585,82.58,82.585,2,2,165.165
2021-06-08 21:35:00-04:00,82.595,82.595,82.595,82.595,15,8,1238.925
2021-06-08 21:36:00-04:00,82.595,82.595,82.595,82.595,1,1,82.595
2021-06-08 21:38:00-04:00,82.595,82.595,82.595,82.595,1,1,82.595
2021-06-08 21:40:00-04:00,82.6,82.605,82.6,82.605,10,2,826.025
2021-06-08 21:41:00-04:00,82.6,82.6,82.6,82.6,1,1,82.6
2021-06-08 21:43:00-04:00,82.605,82.61,82.6,82.6,12,4,991.275
2021-06-08 21:46:00-04:00,82.6,82.6,82.6,82.6,5,3,413.0
2021-06-08 21:48:00-04:00,82.6,82.6,82.6,82.6,2,2,165.2
2021-06-08 21:49:00-04:00,82.6,82.6,82.6,82.6,3,2,247.8
2021-06-08 21:52:00-04:00,82.59,82.59,82.59,82.59,1,1,82.59
2021-06-08 21:53:00-04:00,82.595,82.595,82.595,82.595,3,3,247.785
2021-06-08 21:56:00-04:00,82.595,82.595,82.595,82.595,1,1,82.595
2021-06-08 21:57:00-04:00,82.595,82.595,82.595,82.595,2,2,165.19
2021-06-08 21:58:00-04:00,82.6,82.6,82.6,82.6,1,1,82.6
2021-06-08 22:00:00-04:00,82.605,82.605,82.605,82.605,1,1,82.605
2021-06-08 22:01:00-04:00,82.605,82.61,82.6,82.605,4,4,330.42
2021-06-08 22:02:00-04:00,82.61,82.61,82.6,82.6,3,3,247.81
2021-06-08 22:03:00-04:00,82.605,82.605,82.605,82.605,1,1,82.605
2021-06-08 22:08:00-04:00,82.605,82.61,82.605,82.61,2,2,165.215
2021-06-08 22:09:00-04:00,82.605,82.605,82.605,82.605,1,1,82.605
2021-06-08 22:10:00-04:00,82.605,82.605,82.6,82.6,6,4,495.605
2021-06-08 22:12:00-04:00,82.605,82.605,82.605,82.605,3,1,247.815
2021-06-08 22:15:00-04:00,82.605,82.605,82.605,82.605,2,1,165.21
2021-06-08 22:17:00-04:00,82.6,82.6,82.6,82.6,1,1,82.6
2021-06-08 22:27:00-04:00,82.6,82.6,82.6,82.6,1,1,82.6
2021-06-08 22:31:00-04:00,82.6,82.6,82.6,82.6,1,1,82.6
2021-06-08 22:32:00-04:00,82.6,82.6,82.6,82.6,1,1,82.6
2021-06-08 22:35:00-04:00,82.595,82.595,82.595,82.595,1,1,82.595
2021-06-08 22:39:00-04:00,82.605,82.605,82.605,82.605,1,1,82.605
2021-06-08 22:41:00-04:00,82.605,82.605,82.605,82.605,1,1,82.605
2021-06-08 22:42:00-04:00,82.6,82.6,82.595,82.595,11,3,908.595
2021-06-08 22:45:00-04:00,82.6,82.6,82.6,82.6,2,2,165.2
2021-06-08 22:46:00-04:00,82.6,82.6,82.6,82.6,1,1,82.6
2021-06-08 22:47:00-04:00,82.6,82.6,82.6,82.6,2,2,165.2
2021-06-08 22:49:00-04:00,82.585,82.59,82.58,82.59,47,9,3881.3
2021-06-08 22:51:00-04:00,82.59,82.59,82.59,82.59,1,1,82.59
2021-06-08 22:52:00-04:00,82.59,82.595,82.59,82.595,52,9,4294.685
2021-06-08 22:54:00-04:00,82.59,82.59,82.59,82.59,17,12,1404.03
2021-06-08 22:55:00-04:00,82.59,82.595,82.59,82.595,52,5,4294.69
2021-06-08 22:56:00-04:00,82.6,82.605,82.6,82.605,2,2,165.205
2021-06-08 22:57:00-04:00,82.6,82.6,82.6,82.6,5,2,413.0
2021-06-08 22:59:00-04:00,82.605,82.605,82.605,82.605,1,1,82.605
2021-06-08 23:00:00-04:00,82.615,82.615,82.615,82.615,24,1,1982.76
2021-06-08 23:01:00-04:00,82.61,82.61,82.61,82.61,1,1,82.61
2021-06-08 23:03:00-04:00,82.61,82.61,82.61,82.61,2,2,165.22
2021-06-08 23:04:00-04:00,82.615,82.615,82.615,82.615,6,3,495.69
2021-06-08 23:05:00-04:00,82.615,82.615,82.615,82.615,1,1,82.615
2021-06-08 23:08:00-04:00,82.615,82.615,82.615,82.615,2,2,165.23
2021-06-08 23:09:00-04:00,82.615,82.62,82.615,82.62,5,4,413.085
2021-06-08 23:10:00-04:00,82.62,82.62,82.62,82.62,2,2,165.24
2021-06-08 23:11:00-04:00,82.62,82.62,82.62,82.62,2,2,165.24
2021-06-08 23:12:00-04:00,82.615,82.62,82.615,82.62,4,3,330.47
2021-06-08 23:15:00-04:00,82.605,82.615,82.605,82.615,2,2,165.22
2021-06-08 23:19:00-04:00,82.61,82.61,82.61,82.61,1,1,82.61
2021-06-08 23:20:00-04:00,82.605,82.605,82.595,82.595,15,10,1239.06
2021-06-08 23:21:00-04:00,82.59,82.59,82.585,82.585,5,2,412.93
2021-06-08 23:24:00-04:00,82.58,82.58,82.58,82.58,1,1,82.58
2021-06-08 23:25:00-04:00,82.58,82.58,82.58,82.58,2,2,165.16
2021-06-08 23:27:00-04:00,82.585,82.585,82.585,82.585,3,3,247.755
2021-06-08 23:34:00-04:00,82.58,82.58,82.58,82.58,3,2,247.74
