,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy
,open,high,low,close,volume,num_trds,value
2021-06-08 23:01:00-04:00,82.615,82.615,82.615,82.615,1,1,82.615
2021-06-09 09:55:00-04:00,82.91,82.91,82.91,82.91,1,1,82.91
2021-06-09 12:12:00-04:00,82.57,82.57,82.57,82.57,2,1,165.14
