,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index
,open,high,low,close,volume,num_trds,value
2021-11-30 00:21:00-05:00,4611.75,4611.75,4608.75,4608.75,3,2,13832.25
2021-11-30 00:22:00-05:00,4607.25,4612.0,4607.25,4612.0,12,8,55320.25
2021-11-30 00:24:00-05:00,4607.75,4607.75,4607.75,4607.75,1,1,4607.75
2021-11-30 00:25:00-05:00,4606.0,4606.0,4606.0,4606.0,1,1,4606.0
2021-11-30 00:27:00-05:00,4604.0,4604.0,4604.0,4604.0,1,1,4604.0
2021-11-30 00:28:00-05:00,4609.25,4609.25,4609.25,4609.25,2,1,9218.5
2021-11-30 00:44:00-05:00,4602.0,4602.0,4602.0,4602.0,1,1,4602.0
2021-11-30 00:45:00-05:00,4600.0,4600.0,4596.0,4596.0,3,3,13794.0
2021-11-30 00:46:00-05:00,4594.0,4594.0,4592.0,4592.0,12,4,55109.0
2021-11-30 01:01:00-05:00,4590.25,4590.25,4588.0,4588.0,4,3,18358.5
2021-11-30 01:02:00-05:00,4584.0,4584.0,4584.0,4584.0,2,1,9168.0
2021-11-30 01:04:00-05:00,4586.25,4587.25,4586.25,4587.25,5,3,22934.0
2021-11-30 01:05:00-05:00,4578.25,4578.25,4578.25,4578.25,1,1,4578.25
2021-11-30 01:06:00-05:00,4572.5,4572.5,4572.5,4572.5,2,1,9145.0
2021-11-30 01:07:00-05:00,4572.5,4572.5,4572.5,4572.5,1,1,4572.5
2021-11-30 01:45:00-05:00,4596.0,4596.0,4595.0,4595.0,5,2,22977.0
2021-11-30 02:09:00-05:00,4600.75,4600.75,4600.75,4600.75,3,2,13802.25
2021-11-30 02:11:00-05:00,4601.0,4601.0,4600.25,4600.25,4,4,18402.5
2021-11-30 02:12:00-05:00,4598.0,4598.5,4598.0,4598.5,2,2,9196.5
2021-11-30 02:15:00-05:00,4597.5,4597.5,4597.5,4597.5,1,1,4597.5
2021-11-30 02:17:00-05:00,4600.0,4600.0,4600.0,4600.0,1,1,4600.0
2021-11-30 02:22:00-05:00,4604.0,4604.0,4604.0,4604.0,1,1,4604.0
2021-11-30 03:39:00-05:00,4586.0,4586.0,4586.0,4586.0,1,1,4586.0
2021-11-30 03:41:00-05:00,4584.0,4584.0,4584.0,4584.0,1,1,4584.0
2021-11-30 03:46:00-05:00,4582.0,4582.0,4582.0,4582.0,1,1,4582.0
2021-11-30 04:06:00-05:00,4580.0,4580.0,4580.0,4580.0,1,1,4580.0
2021-11-30 04:11:00-05:00,4578.0,4578.0,4578.0,4578.0,1,1,4578.0
2021-11-30 04:25:00-05:00,4576.0,4576.0,4576.0,4576.0,1,1,4576.0
2021-11-30 04:43:00-05:00,4582.5,4582.5,4582.5,4582.5,1,1,4582.5
2021-11-30 04:49:00-05:00,4583.5,4583.75,4583.5,4583.75,3,2,13751.0
2021-11-30 05:56:00-05:00,4590.0,4590.0,4590.0,4590.0,1,1,4590.0
2021-11-30 06:25:00-05:00,4590.0,4590.0,4590.0,4590.0,1,1,4590.0
2021-11-30 07:28:00-05:00,4603.75,4603.75,4603.75,4603.75,1,1,4603.75
2021-11-30 07:37:00-05:00,4595.0,4595.0,4595.0,4595.0,1,1,4595.0
2021-11-30 07:38:00-05:00,4595.0,4595.0,4595.0,4595.0,1,1,4595.0
2021-11-30 07:56:00-05:00,4596.0,4596.0,4596.0,4596.0,1,1,4596.0
2021-11-30 08:01:00-05:00,4598.75,4598.75,4598.75,4598.75,1,1,4598.75
2021-11-30 08:59:00-05:00,4610.0,4610.0,4610.0,4610.0,1,1,4610.0
2021-11-30 09:00:00-05:00,4608.0,4608.0,4608.0,4608.0,2,1,9216.0
2021-11-30 09:09:00-05:00,4609.0,4609.0,4609.0,4609.0,5,1,23045.0
2021-11-30 09:16:00-05:00,4604.0,4604.0,4604.0,4604.0,1,1,4604.0
2021-11-30 09:30:00-05:00,4608.0,4608.0,4608.0,4608.0,1,1,4608.0
2021-11-30 09:43:00-05:00,4608.0,4608.75,4608.0,4608.75,5,4,23042.25
2021-11-30 09:47:00-05:00,4606.0,4606.0,4606.0,4606.0,1,1,4606.0
2021-11-30 09:58:00-05:00,4619.0,4619.0,4619.0,4619.0,1,1,4619.0
2021-11-30 09:59:00-05:00,4615.75,4615.75,4615.75,4615.75,1,1,4615.75
2021-11-30 10:03:00-05:00,4620.0,4620.0,4620.0,4620.0,2,1,9240.0
2021-11-30 10:46:00-05:00,4608.5,4608.5,4608.5,4608.5,3,1,13825.5
2021-11-30 10:53:00-05:00,4586.75,4586.75,4585.75,4585.75,7,2,32105.25
2021-11-30 10:55:00-05:00,4574.0,4574.0,4574.0,4574.0,1,1,4574.0
2021-11-30 10:56:00-05:00,4578.75,4580.25,4578.75,4580.25,10,2,45795.0
2021-11-30 10:57:00-05:00,4577.25,4577.25,4577.25,4577.25,1,1,4577.25
2021-11-30 10:59:00-05:00,4572.0,4572.0,4572.0,4572.0,1,1,4572.0
2021-11-30 11:09:00-05:00,4572.25,4572.25,4572.25,4572.25,1,1,4572.25
2021-11-30 11:12:00-05:00,4577.75,4577.75,4577.75,4577.75,1,1,4577.75
2021-11-30 11:19:00-05:00,4578.0,4578.0,4577.75,4577.75,2,2,9155.75
2021-11-30 11:21:00-05:00,4577.75,4577.75,4577.75,4577.75,1,1,4577.75
2021-11-30 11:26:00-05:00,4575.25,4576.25,4575.25,4576.25,3,2,13726.75
2021-11-30 11:42:00-05:00,4563.5,4563.5,4562.75,4562.75,4,4,18252.5
2021-11-30 11:58:00-05:00,4560.0,4560.0,4560.0,4560.0,1,1,4560.0
2021-11-30 12:02:00-05:00,4552.0,4552.0,4552.0,4552.0,1,1,4552.0
2021-11-30 12:10:00-05:00,4550.0,4550.0,4548.75,4548.75,4,2,18198.75
2021-11-30 12:12:00-05:00,4553.75,4554.0,4553.75,4554.0,7,2,31876.75
2021-11-30 12:25:00-05:00,4563.0,4563.0,4563.0,4563.0,1,1,4563.0
2021-11-30 12:27:00-05:00,4565.75,4565.75,4565.75,4565.75,1,1,4565.75
2021-11-30 12:50:00-05:00,4563.5,4563.5,4563.5,4563.5,1,1,4563.5
2021-11-30 12:56:00-05:00,4563.0,4563.0,4563.0,4563.0,1,1,4563.0
2021-11-30 12:57:00-05:00,4560.25,4560.25,4560.25,4560.25,1,1,4560.25
2021-11-30 13:16:00-05:00,4560.75,4560.75,4560.75,4560.75,1,1,4560.75
2021-11-30 13:22:00-05:00,4558.75,4558.75,4558.75,4558.75,2,1,9117.5
2021-11-30 13:26:00-05:00,4557.5,4557.5,4557.5,4557.5,2,1,9115.0
2021-11-30 13:27:00-05:00,4558.75,4558.75,4558.75,4558.75,1,1,4558.75
2021-11-30 13:30:00-05:00,4563.5,4564.75,4563.5,4564.75,6,2,27382.25
2021-11-30 13:32:00-05:00,4563.5,4564.25,4563.5,4564.25,5,4,22819.75
2021-11-30 13:33:00-05:00,4563.75,4564.75,4563.75,4564.75,5,5,22821.25
2021-11-30 13:35:00-05:00,4566.0,4567.0,4566.0,4567.0,5,5,22832.5
2021-11-30 13:36:00-05:00,4568.25,4569.25,4568.25,4569.25,5,5,22843.75
2021-11-30 13:38:00-05:00,4570.0,4570.0,4570.0,4570.0,2,1,9140.0
2021-11-30 14:01:00-05:00,4574.75,4574.75,4574.75,4574.75,1,1,4574.75
2021-11-30 14:06:00-05:00,4571.75,4571.75,4571.5,4571.5,2,2,9143.25
2021-11-30 14:10:00-05:00,4578.5,4578.5,4578.5,4578.5,1,1,4578.5
2021-11-30 14:11:00-05:00,4580.25,4580.25,4580.25,4580.25,1,1,4580.25
2021-11-30 14:17:00-05:00,4577.5,4577.5,4577.5,4577.5,1,1,4577.5
2021-11-30 14:19:00-05:00,4577.75,4577.75,4577.75,4577.75,2,1,9155.5
2021-11-30 14:37:00-05:00,4577.75,4577.75,4577.75,4577.75,1,1,4577.75
2021-11-30 14:42:00-05:00,4572.0,4572.0,4572.0,4572.0,1,1,4572.0
