,S Q22 Comdty,S Q22 Comdty,S Q22 Comdty,S Q22 Comdty,S Q22 Comdty,S Q22 Comdty,S Q22 Comdty
,open,high,low,close,volume,num_trds,value
2021-10-14 20:30:00-04:00,1234.0,1234.0,1234.0,1234.0,4,3,4936.0
2021-10-14 22:37:00-04:00,1233.25,1233.25,1233.25,1233.25,1,1,1233.25
2021-10-15 07:04:00-04:00,1244.0,1244.0,1244.0,1244.0,2,2,2488.0
2021-10-15 07:21:00-04:00,1244.0,1244.0,1244.0,1244.0,1,1,1244.0
2021-10-15 07:32:00-04:00,1245.0,1245.0,1245.0,1245.0,1,1,1245.0
2021-10-15 08:08:00-04:00,1243.5,1243.5,1243.5,1243.5,1,1,1243.5
2021-10-15 09:32:00-04:00,1241.25,1241.25,1241.25,1241.25,1,1,1241.25
2021-10-15 09:36:00-04:00,1243.5,1243.5,1243.5,1243.5,1,1,1243.5
2021-10-15 10:01:00-04:00,1245.5,1245.5,1245.5,1245.5,1,1,1245.5
2021-10-15 10:04:00-04:00,1247.0,1247.0,1247.0,1247.0,1,1,1247.0
2021-10-15 10:05:00-04:00,1246.5,1246.5,1246.5,1246.5,1,1,1246.5
2021-10-15 10:08:00-04:00,1245.5,1245.5,1245.5,1245.5,1,1,1245.5
2021-10-15 10:10:00-04:00,1245.25,1245.25,1245.25,1245.25,1,1,1245.25
2021-10-15 10:26:00-04:00,1246.25,1246.25,1246.25,1246.25,1,1,1246.25
2021-10-15 10:33:00-04:00,1247.5,1247.5,1247.5,1247.5,1,1,1247.5
2021-10-15 10:34:00-04:00,1248.0,1248.0,1248.0,1248.0,1,1,1248.0
2021-10-15 10:43:00-04:00,1246.75,1246.75,1246.75,1246.75,1,1,1246.75
2021-10-15 10:47:00-04:00,1248.0,1248.0,1248.0,1248.0,1,1,1248.0
2021-10-15 10:55:00-04:00,1249.25,1249.25,1249.25,1249.25,1,1,1249.25
2021-10-15 10:58:00-04:00,1248.25,1248.25,1248.25,1248.25,1,1,1248.25
2021-10-15 11:04:00-04:00,1246.5,1246.5,1246.5,1246.5,2,2,2493.0
2021-10-15 11:05:00-04:00,1247.0,1247.0,1247.0,1247.0,2,2,2494.0
2021-10-15 11:10:00-04:00,1247.0,1247.0,1247.0,1247.0,1,1,1247.0
2021-10-15 11:15:00-04:00,1247.0,1247.0,1247.0,1247.0,4,2,4988.0
2021-10-15 11:16:00-04:00,1247.0,1247.0,1247.0,1247.0,1,1,1247.0
2021-10-15 11:18:00-04:00,1247.0,1247.0,1247.0,1247.0,1,1,1247.0
2021-10-15 11:23:00-04:00,1246.75,1246.75,1246.5,1246.5,3,3,3739.75
2021-10-15 11:31:00-04:00,1247.5,1247.5,1247.5,1247.5,1,1,1247.5
2021-10-15 11:35:00-04:00,1247.0,1247.0,1247.0,1247.0,1,1,1247.0
2021-10-15 11:37:00-04:00,1247.75,1247.75,1247.75,1247.75,1,1,1247.75
2021-10-15 11:46:00-04:00,1246.75,1246.75,1246.75,1246.75,1,1,1246.75
2021-10-15 11:50:00-04:00,1245.5,1245.5,1245.5,1245.5,1,1,1245.5
2021-10-15 12:06:00-04:00,1243.25,1243.25,1243.25,1243.25,1,1,1243.25
2021-10-15 12:07:00-04:00,1243.25,1243.25,1243.25,1243.25,1,1,1243.25
2021-10-15 12:17:00-04:00,1245.75,1245.75,1245.75,1245.75,1,1,1245.75
2021-10-15 12:18:00-04:00,1246.75,1247.0,1246.75,1247.0,6,2,7481.75
2021-10-15 12:19:00-04:00,1247.0,1247.25,1247.0,1247.25,5,2,6235.75
2021-10-15 12:21:00-04:00,1246.0,1246.0,1246.0,1246.0,2,2,2492.0
2021-10-15 12:25:00-04:00,1245.75,1246.0,1245.75,1246.0,5,2,6229.75
2021-10-15 12:27:00-04:00,1245.75,1245.75,1245.75,1245.75,1,1,1245.75
2021-10-15 12:29:00-04:00,1246.0,1246.0,1246.0,1246.0,1,1,1246.0
2021-10-15 12:36:00-04:00,1246.0,1246.0,1246.0,1246.0,3,2,3738.0
2021-10-15 13:08:00-04:00,1247.5,1247.5,1247.5,1247.5,6,1,7485.0
2021-10-15 13:09:00-04:00,1247.75,1248.0,1247.75,1248.0,6,2,7487.75
2021-10-15 13:10:00-04:00,1247.25,1247.25,1247.25,1247.25,2,1,2494.5
2021-10-15 13:11:00-04:00,1247.0,1247.0,1247.0,1247.0,1,1,1247.0
2021-10-15 13:19:00-04:00,1245.75,1245.75,1244.5,1244.5,8,4,9958.75
