,S K22 Comdty,S K22 Comdty,S K22 Comdty,S K22 Comdty,S K22 Comdty,S K22 Comdty,S K22 Comdty
,open,high,low,close,volume,num_trds,value
2021-10-14 20:00:00-04:00,1233.0,1233.25,1231.75,1233.25,7,4,8626.0
2021-10-14 20:04:00-04:00,1233.5,1234.0,1233.5,1234.0,9,7,11102.0
2021-10-14 20:07:00-04:00,1233.0,1233.0,1233.0,1233.0,1,1,1233.0
2021-10-14 20:21:00-04:00,1231.5,1231.5,1231.5,1231.5,1,1,1231.5
2021-10-14 20:49:00-04:00,1233.0,1233.0,1233.0,1233.0,1,1,1233.0
2021-10-14 20:51:00-04:00,1232.75,1232.75,1232.75,1232.75,1,1,1232.75
2021-10-14 21:02:00-04:00,1233.0,1233.0,1233.0,1233.0,1,1,1233.0
2021-10-14 21:06:00-04:00,1233.0,1233.0,1233.0,1233.0,1,1,1233.0
2021-10-14 21:07:00-04:00,1233.25,1233.25,1233.25,1233.25,1,1,1233.25
2021-10-14 21:21:00-04:00,1233.0,1233.0,1233.0,1233.0,2,2,2466.0
2021-10-14 21:29:00-04:00,1233.75,1233.75,1233.75,1233.75,1,1,1233.75
2021-10-14 21:30:00-04:00,1234.0,1234.0,1234.0,1234.0,2,2,2468.0
2021-10-14 21:39:00-04:00,1235.0,1235.0,1235.0,1235.0,2,2,2470.0
2021-10-14 21:45:00-04:00,1234.25,1234.5,1234.25,1234.5,2,2,2468.75
2021-10-14 21:50:00-04:00,1233.75,1233.75,1233.75,1233.75,1,1,1233.75
2021-10-14 21:54:00-04:00,1233.75,1233.75,1233.75,1233.75,1,1,1233.75
2021-10-14 22:37:00-04:00,1232.25,1232.25,1231.5,1231.5,5,4,6158.5
2021-10-14 22:42:00-04:00,1231.25,1231.25,1231.25,1231.25,1,1,1231.25
2021-10-14 22:47:00-04:00,1231.25,1231.25,1231.25,1231.25,1,1,1231.25
2021-10-14 22:52:00-04:00,1231.5,1231.5,1231.5,1231.5,2,1,2463.0
2021-10-14 23:05:00-04:00,1230.25,1230.25,1230.25,1230.25,2,2,2460.5
2021-10-14 23:06:00-04:00,1230.25,1230.25,1230.25,1230.25,24,4,29526.0
2021-10-14 23:07:00-04:00,1230.25,1230.25,1230.25,1230.25,1,1,1230.25
2021-10-14 23:10:00-04:00,1230.25,1230.25,1230.25,1230.25,12,2,14763.0
2021-10-14 23:12:00-04:00,1231.25,1231.25,1231.25,1231.25,1,1,1231.25
2021-10-14 23:13:00-04:00,1231.25,1231.5,1231.25,1231.5,2,2,2462.75
2021-10-14 23:17:00-04:00,1231.75,1231.75,1231.75,1231.75,13,3,16012.75
2021-10-14 23:18:00-04:00,1231.75,1231.75,1231.75,1231.75,18,10,22171.5
2021-10-14 23:29:00-04:00,1232.0,1232.0,1232.0,1232.0,2,2,2464.0
2021-10-14 23:32:00-04:00,1232.5,1232.5,1232.5,1232.5,2,1,2465.0
2021-10-14 23:34:00-04:00,1232.75,1232.75,1232.75,1232.75,5,1,6163.75
2021-10-14 23:38:00-04:00,1233.0,1233.25,1232.75,1232.75,7,4,8631.0
2021-10-15 00:12:00-04:00,1233.25,1233.25,1233.25,1233.25,1,1,1233.25
2021-10-15 00:38:00-04:00,1233.25,1233.25,1233.25,1233.25,1,1,1233.25
2021-10-15 01:00:00-04:00,1234.5,1235.0,1234.5,1235.0,2,2,2469.5
2021-10-15 01:10:00-04:00,1235.0,1235.0,1235.0,1235.0,2,2,2470.0
2021-10-15 01:15:00-04:00,1235.5,1235.5,1235.5,1235.5,1,1,1235.5
2021-10-15 01:25:00-04:00,1235.0,1235.0,1235.0,1235.0,5,2,6175.0
2021-10-15 01:33:00-04:00,1235.75,1235.75,1235.75,1235.75,30,9,37072.5
2021-10-15 01:35:00-04:00,1236.25,1236.25,1236.25,1236.25,1,1,1236.25
