,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy
,open,high,low,close,volume,num_trds,value
2021-08-04 18:00:00-04:00,79.71,79.71,79.705,79.71,22,7,1753.605
2021-08-04 18:01:00-04:00,79.71,79.71,79.71,79.71,6,4,478.26
2021-08-04 18:02:00-04:00,79.705,79.705,79.705,79.705,11,3,876.755
2021-08-04 18:05:00-04:00,79.715,79.715,79.715,79.715,1,1,79.715
2021-08-04 18:07:00-04:00,79.705,79.71,79.705,79.705,8,5,637.66
2021-08-04 18:08:00-04:00,79.705,79.705,79.705,79.705,1,1,79.705
2021-08-04 18:09:00-04:00,79.7,79.7,79.7,79.7,10,5,797.0
2021-08-04 18:10:00-04:00,79.71,79.71,79.7,79.7,8,4,637.655
2021-08-04 18:11:00-04:00,79.7,79.7,79.7,79.7,1,1,79.7
2021-08-04 18:13:00-04:00,79.71,79.71,79.71,79.71,4,1,318.84
2021-08-04 18:14:00-04:00,79.705,79.705,79.705,79.705,2,2,159.41
2021-08-04 18:15:00-04:00,79.705,79.705,79.705,79.705,4,3,318.82
2021-08-04 18:17:00-04:00,79.705,79.705,79.705,79.705,4,3,318.82
2021-08-04 18:18:00-04:00,79.705,79.705,79.705,79.705,2,2,159.41
2021-08-04 18:23:00-04:00,79.705,79.705,79.705,79.705,3,2,239.115
2021-08-04 18:27:00-04:00,79.705,79.705,79.705,79.705,2,2,159.41
2021-08-04 18:28:00-04:00,79.71,79.715,79.71,79.71,4,4,318.85
2021-08-04 18:32:00-04:00,79.715,79.715,79.715,79.715,4,1,318.86
2021-08-04 18:33:00-04:00,79.715,79.72,79.71,79.71,5,3,398.575
2021-08-04 18:36:00-04:00,79.71,79.71,79.71,79.71,2,2,159.42
2021-08-04 18:39:00-04:00,79.715,79.715,79.715,79.715,1,1,79.715
2021-08-04 18:42:00-04:00,79.715,79.715,79.71,79.71,6,6,478.285
2021-08-04 18:43:00-04:00,79.71,79.71,79.705,79.705,14,9,1115.895
2021-08-04 18:44:00-04:00,79.705,79.705,79.7,79.7,13,10,1036.13
2021-08-04 18:45:00-04:00,79.7,79.705,79.7,79.705,8,7,637.615
2021-08-04 18:46:00-04:00,79.7,79.7,79.7,79.7,10,8,797.0
2021-08-04 18:47:00-04:00,79.7,79.7,79.7,79.7,11,10,876.7
2021-08-04 18:49:00-04:00,79.7,79.7,79.695,79.695,21,7,1673.68
2021-08-04 18:52:00-04:00,79.7,79.7,79.7,79.7,1,1,79.7
2021-08-04 18:57:00-04:00,79.705,79.705,79.705,79.705,3,2,239.115
