,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy
,open,high,low,close,volume,num_trds,value
2021-08-04 18:07:00-04:00,79.7,79.7,79.7,79.7,2,1,159.4
2021-08-04 20:02:00-04:00,79.715,79.715,79.715,79.715,2,1,159.43
2021-08-05 01:12:00-04:00,79.82,79.82,79.82,79.82,1,1,79.82
2021-08-05 01:16:00-04:00,79.815,79.815,79.815,79.815,1,1,79.815
2021-08-05 01:44:00-04:00,79.815,79.815,79.815,79.815,1,1,79.815
2021-08-05 02:00:00-04:00,79.81,79.81,79.81,79.81,1,1,79.81
2021-08-05 02:06:00-04:00,79.775,79.775,79.775,79.775,1,1,79.775
2021-08-05 02:24:00-04:00,79.805,79.805,79.805,79.805,2,1,159.61
2021-08-05 02:26:00-04:00,79.81,79.81,79.81,79.81,1,1,79.81
2021-08-05 02:31:00-04:00,79.795,79.795,79.795,79.795,1,1,79.795
2021-08-05 02:40:00-04:00,79.745,79.745,79.745,79.745,1,1,79.745
2021-08-05 03:00:00-04:00,79.8,79.805,79.8,79.805,2,2,159.605
2021-08-05 03:05:00-04:00,79.8,79.8,79.8,79.8,1,1,79.8
2021-08-05 03:30:00-04:00,79.85,79.85,79.85,79.85,2,1,159.7
2021-08-05 04:56:00-04:00,79.86,79.86,79.86,79.86,1,1,79.86
2021-08-05 04:58:00-04:00,79.85,79.85,79.85,79.85,1,1,79.85
2021-08-05 05:07:00-04:00,79.855,79.855,79.855,79.855,1,1,79.855
2021-08-05 05:13:00-04:00,79.855,79.855,79.855,79.855,1,1,79.855
2021-08-05 05:14:00-04:00,79.86,79.86,79.86,79.86,2,1,159.72
2021-08-05 05:25:00-04:00,79.92,79.92,79.92,79.92,1,1,79.92
2021-08-05 05:45:00-04:00,79.92,79.92,79.92,79.92,1,1,79.92
2021-08-05 05:53:00-04:00,79.915,79.915,79.915,79.915,1,1,79.915
2021-08-05 05:56:00-04:00,79.91,79.915,79.91,79.915,2,2,159.825
2021-08-05 06:05:00-04:00,79.9,79.9,79.9,79.9,1,1,79.9
2021-08-05 07:22:00-04:00,79.915,79.915,79.915,79.915,1,1,79.915
2021-08-05 08:39:00-04:00,80.005,80.005,80.005,80.005,2,1,160.01
2021-08-05 08:42:00-04:00,79.92,79.92,79.92,79.92,4,1,319.68
2021-08-05 09:40:00-04:00,79.985,79.985,79.985,79.985,2,2,159.97
2021-08-05 10:08:00-04:00,80.045,80.045,80.045,80.045,1,1,80.045
2021-08-05 10:09:00-04:00,80.06,80.06,80.06,80.06,1,1,80.06
2021-08-05 10:22:00-04:00,80.04,80.04,80.04,80.04,1,1,80.04
2021-08-05 10:24:00-04:00,80.035,80.035,80.035,80.035,1,1,80.035
2021-08-05 10:50:00-04:00,80.08,80.08,80.08,80.08,1,1,80.08
2021-08-05 10:55:00-04:00,80.12,80.12,80.12,80.12,1,1,80.12
2021-08-05 11:09:00-04:00,80.06,80.06,80.06,80.06,1,1,80.06
2021-08-05 11:12:00-04:00,80.06,80.06,80.045,80.045,2,2,160.105
2021-08-05 11:56:00-04:00,80.055,80.055,80.055,80.055,1,1,80.055
2021-08-05 11:57:00-04:00,80.055,80.055,80.055,80.055,1,1,80.055
2021-08-05 12:01:00-04:00,80.06,80.06,80.06,80.06,1,1,80.06
2021-08-05 13:53:00-04:00,79.98,79.98,79.98,79.98,3,2,239.94
2021-08-05 13:58:00-04:00,79.985,79.985,79.985,79.985,1,1,79.985
2021-08-05 13:59:00-04:00,79.99,79.99,79.99,79.99,1,1,79.99
2021-08-05 14:00:00-04:00,79.995,79.995,79.995,79.995,1,1,79.995
2021-08-05 14:43:00-04:00,80.03,80.035,80.03,80.035,3,2,240.095
2021-08-05 15:09:00-04:00,80.015,80.015,80.015,80.015,1,1,80.015
2021-08-05 15:14:00-04:00,80.01,80.01,80.01,80.01,1,1,80.01
2021-08-05 15:16:00-04:00,79.99,79.99,79.99,79.99,1,1,79.99
