,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy
,open,high,low,close,volume,num_trds,value
2021-08-05 09:10:00-04:00,79.85,79.85,79.85,79.85,1,1,79.85
2021-08-05 10:51:00-04:00,80.1,80.1,80.1,80.1,1,1,80.1
2021-08-05 11:05:00-04:00,80.05,80.05,80.05,80.05,1,1,80.05
2021-08-05 13:14:00-04:00,80.0,80.0,80.0,80.0,1,1,80.0
