,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy
,open,high,low,close,volume,num_trds,value
2021-10-14 01:00:00-04:00,80.475,80.475,80.475,80.475,1,1,80.475
2021-10-14 01:02:00-04:00,80.475,80.475,80.47,80.47,2,2,160.945
2021-10-14 01:39:00-04:00,80.485,80.485,80.485,80.485,1,1,80.485
2021-10-14 02:15:00-04:00,80.54,80.54,80.54,80.54,1,1,80.54
2021-10-14 02:30:00-04:00,80.605,80.61,80.605,80.61,17,3,1370.35
2021-10-14 02:39:00-04:00,80.63,80.63,80.63,80.63,1,1,80.63
2021-10-14 02:42:00-04:00,80.625,80.625,80.625,80.625,1,1,80.625
2021-10-14 02:54:00-04:00,80.61,80.61,80.61,80.61,1,1,80.61
2021-10-14 03:00:00-04:00,80.645,80.645,80.645,80.645,5,1,403.225
2021-10-14 03:47:00-04:00,80.66,80.66,80.66,80.66,1,1,80.66
2021-10-14 03:49:00-04:00,80.62,80.62,80.62,80.62,1,1,80.62
2021-10-14 04:13:00-04:00,80.66,80.66,80.66,80.66,1,1,80.66
2021-10-14 04:19:00-04:00,80.67,80.67,80.67,80.67,1,1,80.67
2021-10-14 04:45:00-04:00,80.7,80.7,80.7,80.7,1,1,80.7
2021-10-14 05:06:00-04:00,80.74,80.74,80.74,80.74,1,1,80.74
2021-10-14 06:21:00-04:00,80.76,80.76,80.755,80.755,3,3,242.275
2021-10-14 06:54:00-04:00,80.795,80.795,80.795,80.795,1,1,80.795
2021-10-14 07:35:00-04:00,80.75,80.75,80.75,80.75,1,1,80.75
2021-10-14 07:57:00-04:00,80.745,80.745,80.745,80.745,1,1,80.745
2021-10-14 08:08:00-04:00,80.785,80.785,80.785,80.785,1,1,80.785
2021-10-14 08:16:00-04:00,80.78,80.78,80.78,80.78,1,1,80.78
2021-10-14 08:33:00-04:00,80.75,80.75,80.75,80.75,1,1,80.75
2021-10-14 08:37:00-04:00,80.74,80.74,80.74,80.74,1,1,80.74
2021-10-14 08:40:00-04:00,80.75,80.75,80.75,80.75,1,1,80.75
2021-10-14 09:28:00-04:00,80.795,80.795,80.795,80.795,1,1,80.795
2021-10-14 09:43:00-04:00,80.86,80.875,80.86,80.875,3,3,242.61
2021-10-14 09:45:00-04:00,80.84,80.84,80.84,80.84,1,1,80.84
2021-10-14 09:53:00-04:00,80.91,80.91,80.91,80.91,1,1,80.91
2021-10-14 10:09:00-04:00,80.87,80.87,80.87,80.87,1,1,80.87
2021-10-14 10:18:00-04:00,80.845,80.845,80.845,80.845,1,1,80.845
2021-10-14 10:45:00-04:00,80.78,80.78,80.78,80.78,1,1,80.78
2021-10-14 12:05:00-04:00,80.9,80.9,80.9,80.9,1,1,80.9
2021-10-14 12:07:00-04:00,80.885,80.885,80.885,80.885,3,1,242.655
2021-10-14 12:20:00-04:00,80.86,80.86,80.86,80.86,1,1,80.86
2021-10-14 12:22:00-04:00,80.87,80.87,80.87,80.87,1,1,80.87
2021-10-14 12:57:00-04:00,80.845,80.845,80.845,80.845,1,1,80.845
2021-10-14 13:47:00-04:00,80.85,80.85,80.85,80.85,1,1,80.85
2021-10-14 14:01:00-04:00,80.88,80.88,80.88,80.88,1,1,80.88
2021-10-14 14:20:00-04:00,80.855,80.855,80.855,80.855,4,1,323.42
2021-10-14 15:41:00-04:00,80.805,80.805,80.805,80.805,1,1,80.805
