,USOSFRJ Curncy,USOSFRJ Curncy,USOSFRJ Curncy,USOSFRJ Curncy,USOSFRJ Curncy,USOSFRJ Curncy,USOSFRJ Curncy
,open,high,low,close,volume,num_trds,value
2021-10-10 18:00:00-04:00,0.068,0.068,0.068,0.068,0,1,0.0
2021-10-10 18:01:00-04:00,0.068,0.068,0.068,0.068,0,4,0.0
2021-10-10 18:03:00-04:00,0.068,0.068,0.068,0.068,0,4,0.0
2021-10-10 18:04:00-04:00,0.068,0.068,0.068,0.068,0,4,0.0
2021-10-10 18:05:00-04:00,0.068,0.068,0.068,0.068,0,4,0.0
2021-10-10 18:08:00-04:00,0.068,0.068,0.068,0.068,0,4,0.0
2021-10-10 18:09:00-04:00,0.068,0.068,0.068,0.068,0,4,0.0
2021-10-10 18:10:00-04:00,0.068,0.068,0.068,0.068,0,4,0.0
2021-10-10 18:11:00-04:00,0.068,0.068,0.068,0.068,0,4,0.0
2021-10-10 18:12:00-04:00,0.068,0.068,0.068,0.068,0,4,0.0
2021-10-10 18:14:00-04:00,0.068,0.068,0.068,0.068,0,4,0.0
2021-10-10 18:16:00-04:00,0.068,0.068,0.068,0.068,0,4,0.0
2021-10-10 18:17:00-04:00,0.068,0.068,0.068,0.068,0,4,0.0
2021-10-10 18:19:00-04:00,0.068,0.068,0.068,0.068,0,4,0.0
2021-10-10 18:20:00-04:00,0.068,0.068,0.068,0.068,0,4,0.0
2021-10-10 18:30:00-04:00,0.0681,0.07,0.068,0.07,0,4,0.0
2021-10-10 18:31:00-04:00,0.0699,0.07,0.0699,0.07,0,4,0.0
2021-10-10 18:40:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 18:42:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 18:46:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 18:58:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 19:02:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 19:10:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 19:14:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 19:17:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 19:24:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 19:42:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 19:45:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 19:47:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 19:48:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 19:49:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 19:50:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 19:51:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 19:53:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 19:54:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 19:57:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 19:58:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 19:59:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 20:08:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 20:37:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 20:39:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 20:40:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 20:42:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 20:55:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 20:56:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 21:02:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 21:04:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 21:06:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 21:07:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 21:08:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 21:12:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 21:15:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 21:19:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 21:20:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 21:21:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 21:22:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 21:24:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 21:25:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 21:26:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 21:27:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 21:29:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 21:30:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 21:31:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 21:32:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 21:33:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 21:34:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 21:35:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 21:36:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 21:37:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 21:39:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 21:40:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 21:41:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 21:42:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 21:48:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 22:12:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 22:13:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 22:14:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 22:32:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 22:48:00-04:00,0.07,0.0712,0.07,0.07,0,12,0.0
2021-10-10 22:49:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 22:50:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 22:51:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 22:52:00-04:00,0.07,0.07,0.07,0.07,0,8,0.0
2021-10-10 22:53:00-04:00,0.0706,0.0713,0.07,0.07,0,28,0.0
2021-10-10 22:59:00-04:00,0.07,0.0712,0.07,0.07,0,24,0.0
2021-10-10 23:00:00-04:00,0.07,0.0713,0.07,0.07,0,32,0.0
2021-10-10 23:01:00-04:00,0.07,0.0712,0.07,0.07,0,40,0.0
2021-10-10 23:02:00-04:00,0.07,0.0712,0.07,0.07,0,36,0.0
2021-10-10 23:03:00-04:00,0.0706,0.0713,0.07,0.07,0,20,0.0
2021-10-10 23:05:00-04:00,0.07,0.0725,0.07,0.0725,0,12,0.0
2021-10-10 23:06:00-04:00,0.0725,0.0725,0.07,0.07,0,4,0.0
2021-10-10 23:07:00-04:00,0.07,0.0725,0.07,0.0725,0,4,0.0
2021-10-10 23:09:00-04:00,0.0712,0.0725,0.07,0.0725,0,14,0.0
2021-10-10 23:10:00-04:00,0.0719,0.0725,0.07,0.07,0,32,0.0
2021-10-10 23:11:00-04:00,0.0706,0.0725,0.07,0.07,0,28,0.0
2021-10-10 23:12:00-04:00,0.07,0.07,0.07,0.07,0,4,0.0
2021-10-10 23:13:00-04:00,0.0712,0.0725,0.07,0.07,0,10,0.0
2021-10-10 23:15:00-04:00,0.0712,0.0725,0.0712,0.0725,0,4,0.0
2021-10-10 23:16:00-04:00,0.0712,0.0725,0.07,0.0725,0,6,0.0
2021-10-10 23:25:00-04:00,0.0725,0.0725,0.0725,0.0725,0,2,0.0
2021-10-10 23:26:00-04:00,0.0725,0.0725,0.07,0.07,0,16,0.0
2021-10-10 23:28:00-04:00,0.07,0.0712,0.07,0.07,0,28,0.0
2021-10-10 23:29:00-04:00,0.0712,0.0725,0.07,0.07,0,4,0.0
2021-10-10 23:30:00-04:00,0.07,0.0725,0.07,0.07,0,16,0.0
2021-10-10 23:32:00-04:00,0.07,0.0725,0.07,0.0725,0,8,0.0
2021-10-10 23:33:00-04:00,0.0712,0.0725,0.07,0.07,0,20,0.0
2021-10-10 23:34:00-04:00,0.07,0.0712,0.07,0.07,0,8,0.0
2021-10-10 23:35:00-04:00,0.07,0.0712,0.07,0.07,0,12,0.0
2021-10-10 23:36:00-04:00,0.07,0.0712,0.07,0.07,0,40,0.0
2021-10-10 23:37:00-04:00,0.07,0.0725,0.07,0.0725,0,20,0.0
2021-10-10 23:38:00-04:00,0.0725,0.0725,0.07,0.0725,0,12,0.0
2021-10-10 23:39:00-04:00,0.0712,0.0725,0.07,0.0725,0,20,0.0
2021-10-10 23:40:00-04:00,0.0719,0.0725,0.07,0.07,0,12,0.0
2021-10-10 23:41:00-04:00,0.07,0.0725,0.07,0.0725,0,24,0.0
2021-10-10 23:42:00-04:00,0.0712,0.0725,0.07,0.0725,0,44,0.0
2021-10-10 23:43:00-04:00,0.0725,0.0725,0.07,0.0725,0,28,0.0
2021-10-10 23:44:00-04:00,0.0712,0.0725,0.07,0.0725,0,12,0.0
2021-10-10 23:57:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 00:03:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 00:05:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 00:07:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 00:08:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 00:10:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 00:11:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 00:12:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 00:14:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 00:15:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 00:16:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 00:17:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 00:19:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 00:20:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 00:21:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 00:23:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 00:24:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 00:25:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 00:26:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 00:27:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 00:28:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 00:50:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 00:53:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 00:58:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 01:00:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 01:05:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 01:06:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 01:08:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 01:23:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 01:30:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 01:33:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 01:38:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 02:02:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 02:03:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 02:04:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 02:05:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 02:07:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 02:08:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 02:11:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 02:13:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 02:15:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 02:17:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 02:18:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 02:20:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 02:21:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 02:26:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 02:27:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 02:28:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 02:29:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 02:32:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 02:33:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 02:34:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 02:35:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 02:37:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 02:38:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 02:39:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 02:40:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 02:41:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 02:42:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 02:44:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 02:46:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 02:47:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 02:48:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 02:49:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 02:50:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 02:51:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 02:53:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 02:54:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 02:55:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 02:57:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 02:58:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 02:59:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 03:01:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 03:02:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 03:03:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 03:04:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 03:05:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 03:06:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 03:07:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 03:09:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 03:10:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 03:11:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 03:12:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
2021-10-11 03:14:00-04:00,0.0725,0.0725,0.0725,0.0725,0,4,0.0
