,USOSFRJ Curncy,USOSFRJ Curncy,USOSFRJ Curncy,USOSFRJ Curncy,USOSFRJ Curncy,USOSFRJ Curncy,USOSFRJ Curncy
,open,high,low,close,volume,num_trds,value
2021-06-14 17:00:00-04:00,0.0407,0.0425,0.0407,0.0425,0,15,0.0
2021-06-14 17:04:00-04:00,0.0425,0.0425,0.0425,0.0425,0,2,0.0
2021-06-14 18:00:00-04:00,0.0417,0.0417,0.0406,0.0406,0,22,0.0
2021-06-14 18:02:00-04:00,0.0406,0.0406,0.0406,0.0406,0,4,0.0
2021-06-14 18:04:00-04:00,0.0406,0.0406,0.0399,0.0399,0,12,0.0
2021-06-14 18:24:00-04:00,0.0399,0.0399,0.0399,0.0399,0,2,0.0
2021-06-14 18:30:00-04:00,0.0398,0.0398,0.0375,0.0375,0,10,0.0
2021-06-14 18:31:00-04:00,0.0375,0.0375,0.0375,0.0375,0,4,0.0
2021-06-14 18:32:00-04:00,0.0375,0.0375,0.0375,0.0375,0,4,0.0
2021-06-14 18:33:00-04:00,0.0375,0.0375,0.0375,0.0375,0,4,0.0
2021-06-14 18:35:00-04:00,0.0375,0.0375,0.0375,0.0375,0,4,0.0
2021-06-14 18:36:00-04:00,0.0375,0.0375,0.0375,0.0375,0,4,0.0
2021-06-14 18:38:00-04:00,0.0375,0.0375,0.0375,0.0375,0,4,0.0
2021-06-14 18:51:00-04:00,0.0375,0.0375,0.0375,0.0375,0,4,0.0
2021-06-14 18:53:00-04:00,0.0375,0.0375,0.0375,0.0375,0,4,0.0
2021-06-14 18:54:00-04:00,0.0375,0.0375,0.0375,0.0375,0,4,0.0
2021-06-14 18:57:00-04:00,0.0375,0.0375,0.0375,0.0375,0,4,0.0
2021-06-14 18:59:00-04:00,0.0375,0.0375,0.0375,0.0375,0,4,0.0
2021-06-14 19:00:00-04:00,0.0375,0.0375,0.0375,0.0375,0,2,0.0
2021-06-14 19:21:00-04:00,0.0387,0.0398,0.0387,0.0398,0,6,0.0
2021-06-14 19:32:00-04:00,0.0398,0.0398,0.0398,0.0398,0,4,0.0
2021-06-14 19:33:00-04:00,0.0398,0.0398,0.0398,0.0398,0,4,0.0
2021-06-14 19:34:00-04:00,0.0398,0.0398,0.0398,0.0398,0,4,0.0
2021-06-14 19:35:00-04:00,0.0398,0.0398,0.0398,0.0398,0,4,0.0
2021-06-14 19:36:00-04:00,0.0398,0.0398,0.0398,0.0398,0,4,0.0
2021-06-14 19:37:00-04:00,0.0398,0.0398,0.0398,0.0398,0,4,0.0
2021-06-14 19:38:00-04:00,0.0398,0.0398,0.0398,0.0398,0,4,0.0
