,USOSFRJ Curncy,USOSFRJ Curncy,USOSFRJ Curncy,USOSFRJ Curncy,USOSFRJ Curncy,USOSFRJ Curncy,USOSFRJ Curncy
,open,high,low,close,volume,num_trds,value
2021-08-02 17:00:00-04:00,0.0494,0.0496,0.0494,0.0494,0,11,0.0
2021-08-02 17:03:00-04:00,0.0494,0.0494,0.049,0.049,0,4,0.0
2021-08-02 19:50:00-04:00,0.0485,0.0485,0.048,0.048,0,6,0.0
2021-08-02 19:51:00-04:00,0.048,0.048,0.048,0.048,0,4,0.0
2021-08-02 19:52:00-04:00,0.048,0.048,0.048,0.048,0,4,0.0
2021-08-02 19:54:00-04:00,0.048,0.048,0.048,0.048,0,4,0.0
2021-08-02 19:55:00-04:00,0.048,0.048,0.048,0.048,0,4,0.0
2021-08-02 19:56:00-04:00,0.048,0.048,0.048,0.048,0,4,0.0
2021-08-02 19:57:00-04:00,0.048,0.048,0.048,0.048,0,4,0.0
2021-08-02 19:58:00-04:00,0.048,0.048,0.048,0.048,0,4,0.0
2021-08-02 19:59:00-04:00,0.048,0.048,0.048,0.048,0,4,0.0
2021-08-02 20:00:00-04:00,0.048,0.048,0.048,0.048,0,4,0.0
2021-08-02 20:01:00-04:00,0.048,0.049,0.048,0.049,0,12,0.0
2021-08-02 20:02:00-04:00,0.049,0.049,0.048,0.048,0,8,0.0
2021-08-02 20:03:00-04:00,0.048,0.048,0.048,0.048,0,4,0.0
2021-08-02 20:04:00-04:00,0.048,0.048,0.0475,0.0475,0,12,0.0
2021-08-02 20:05:00-04:00,0.0476,0.048,0.0475,0.0475,0,20,0.0
2021-08-02 20:06:00-04:00,0.0476,0.048,0.0475,0.0475,0,20,0.0
2021-08-02 20:07:00-04:00,0.0476,0.048,0.0475,0.0475,0,20,0.0
2021-08-02 20:08:00-04:00,0.0476,0.048,0.0475,0.0475,0,16,0.0
2021-08-02 20:09:00-04:00,0.0476,0.048,0.0475,0.0475,0,16,0.0
2021-08-02 20:10:00-04:00,0.0475,0.049,0.0475,0.0475,0,20,0.0
2021-08-02 20:11:00-04:00,0.0475,0.048,0.0475,0.0475,0,12,0.0
2021-08-02 20:12:00-04:00,0.0475,0.049,0.0475,0.048,0,8,0.0
2021-08-02 20:13:00-04:00,0.048,0.048,0.048,0.048,0,4,0.0
2021-08-02 20:14:00-04:00,0.048,0.0485,0.048,0.0485,0,8,0.0
2021-08-02 20:15:00-04:00,0.0485,0.0485,0.0485,0.0485,0,4,0.0
2021-08-02 20:16:00-04:00,0.0485,0.0485,0.0485,0.0485,0,8,0.0
2021-08-02 20:17:00-04:00,0.0485,0.0485,0.0485,0.0485,0,4,0.0
2021-08-02 20:18:00-04:00,0.0485,0.0485,0.0485,0.0485,0,8,0.0
2021-08-02 20:19:00-04:00,0.0485,0.0485,0.0485,0.0485,0,28,0.0
2021-08-02 20:20:00-04:00,0.0485,0.049,0.0485,0.049,0,8,0.0
2021-08-02 20:21:00-04:00,0.049,0.049,0.049,0.049,0,8,0.0
2021-08-02 20:22:00-04:00,0.049,0.049,0.049,0.049,0,12,0.0
2021-08-02 20:23:00-04:00,0.049,0.049,0.049,0.049,0,12,0.0
2021-08-02 20:24:00-04:00,0.049,0.049,0.049,0.049,0,18,0.0
2021-08-02 20:25:00-04:00,0.049,0.049,0.049,0.049,0,20,0.0
2021-08-02 20:26:00-04:00,0.049,0.049,0.049,0.049,0,20,0.0
2021-08-02 20:27:00-04:00,0.049,0.049,0.049,0.049,0,8,0.0
2021-08-02 20:28:00-04:00,0.049,0.049,0.049,0.049,0,16,0.0
2021-08-02 20:29:00-04:00,0.049,0.049,0.049,0.049,0,20,0.0
2021-08-02 20:30:00-04:00,0.049,0.049,0.049,0.049,0,12,0.0
2021-08-02 20:31:00-04:00,0.049,0.049,0.049,0.049,0,20,0.0
2021-08-02 20:32:00-04:00,0.049,0.049,0.049,0.049,0,4,0.0
2021-08-02 20:33:00-04:00,0.049,0.049,0.0489,0.049,0,8,0.0
2021-08-02 20:34:00-04:00,0.049,0.049,0.049,0.049,0,16,0.0
2021-08-02 20:35:00-04:00,0.049,0.049,0.0489,0.049,0,12,0.0
2021-08-02 20:36:00-04:00,0.049,0.049,0.049,0.049,0,4,0.0
2021-08-02 20:37:00-04:00,0.049,0.049,0.049,0.049,0,4,0.0
