,USOSFRJ Curncy,USOSFRJ Curncy,USOSFRJ Curncy,USOSFRJ Curncy,USOSFRJ Curncy,USOSFRJ Curncy,USOSFRJ Curncy
,open,high,low,close,volume,num_trds,value
2021-07-12 17:00:00-04:00,0.0531,0.0531,0.0525,0.0525,0,19,0.0
2021-07-12 17:02:00-04:00,0.0525,0.0525,0.0525,0.0525,0,4,0.0
2021-07-12 17:04:00-04:00,0.0525,0.0525,0.0525,0.0525,0,4,0.0
2021-07-12 18:00:00-04:00,0.0519,0.0519,0.0514,0.0514,0,6,0.0
2021-07-12 18:08:00-04:00,0.0514,0.0514,0.0514,0.0514,0,2,0.0
2021-07-12 18:30:00-04:00,0.0519,0.055,0.0519,0.055,0,6,0.0
2021-07-12 19:01:00-04:00,0.055,0.055,0.055,0.055,0,2,0.0
2021-07-12 19:36:00-04:00,0.055,0.055,0.055,0.055,0,2,0.0
2021-07-12 19:37:00-04:00,0.055,0.055,0.0525,0.0525,0,8,0.0
2021-07-12 19:42:00-04:00,0.0525,0.053,0.0525,0.053,0,4,0.0
2021-07-12 19:56:00-04:00,0.053,0.055,0.053,0.055,0,4,0.0
2021-07-12 20:00:00-04:00,0.055,0.055,0.055,0.055,0,8,0.0
2021-07-12 20:03:00-04:00,0.055,0.055,0.055,0.055,0,8,0.0
2021-07-12 20:04:00-04:00,0.055,0.055,0.053,0.053,0,24,0.0
2021-07-12 20:12:00-04:00,0.0527,0.0527,0.0525,0.0525,0,4,0.0
2021-07-12 20:13:00-04:00,0.0525,0.0525,0.0515,0.0515,0,4,0.0
2021-07-12 20:18:00-04:00,0.0515,0.0515,0.0515,0.0515,0,4,0.0
2021-07-12 20:21:00-04:00,0.0515,0.0515,0.0515,0.0515,0,8,0.0
2021-07-12 20:22:00-04:00,0.0515,0.0515,0.0515,0.0515,0,4,0.0
2021-07-12 20:23:00-04:00,0.0515,0.0515,0.0515,0.0515,0,4,0.0
2021-07-12 20:24:00-04:00,0.0515,0.0515,0.0515,0.0515,0,4,0.0
2021-07-12 20:25:00-04:00,0.0515,0.0515,0.0515,0.0515,0,8,0.0
