,USOSFRJ Curncy,USOSFRJ Curncy,USOSFRJ Curncy,USOSFRJ Curncy,USOSFRJ Curncy,USOSFRJ Curncy,USOSFRJ Curncy
,open,high,low,close,volume,num_trds,value
2021-09-15 17:00:00-04:00,0.0543,0.0548,0.0542,0.0542,0,15,0.0
2021-09-15 17:01:00-04:00,0.0542,0.0556,0.0542,0.0548,0,8,0.0
2021-09-15 17:04:00-04:00,0.0548,0.0548,0.0548,0.0548,0,4,0.0
2021-09-15 17:07:00-04:00,0.0548,0.0548,0.0547,0.0548,0,4,0.0
2021-09-15 17:10:00-04:00,0.0548,0.0548,0.0548,0.0548,0,4,0.0
2021-09-15 18:18:00-04:00,0.0549,0.055,0.0549,0.055,0,2,0.0
2021-09-15 18:23:00-04:00,0.055,0.055,0.055,0.055,0,4,0.0
2021-09-15 18:24:00-04:00,0.055,0.055,0.055,0.055,0,4,0.0
2021-09-15 18:26:00-04:00,0.055,0.055,0.055,0.055,0,4,0.0
2021-09-15 18:28:00-04:00,0.055,0.055,0.055,0.055,0,4,0.0
2021-09-15 18:30:00-04:00,0.055,0.055,0.055,0.055,0,4,0.0
2021-09-15 18:33:00-04:00,0.055,0.055,0.055,0.055,0,4,0.0
2021-09-15 18:35:00-04:00,0.055,0.055,0.055,0.055,0,4,0.0
2021-09-15 18:42:00-04:00,0.055,0.055,0.055,0.055,0,4,0.0
2021-09-15 19:00:00-04:00,0.055,0.055,0.055,0.055,0,4,0.0
2021-09-15 19:53:00-04:00,0.055,0.055,0.055,0.055,0,2,0.0
2021-09-15 19:55:00-04:00,0.055,0.055,0.0548,0.0548,0,4,0.0
2021-09-15 19:58:00-04:00,0.0548,0.055,0.0547,0.055,0,8,0.0
2021-09-15 20:00:00-04:00,0.055,0.055,0.0548,0.0548,0,8,0.0
2021-09-15 20:01:00-04:00,0.0548,0.0548,0.0547,0.0547,0,4,0.0
2021-09-15 20:02:00-04:00,0.0548,0.0548,0.0547,0.0547,0,4,0.0
2021-09-15 20:03:00-04:00,0.0548,0.0548,0.0547,0.0548,0,8,0.0
2021-09-15 20:04:00-04:00,0.0548,0.0548,0.0543,0.0543,0,8,0.0
2021-09-15 20:05:00-04:00,0.0543,0.0543,0.0543,0.0543,0,8,0.0
2021-09-15 20:07:00-04:00,0.0543,0.0547,0.0543,0.0547,0,12,0.0
2021-09-15 20:08:00-04:00,0.0548,0.0548,0.0547,0.0547,0,4,0.0
2021-09-15 20:09:00-04:00,0.0548,0.0548,0.0547,0.0548,0,4,0.0
2021-09-15 20:11:00-04:00,0.0548,0.0548,0.0547,0.0547,0,4,0.0
2021-09-15 20:14:00-04:00,0.0548,0.0548,0.0547,0.0547,0,4,0.0
2021-09-15 20:17:00-04:00,0.0548,0.0548,0.0548,0.0548,0,4,0.0
2021-09-15 20:19:00-04:00,0.0548,0.0548,0.0548,0.0548,0,4,0.0
2021-09-15 20:20:00-04:00,0.0548,0.055,0.0548,0.055,0,8,0.0
2021-09-15 20:21:00-04:00,0.055,0.055,0.055,0.055,0,8,0.0
2021-09-15 20:22:00-04:00,0.055,0.055,0.055,0.055,0,8,0.0
2021-09-15 20:23:00-04:00,0.055,0.055,0.055,0.055,0,4,0.0
2021-09-15 20:24:00-04:00,0.055,0.055,0.055,0.055,0,12,0.0
2021-09-15 20:25:00-04:00,0.055,0.055,0.055,0.055,0,4,0.0
2021-09-15 20:26:00-04:00,0.055,0.055,0.055,0.055,0,8,0.0
2021-09-15 20:27:00-04:00,0.055,0.055,0.055,0.055,0,8,0.0
2021-09-15 20:28:00-04:00,0.055,0.055,0.055,0.055,0,4,0.0
2021-09-15 20:29:00-04:00,0.055,0.055,0.055,0.055,0,8,0.0
2021-09-15 20:30:00-04:00,0.055,0.055,0.055,0.055,0,8,0.0
2021-09-15 20:31:00-04:00,0.055,0.055,0.055,0.055,0,8,0.0
2021-09-15 20:32:00-04:00,0.055,0.055,0.055,0.055,0,4,0.0
2021-09-15 20:33:00-04:00,0.055,0.055,0.055,0.055,0,12,0.0
