,USOSFRJ Curncy,USOSFRJ Curncy,USOSFRJ Curncy,USOSFRJ Curncy,USOSFRJ Curncy,USOSFRJ Curncy,USOSFRJ Curncy
,open,high,low,close,volume,num_trds,value
2021-06-27 17:04:00-04:00,0.0575,0.0575,0.0575,0.0575,0,3,0.0
2021-06-27 17:12:00-04:00,0.0575,0.0581,0.0571,0.0581,0,8,0.0
2021-06-27 17:40:00-04:00,0.0581,0.0581,0.0581,0.0581,0,4,0.0
2021-06-27 17:45:00-04:00,0.0581,0.0581,0.0581,0.0581,0,4,0.0
2021-06-27 17:59:00-04:00,0.0581,0.0581,0.058,0.058,0,8,0.0
2021-06-27 18:00:00-04:00,0.0582,0.0582,0.058,0.058,0,8,0.0
2021-06-27 18:02:00-04:00,0.058,0.058,0.058,0.058,0,4,0.0
2021-06-27 18:04:00-04:00,0.058,0.058,0.058,0.058,0,4,0.0
2021-06-27 18:30:00-04:00,0.0581,0.065,0.058,0.065,0,4,0.0
2021-06-27 18:52:00-04:00,0.065,0.065,0.058,0.058,0,4,0.0
2021-06-27 19:46:00-04:00,0.0581,0.0581,0.0578,0.058,0,8,0.0
2021-06-27 19:48:00-04:00,0.058,0.058,0.058,0.058,0,4,0.0
2021-06-27 19:50:00-04:00,0.058,0.058,0.058,0.058,0,4,0.0
2021-06-27 19:51:00-04:00,0.058,0.058,0.058,0.058,0,4,0.0
2021-06-27 19:52:00-04:00,0.0597,0.0615,0.058,0.0615,0,8,0.0
2021-06-27 19:54:00-04:00,0.0615,0.0615,0.0615,0.0615,0,4,0.0
2021-06-27 19:56:00-04:00,0.0615,0.0615,0.058,0.0615,0,8,0.0
2021-06-27 19:59:00-04:00,0.0615,0.0615,0.0615,0.0615,0,4,0.0
2021-06-27 20:01:00-04:00,0.0615,0.0615,0.0615,0.0615,0,4,0.0
2021-06-27 20:02:00-04:00,0.0615,0.0615,0.0578,0.0578,0,20,0.0
2021-06-27 20:03:00-04:00,0.0578,0.0578,0.054,0.054,0,104,0.0
2021-06-27 20:04:00-04:00,0.054,0.054,0.054,0.054,0,56,0.0
2021-06-27 20:05:00-04:00,0.054,0.054,0.054,0.054,0,44,0.0
2021-06-27 20:06:00-04:00,0.054,0.054,0.054,0.054,0,92,0.0
2021-06-27 20:07:00-04:00,0.054,0.054,0.054,0.054,0,8,0.0
2021-06-27 20:08:00-04:00,0.054,0.054,0.054,0.054,0,12,0.0
2021-06-27 20:09:00-04:00,0.0512,0.0512,0.0485,0.0485,0,2,0.0
2021-06-27 20:10:00-04:00,0.0484,0.0485,0.0484,0.0485,0,4,0.0
2021-06-27 20:13:00-04:00,0.0485,0.0486,0.0485,0.0485,0,4,0.0
2021-06-27 20:14:00-04:00,0.0512,0.054,0.0512,0.054,0,4,0.0
2021-06-27 20:18:00-04:00,0.0543,0.0545,0.0543,0.0545,0,4,0.0
2021-06-27 20:19:00-04:00,0.0535,0.0535,0.0525,0.0525,0,20,0.0
