,S K22 Comdty,S K22 Comdty,S K22 Comdty,S K22 Comdty,S K22 Comdty,S K22 Comdty,S K22 Comdty
,open,high,low,close,volume,num_trds,value
2021-11-26 09:29:00-05:00,1273.5,1273.75,1271.0,1271.0,201,12,255956.0
2021-11-26 09:30:00-05:00,1270.75,1270.75,1263.75,1266.75,371,253,469803.25
2021-11-26 09:31:00-05:00,1266.75,1266.75,1262.75,1263.0,189,144,238908.5
2021-11-26 09:32:00-05:00,1263.0,1267.0,1262.5,1267.0,276,102,348629.5
2021-11-26 09:33:00-05:00,1267.75,1268.0,1263.75,1264.75,54,33,68320.5
2021-11-26 09:34:00-05:00,1264.5,1264.75,1263.25,1264.0,103,48,130232.25
2021-11-26 09:35:00-05:00,1264.0,1264.75,1263.5,1264.5,72,29,91040.5
2021-11-26 09:36:00-05:00,1264.25,1266.0,1263.75,1266.0,38,20,48069.25
2021-11-26 09:37:00-05:00,1266.0,1267.0,1265.75,1266.25,25,18,31661.0
2021-11-26 09:38:00-05:00,1265.75,1265.75,1264.75,1264.75,27,17,34155.5
2021-11-26 09:39:00-05:00,1264.5,1264.75,1263.75,1264.0,16,14,20229.5
2021-11-26 09:40:00-05:00,1264.0,1265.0,1263.75,1264.0,16,15,20228.75
2021-11-26 09:41:00-05:00,1264.25,1264.5,1263.75,1264.25,53,10,67008.25
2021-11-26 09:42:00-05:00,1264.25,1265.25,1264.25,1264.5,21,17,26554.5
2021-11-26 09:43:00-05:00,1264.0,1264.5,1264.0,1264.5,36,13,45514.25
2021-11-26 09:44:00-05:00,1264.75,1265.25,1264.75,1265.25,25,11,31620.5
2021-11-26 09:45:00-05:00,1265.0,1265.0,1264.0,1264.0,32,17,40470.0
2021-11-26 09:46:00-05:00,1264.0,1264.75,1263.75,1263.75,67,26,84696.75
2021-11-26 09:47:00-05:00,1263.5,1264.25,1263.5,1263.75,22,15,27802.75
2021-11-26 09:48:00-05:00,1264.25,1265.0,1264.25,1265.0,8,5,10117.75
2021-11-26 09:49:00-05:00,1264.0,1264.0,1264.0,1264.0,14,5,17696.0
2021-11-26 09:50:00-05:00,1263.75,1263.75,1263.75,1263.75,3,3,3791.25
2021-11-26 09:51:00-05:00,1263.5,1265.0,1263.5,1265.0,7,6,8852.5
2021-11-26 09:52:00-05:00,1265.0,1265.0,1264.25,1264.25,39,13,49322.0
2021-11-26 09:53:00-05:00,1264.5,1265.0,1264.5,1265.0,12,5,15175.25
2021-11-26 09:54:00-05:00,1264.75,1265.75,1264.75,1265.75,12,7,15185.25
2021-11-26 09:55:00-05:00,1265.25,1266.0,1265.25,1265.75,9,6,11389.75
2021-11-26 09:56:00-05:00,1267.25,1267.25,1267.25,1267.25,1,1,1267.25
2021-11-26 09:57:00-05:00,1267.75,1267.75,1267.75,1267.75,3,1,3803.25
2021-11-26 09:58:00-05:00,1268.25,1270.0,1268.25,1269.75,25,13,31739.75
2021-11-26 09:59:00-05:00,1270.0,1270.75,1270.0,1270.5,12,7,15245.75
2021-11-26 10:00:00-05:00,1270.0,1270.0,1269.0,1269.0,8,4,10155.5
2021-11-26 10:01:00-05:00,1269.5,1271.25,1269.5,1271.25,8,4,10166.75
2021-11-26 10:02:00-05:00,1271.5,1271.5,1271.0,1271.0,15,14,19070.75
2021-11-26 10:03:00-05:00,1271.0,1271.0,1270.25,1270.25,15,8,19060.75
2021-11-26 10:04:00-05:00,1270.75,1273.25,1270.75,1272.75,180,24,228977.0
2021-11-26 10:05:00-05:00,1272.25,1272.25,1272.0,1272.0,3,3,3816.5
2021-11-26 10:06:00-05:00,1271.5,1271.75,1270.25,1270.25,16,7,20337.75
2021-11-26 10:07:00-05:00,1270.5,1270.75,1270.5,1270.75,2,2,2541.25
2021-11-26 10:08:00-05:00,1271.0,1271.0,1270.0,1270.0,9,6,11435.5
2021-11-26 10:09:00-05:00,1270.25,1270.25,1270.0,1270.25,7,5,8891.0
2021-11-26 10:10:00-05:00,1270.0,1272.25,1270.0,1271.5,23,14,29240.5
2021-11-26 10:12:00-05:00,1270.75,1270.75,1270.0,1270.0,7,5,8891.75
2021-11-26 10:13:00-05:00,1270.5,1270.5,1269.75,1269.75,12,7,15244.5
2021-11-26 10:14:00-05:00,1269.5,1269.5,1269.25,1269.25,9,5,11424.25
2021-11-26 10:15:00-05:00,1270.0,1270.0,1269.5,1269.5,7,2,8887.5
2021-11-26 10:16:00-05:00,1268.5,1269.0,1268.5,1269.0,8,2,10151.5
2021-11-26 10:17:00-05:00,1268.75,1269.25,1267.5,1267.5,56,11,71056.5
2021-11-26 10:18:00-05:00,1268.0,1268.0,1266.0,1266.0,28,12,35473.0
2021-11-26 10:19:00-05:00,1266.75,1267.25,1266.75,1266.75,8,5,10135.5
2021-11-26 10:20:00-05:00,1267.0,1268.25,1267.0,1267.25,46,6,58325.25
2021-11-26 10:22:00-05:00,1266.75,1266.75,1266.25,1266.25,21,7,26599.0
2021-11-26 10:23:00-05:00,1266.5,1266.75,1266.5,1266.75,11,4,13934.0
2021-11-26 10:24:00-05:00,1266.75,1267.25,1266.5,1267.25,45,5,57004.25
2021-11-26 10:25:00-05:00,1266.25,1266.5,1265.75,1266.0,7,4,8863.25
2021-11-26 10:26:00-05:00,1266.0,1266.0,1266.0,1266.0,3,2,3798.0
2021-11-26 10:27:00-05:00,1265.75,1265.75,1265.75,1265.75,1,1,1265.75
2021-11-26 10:28:00-05:00,1265.5,1265.5,1265.5,1265.5,1,1,1265.5
2021-11-26 10:29:00-05:00,1265.5,1265.5,1265.25,1265.5,6,5,7592.75
