,S U22 Comdty,S U22 Comdty,S U22 Comdty,S U22 Comdty,S U22 Comdty,S U22 Comdty,S U22 Comdty
,open,high,low,close,volume,num_trds,value
2021-11-26 09:29:00-05:00,1252.25,1252.25,1252.25,1252.25,1,1,1252.25
2021-11-26 09:30:00-05:00,1249.25,1249.25,1246.25,1247.5,7,6,8733.5
2021-11-26 09:32:00-05:00,1245.5,1248.5,1245.5,1248.5,3,3,3742.25
2021-11-26 09:33:00-05:00,1250.25,1250.25,1246.0,1246.5,4,4,4991.5
2021-11-26 09:34:00-05:00,1246.5,1246.5,1246.0,1246.0,2,2,2492.5
2021-11-26 09:38:00-05:00,1247.5,1247.5,1247.5,1247.5,1,1,1247.5
2021-11-26 09:41:00-05:00,1247.25,1247.25,1247.25,1247.25,1,1,1247.25
2021-11-26 09:43:00-05:00,1247.25,1247.25,1247.25,1247.25,1,1,1247.25
2021-11-26 09:44:00-05:00,1248.25,1248.25,1248.25,1248.25,1,1,1248.25
2021-11-26 09:45:00-05:00,1247.5,1247.5,1247.5,1247.5,1,1,1247.5
2021-11-26 09:47:00-05:00,1247.75,1247.75,1247.75,1247.75,1,1,1247.75
2021-11-26 09:48:00-05:00,1247.75,1248.75,1247.75,1248.75,20,8,24963.25
2021-11-26 09:53:00-05:00,1248.0,1248.0,1248.0,1248.0,1,1,1248.0
2021-11-26 09:54:00-05:00,1248.75,1249.5,1248.75,1249.5,11,4,13741.5
2021-11-26 09:55:00-05:00,1249.25,1249.5,1249.0,1249.25,8,5,9994.5
2021-11-26 10:01:00-05:00,1253.5,1253.5,1253.5,1253.5,1,1,1253.5
2021-11-26 10:02:00-05:00,1253.25,1253.25,1253.0,1253.0,2,2,2506.25
2021-11-26 10:06:00-05:00,1252.75,1252.75,1252.75,1252.75,1,1,1252.75
2021-11-26 10:12:00-05:00,1253.0,1253.0,1253.0,1253.0,1,1,1253.0
2021-11-26 10:13:00-05:00,1253.0,1253.25,1252.75,1252.75,3,3,3759.0
2021-11-26 10:15:00-05:00,1252.75,1253.0,1252.25,1252.25,3,3,3758.0
2021-11-26 10:17:00-05:00,1251.75,1251.75,1250.5,1250.5,5,5,6256.25
2021-11-26 10:18:00-05:00,1251.0,1251.0,1250.25,1250.25,3,3,3751.5
2021-11-26 10:20:00-05:00,1250.75,1251.0,1250.75,1251.0,2,2,2501.75
2021-11-26 10:22:00-05:00,1250.25,1250.25,1250.25,1250.25,1,1,1250.25
2021-11-26 10:24:00-05:00,1250.5,1250.5,1250.5,1250.5,1,1,1250.5
2021-11-26 10:31:00-05:00,1248.75,1248.75,1248.75,1248.75,2,1,2497.5
2021-11-26 10:34:00-05:00,1247.0,1247.0,1247.0,1247.0,1,1,1247.0
2021-11-26 10:48:00-05:00,1246.25,1246.25,1246.25,1246.25,1,1,1246.25
2021-11-26 10:54:00-05:00,1245.75,1245.75,1245.75,1245.75,1,1,1245.75
2021-11-26 11:07:00-05:00,1246.25,1246.25,1246.25,1246.25,1,1,1246.25
2021-11-26 11:09:00-05:00,1246.0,1246.0,1246.0,1246.0,1,1,1246.0
2021-11-26 11:16:00-05:00,1245.25,1245.25,1245.25,1245.25,1,1,1245.25
2021-11-26 11:19:00-05:00,1245.25,1245.25,1245.25,1245.25,1,1,1245.25
2021-11-26 11:25:00-05:00,1246.0,1246.0,1246.0,1246.0,1,1,1246.0
2021-11-26 11:26:00-05:00,1245.75,1245.75,1245.75,1245.75,2,1,2491.5
2021-11-26 11:37:00-05:00,1247.0,1247.0,1247.0,1247.0,1,1,1247.0
2021-11-26 11:45:00-05:00,1246.75,1246.75,1246.75,1246.75,1,1,1246.75
2021-11-26 11:46:00-05:00,1246.75,1246.75,1246.75,1246.75,1,1,1246.75
2021-11-26 11:47:00-05:00,1247.5,1247.5,1247.5,1247.5,2,1,2495.0
2021-11-26 11:54:00-05:00,1248.5,1248.5,1248.5,1248.5,1,1,1248.5
2021-11-26 11:59:00-05:00,1250.25,1250.25,1250.25,1250.25,2,2,2500.5
2021-11-26 12:16:00-05:00,1251.0,1251.0,1251.0,1251.0,1,1,1251.0
