,S U22 Comdty,S U22 Comdty,S U22 Comdty,S U22 Comdty,S U22 Comdty,S U22 Comdty,S U22 Comdty
,open,high,low,close,volume,num_trds,value
2021-10-24 23:18:00-04:00,1240.5,1242.0,1240.5,1242.0,7,7,8688.75
2021-10-25 03:29:00-04:00,1241.75,1241.75,1241.75,1241.75,1,1,1241.75
2021-10-25 05:30:00-04:00,1238.5,1238.5,1238.5,1238.5,1,1,1238.5
2021-10-25 06:12:00-04:00,1237.75,1237.75,1237.75,1237.75,1,1,1237.75
2021-10-25 07:01:00-04:00,1237.75,1237.75,1237.75,1237.75,2,2,2475.5
2021-10-25 07:24:00-04:00,1239.5,1239.5,1239.5,1239.5,1,1,1239.5
2021-10-25 07:44:00-04:00,1238.5,1238.5,1238.5,1238.5,1,1,1238.5
2021-10-25 09:40:00-04:00,1242.25,1242.25,1242.25,1242.25,1,1,1242.25
2021-10-25 09:43:00-04:00,1240.75,1240.75,1240.75,1240.75,1,1,1240.75
2021-10-25 09:51:00-04:00,1238.5,1238.5,1238.5,1238.5,1,1,1238.5
2021-10-25 09:52:00-04:00,1238.75,1238.75,1238.75,1238.75,1,1,1238.75
2021-10-25 11:11:00-04:00,1242.0,1242.0,1242.0,1242.0,1,1,1242.0
2021-10-25 11:34:00-04:00,1238.75,1238.75,1238.5,1238.5,3,2,3716.0
2021-10-25 11:38:00-04:00,1238.5,1238.5,1238.5,1238.5,1,1,1238.5
2021-10-25 11:40:00-04:00,1238.75,1238.75,1238.75,1238.75,1,1,1238.75
2021-10-25 12:59:00-04:00,1241.0,1241.0,1240.75,1240.75,4,2,4963.25
