,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty
,open,high,low,close,volume,num_trds,value
2021-11-23 20:00:00-05:00,1285.5,1285.75,1285.0,1285.75,70,30,89977.5
2021-11-23 20:01:00-05:00,1285.75,1286.0,1285.5,1285.75,23,13,29574.25
2021-11-23 20:02:00-05:00,1285.75,1286.0,1285.5,1285.5,18,10,23142.5
2021-11-23 20:03:00-05:00,1285.25,1285.5,1285.0,1285.5,7,5,8997.0
2021-11-23 20:04:00-05:00,1285.75,1286.0,1285.75,1286.0,28,5,36006.75
2021-11-23 20:05:00-05:00,1286.0,1286.0,1286.0,1286.0,2,2,2572.0
2021-11-23 20:06:00-05:00,1286.25,1287.0,1286.25,1286.75,30,13,38596.0
2021-11-23 20:07:00-05:00,1286.75,1287.0,1286.75,1287.0,7,3,9008.5
2021-11-23 20:08:00-05:00,1287.25,1287.25,1287.0,1287.0,2,2,2574.25
2021-11-23 20:09:00-05:00,1287.0,1287.0,1287.0,1287.0,2,2,2574.0
2021-11-23 20:10:00-05:00,1286.75,1286.75,1286.75,1286.75,2,1,2573.5
2021-11-23 20:12:00-05:00,1286.75,1286.75,1286.75,1286.75,4,2,5147.0
2021-11-23 20:13:00-05:00,1287.0,1287.0,1287.0,1287.0,1,1,1287.0
2021-11-23 20:15:00-05:00,1287.5,1287.75,1287.5,1287.5,30,13,38626.75
2021-11-23 20:16:00-05:00,1287.75,1288.0,1287.5,1288.0,12,9,15453.0
2021-11-23 20:17:00-05:00,1287.75,1287.75,1287.5,1287.75,6,4,7726.25
2021-11-23 20:18:00-05:00,1287.5,1287.5,1287.5,1287.5,1,1,1287.5
2021-11-23 20:19:00-05:00,1287.5,1287.5,1287.0,1287.0,30,7,38617.0
2021-11-23 20:20:00-05:00,1287.0,1287.0,1287.0,1287.0,1,1,1287.0
2021-11-23 20:21:00-05:00,1286.75,1286.75,1286.75,1286.75,2,1,2573.5
2021-11-23 20:22:00-05:00,1287.0,1287.0,1287.0,1287.0,1,1,1287.0
2021-11-23 20:25:00-05:00,1287.0,1287.75,1287.0,1287.0,24,11,30899.0
2021-11-23 20:26:00-05:00,1287.0,1287.0,1286.75,1286.75,2,2,2573.75
2021-11-23 20:27:00-05:00,1286.75,1286.75,1286.75,1286.75,5,5,6433.75
2021-11-23 20:28:00-05:00,1287.25,1287.25,1287.25,1287.25,2,2,2574.5
2021-11-23 20:29:00-05:00,1287.25,1287.25,1287.0,1287.0,7,4,9009.25
2021-11-23 20:31:00-05:00,1287.5,1287.75,1287.5,1287.5,6,4,7725.5
2021-11-23 20:32:00-05:00,1287.75,1287.75,1287.75,1287.75,22,8,28330.5
2021-11-23 20:33:00-05:00,1288.0,1288.0,1288.0,1288.0,25,3,32200.0
2021-11-23 20:35:00-05:00,1288.0,1288.5,1288.0,1288.25,59,29,76011.5
2021-11-23 20:36:00-05:00,1288.25,1288.25,1288.25,1288.25,2,1,2576.5
2021-11-23 20:37:00-05:00,1288.25,1288.25,1288.25,1288.25,20,7,25765.0
2021-11-23 20:38:00-05:00,1288.25,1288.25,1288.0,1288.0,25,11,32204.25
2021-11-23 20:39:00-05:00,1287.75,1288.0,1287.75,1287.75,3,3,3863.5
2021-11-23 20:40:00-05:00,1288.0,1288.0,1288.0,1288.0,1,1,1288.0
2021-11-23 20:41:00-05:00,1288.0,1288.0,1288.0,1288.0,7,3,9016.0
2021-11-23 20:46:00-05:00,1287.75,1287.75,1287.75,1287.75,2,1,2575.5
2021-11-23 20:47:00-05:00,1287.5,1287.5,1287.5,1287.5,3,3,3862.5
2021-11-23 20:50:00-05:00,1287.25,1287.25,1287.25,1287.25,6,6,7723.5
2021-11-23 20:51:00-05:00,1287.0,1287.0,1286.75,1286.75,4,4,5147.5
2021-11-23 20:56:00-05:00,1286.75,1286.75,1286.75,1286.75,1,1,1286.75
2021-11-23 20:58:00-05:00,1287.75,1287.75,1287.75,1287.75,3,2,3863.25
2021-11-23 20:59:00-05:00,1287.5,1287.5,1287.5,1287.5,2,1,2575.0
2021-11-23 21:00:00-05:00,1287.75,1287.75,1287.5,1287.5,3,2,3862.75
2021-11-23 21:03:00-05:00,1287.75,1287.75,1287.75,1287.75,5,3,6438.75
2021-11-23 21:04:00-05:00,1287.75,1288.0,1287.75,1288.0,3,3,3863.5
2021-11-23 21:05:00-05:00,1288.0,1288.25,1288.0,1288.25,7,3,9016.5
2021-11-23 21:10:00-05:00,1288.25,1288.25,1288.25,1288.25,2,1,2576.5
2021-11-23 21:11:00-05:00,1288.0,1288.0,1288.0,1288.0,11,4,14168.0
2021-11-23 21:12:00-05:00,1288.25,1288.25,1288.25,1288.25,2,1,2576.5
2021-11-23 21:13:00-05:00,1288.5,1288.75,1288.5,1288.5,16,8,20618.0
2021-11-23 21:14:00-05:00,1288.25,1288.25,1288.0,1288.0,10,3,12882.25
2021-11-23 21:15:00-05:00,1288.25,1288.25,1288.0,1288.0,10,3,12880.5
2021-11-23 21:16:00-05:00,1288.0,1288.0,1288.0,1288.0,5,1,6440.0
2021-11-23 21:18:00-05:00,1288.0,1288.0,1287.5,1287.5,4,3,5150.5
2021-11-23 21:19:00-05:00,1287.25,1287.25,1287.25,1287.25,2,2,2574.5
2021-11-23 21:21:00-05:00,1287.0,1287.0,1287.0,1287.0,2,2,2574.0
2021-11-23 21:23:00-05:00,1287.0,1287.0,1287.0,1287.0,1,1,1287.0
2021-11-23 21:25:00-05:00,1286.5,1286.5,1286.5,1286.5,1,1,1286.5
2021-11-23 21:27:00-05:00,1286.5,1286.5,1286.5,1286.5,3,3,3859.5
2021-11-23 21:28:00-05:00,1286.5,1286.5,1286.5,1286.5,2,2,2573.0
2021-11-23 21:29:00-05:00,1286.5,1286.5,1286.5,1286.5,2,2,2573.0
2021-11-23 21:30:00-05:00,1286.75,1286.75,1286.75,1286.75,1,1,1286.75
2021-11-23 21:31:00-05:00,1287.0,1287.0,1287.0,1287.0,1,1,1287.0
2021-11-23 21:32:00-05:00,1287.0,1287.0,1287.0,1287.0,3,3,3861.0
2021-11-23 21:33:00-05:00,1286.75,1286.75,1286.25,1286.25,6,6,7719.0
2021-11-23 21:36:00-05:00,1286.25,1286.5,1286.25,1286.5,2,2,2572.75
2021-11-23 21:38:00-05:00,1286.75,1286.75,1286.75,1286.75,7,7,9007.25
2021-11-23 21:40:00-05:00,1287.0,1287.0,1287.0,1287.0,1,1,1287.0
2021-11-23 21:42:00-05:00,1287.0,1287.25,1287.0,1287.25,4,4,5148.5
2021-11-23 21:43:00-05:00,1287.5,1287.75,1287.5,1287.75,3,3,3863.0
2021-11-23 21:44:00-05:00,1288.0,1288.0,1288.0,1288.0,9,2,11592.0
2021-11-23 21:45:00-05:00,1288.25,1288.25,1288.25,1288.25,12,3,15459.0
2021-11-23 21:46:00-05:00,1288.5,1288.5,1288.5,1288.5,3,2,3865.5
2021-11-23 21:47:00-05:00,1288.5,1288.75,1288.5,1288.5,25,10,32213.0
2021-11-23 21:48:00-05:00,1288.5,1288.5,1288.25,1288.5,43,9,55405.0
2021-11-23 21:53:00-05:00,1287.5,1287.5,1287.5,1287.5,1,1,1287.5
2021-11-23 21:54:00-05:00,1287.5,1287.5,1287.5,1287.5,1,1,1287.5
2021-11-23 21:55:00-05:00,1287.5,1287.5,1287.5,1287.5,2,2,2575.0
2021-11-23 21:57:00-05:00,1287.75,1287.75,1287.75,1287.75,2,1,2575.5
2021-11-23 22:01:00-05:00,1288.75,1288.75,1288.75,1288.75,1,1,1288.75
2021-11-23 22:02:00-05:00,1288.75,1288.75,1288.5,1288.5,23,6,29636.25
2021-11-23 22:03:00-05:00,1288.75,1288.75,1288.75,1288.75,2,2,2577.5
2021-11-23 22:04:00-05:00,1288.25,1288.25,1288.25,1288.25,10,5,12882.5
2021-11-23 22:05:00-05:00,1288.25,1288.25,1288.0,1288.0,6,6,7728.75
2021-11-23 22:07:00-05:00,1288.0,1288.0,1288.0,1288.0,1,1,1288.0
2021-11-23 22:09:00-05:00,1287.75,1287.75,1287.75,1287.75,4,3,5151.0
2021-11-23 22:10:00-05:00,1288.0,1288.0,1288.0,1288.0,2,2,2576.0
2021-11-23 22:11:00-05:00,1287.75,1287.75,1287.0,1287.0,12,9,15451.75
2021-11-23 22:12:00-05:00,1287.0,1287.25,1287.0,1287.25,2,2,2574.25
2021-11-23 22:13:00-05:00,1287.25,1287.25,1287.25,1287.25,1,1,1287.25
2021-11-23 22:14:00-05:00,1287.5,1287.5,1287.5,1287.5,1,1,1287.5
2021-11-23 22:23:00-05:00,1287.0,1287.0,1287.0,1287.0,1,1,1287.0
2021-11-23 22:25:00-05:00,1286.5,1286.5,1286.5,1286.5,1,1,1286.5
2021-11-23 22:29:00-05:00,1286.5,1286.5,1286.5,1286.5,1,1,1286.5
2021-11-23 22:34:00-05:00,1287.25,1287.25,1287.25,1287.25,3,1,3861.75
2021-11-23 22:38:00-05:00,1286.75,1286.75,1286.75,1286.75,1,1,1286.75
2021-11-23 23:01:00-05:00,1287.0,1287.0,1287.0,1287.0,5,1,6435.0
2021-11-23 23:20:00-05:00,1286.5,1286.5,1286.25,1286.25,6,3,7717.75
2021-11-23 23:32:00-05:00,1286.0,1286.0,1286.0,1286.0,1,1,1286.0
2021-11-23 23:33:00-05:00,1286.0,1286.0,1286.0,1286.0,1,1,1286.0
2021-11-23 23:41:00-05:00,1286.0,1286.0,1286.0,1286.0,5,2,6430.0
2021-11-23 23:43:00-05:00,1286.25,1286.25,1286.25,1286.25,1,1,1286.25
2021-11-23 23:46:00-05:00,1286.5,1286.5,1286.5,1286.5,1,1,1286.5
2021-11-23 23:52:00-05:00,1286.5,1286.5,1286.5,1286.5,2,2,2573.0
2021-11-23 23:54:00-05:00,1286.75,1286.75,1286.75,1286.75,1,1,1286.75
2021-11-23 23:59:00-05:00,1286.75,1286.75,1286.75,1286.75,1,1,1286.75
2021-11-24 00:03:00-05:00,1286.5,1286.5,1286.5,1286.5,2,1,2573.0
2021-11-24 00:11:00-05:00,1286.25,1286.25,1286.25,1286.25,3,2,3858.75
2021-11-24 00:24:00-05:00,1286.0,1286.0,1286.0,1286.0,5,1,6430.0
2021-11-24 00:25:00-05:00,1286.25,1286.25,1285.75,1285.75,10,4,12860.0
2021-11-24 00:26:00-05:00,1286.0,1286.0,1285.75,1286.0,11,4,14144.0
2021-11-24 00:27:00-05:00,1285.75,1285.75,1285.75,1285.75,10,2,12857.5
2021-11-24 00:30:00-05:00,1286.25,1286.75,1286.25,1286.75,14,7,18009.5
2021-11-24 00:31:00-05:00,1286.75,1286.75,1286.75,1286.75,2,1,2573.5
2021-11-24 00:33:00-05:00,1286.5,1286.5,1286.5,1286.5,1,1,1286.5
2021-11-24 00:36:00-05:00,1287.0,1287.0,1287.0,1287.0,2,2,2574.0
2021-11-24 00:38:00-05:00,1286.5,1286.5,1286.5,1286.5,2,2,2573.0
2021-11-24 00:41:00-05:00,1287.0,1287.0,1287.0,1287.0,3,2,3861.0
2021-11-24 00:42:00-05:00,1287.5,1288.0,1287.5,1287.75,9,5,11590.0
2021-11-24 00:44:00-05:00,1288.25,1288.25,1288.25,1288.25,2,1,2576.5
2021-11-24 00:45:00-05:00,1288.5,1288.5,1288.5,1288.5,1,1,1288.5
2021-11-24 00:47:00-05:00,1288.5,1289.0,1288.5,1289.0,11,7,14176.5
2021-11-24 00:49:00-05:00,1288.75,1288.75,1288.75,1288.75,4,1,5155.0
2021-11-24 00:50:00-05:00,1288.75,1289.0,1288.75,1289.0,10,6,12889.5
2021-11-24 00:51:00-05:00,1288.5,1288.5,1288.25,1288.25,6,4,7730.0
2021-11-24 00:53:00-05:00,1288.5,1288.5,1288.5,1288.5,2,1,2577.0
2021-11-24 00:55:00-05:00,1288.75,1288.75,1288.75,1288.75,3,2,3866.25
2021-11-24 00:57:00-05:00,1288.75,1288.75,1288.75,1288.75,1,1,1288.75
2021-11-24 00:59:00-05:00,1289.0,1289.0,1289.0,1289.0,2,1,2578.0
2021-11-24 01:00:00-05:00,1289.25,1289.25,1289.25,1289.25,6,4,7735.5
2021-11-24 01:02:00-05:00,1289.25,1289.25,1289.25,1289.25,1,1,1289.25
2021-11-24 01:03:00-05:00,1289.25,1289.25,1289.25,1289.25,2,2,2578.5
2021-11-24 01:04:00-05:00,1289.5,1289.5,1289.5,1289.5,3,1,3868.5
2021-11-24 01:05:00-05:00,1289.5,1289.5,1289.5,1289.5,4,3,5158.0
2021-11-24 01:06:00-05:00,1289.5,1289.5,1289.5,1289.5,1,1,1289.5
2021-11-24 01:08:00-05:00,1289.0,1289.0,1289.0,1289.0,2,1,2578.0
2021-11-24 01:11:00-05:00,1289.5,1289.5,1289.5,1289.5,1,1,1289.5
2021-11-24 01:20:00-05:00,1289.75,1289.75,1289.75,1289.75,3,2,3869.25
