,S Q22 Comdty,S Q22 Comdty,S Q22 Comdty,S Q22 Comdty,S Q22 Comdty,S Q22 Comdty,S Q22 Comdty
,open,high,low,close,volume,num_trds,value
2021-11-23 20:06:00-05:00,1293.0,1293.0,1293.0,1293.0,10,7,12930.0
2021-11-23 20:23:00-05:00,1293.0,1293.0,1293.0,1293.0,2,2,2586.0
2021-11-24 00:46:00-05:00,1296.0,1296.0,1296.0,1296.0,1,1,1296.0
2021-11-24 00:47:00-05:00,1296.0,1296.0,1295.25,1295.25,2,2,2591.25
2021-11-24 01:21:00-05:00,1296.0,1296.0,1296.0,1296.0,1,1,1296.0
2021-11-24 01:31:00-05:00,1295.5,1295.5,1295.5,1295.5,1,1,1295.5
2021-11-24 01:58:00-05:00,1296.25,1296.25,1296.25,1296.25,1,1,1296.25
2021-11-24 02:32:00-05:00,1294.5,1294.5,1294.5,1294.5,1,1,1294.5
2021-11-24 02:53:00-05:00,1293.75,1293.75,1293.75,1293.75,1,1,1293.75
2021-11-24 02:56:00-05:00,1294.5,1294.5,1294.5,1294.5,1,1,1294.5
2021-11-24 04:32:00-05:00,1293.5,1293.5,1293.5,1293.5,1,1,1293.5
2021-11-24 05:39:00-05:00,1294.25,1294.25,1294.25,1294.25,1,1,1294.25
2021-11-24 06:30:00-05:00,1295.0,1295.25,1295.0,1295.25,2,2,2590.25
2021-11-24 06:38:00-05:00,1294.5,1294.5,1294.5,1294.5,1,1,1294.5
2021-11-24 06:39:00-05:00,1294.5,1294.5,1294.5,1294.5,1,1,1294.5
2021-11-24 08:20:00-05:00,1295.5,1295.5,1295.5,1295.5,1,1,1295.5
2021-11-24 08:30:00-05:00,1295.25,1295.25,1295.25,1295.25,1,1,1295.25
2021-11-24 09:32:00-05:00,1297.5,1297.5,1297.5,1297.5,1,1,1297.5
2021-11-24 09:34:00-05:00,1297.25,1297.25,1297.25,1297.25,1,1,1297.25
2021-11-24 09:36:00-05:00,1296.75,1296.75,1296.75,1296.75,1,1,1296.75
2021-11-24 10:00:00-05:00,1297.0,1297.0,1297.0,1297.0,1,1,1297.0
2021-11-24 10:04:00-05:00,1295.5,1295.5,1295.5,1295.5,2,1,2591.0
2021-11-24 10:08:00-05:00,1296.5,1296.5,1296.5,1296.5,1,1,1296.5
2021-11-24 10:16:00-05:00,1296.5,1296.5,1296.5,1296.5,1,1,1296.5
2021-11-24 10:29:00-05:00,1295.5,1295.5,1295.5,1295.5,1,1,1295.5
2021-11-24 10:31:00-05:00,1295.25,1295.25,1295.25,1295.25,1,1,1295.25
2021-11-24 10:38:00-05:00,1293.5,1293.5,1293.5,1293.5,1,1,1293.5
2021-11-24 10:43:00-05:00,1291.75,1291.75,1291.75,1291.75,1,1,1291.75
2021-11-24 10:45:00-05:00,1290.75,1290.75,1290.75,1290.75,1,1,1290.75
2021-11-24 10:47:00-05:00,1289.5,1289.5,1289.5,1289.5,1,1,1289.5
2021-11-24 11:07:00-05:00,1289.75,1289.75,1289.75,1289.75,1,1,1289.75
2021-11-24 11:20:00-05:00,1286.5,1286.5,1286.5,1286.5,1,1,1286.5
2021-11-24 11:25:00-05:00,1286.25,1286.25,1286.25,1286.25,1,1,1286.25
2021-11-24 11:42:00-05:00,1286.0,1286.25,1286.0,1286.25,8,2,10289.0
2021-11-24 11:49:00-05:00,1285.25,1285.25,1285.25,1285.25,1,1,1285.25
2021-11-24 12:04:00-05:00,1283.75,1283.75,1283.75,1283.75,1,1,1283.75
2021-11-24 12:10:00-05:00,1285.0,1285.0,1285.0,1285.0,1,1,1285.0
2021-11-24 12:12:00-05:00,1286.0,1286.0,1286.0,1286.0,1,1,1286.0
2021-11-24 12:25:00-05:00,1286.0,1286.0,1286.0,1286.0,1,1,1286.0
2021-11-24 13:12:00-05:00,1286.0,1286.0,1286.0,1286.0,1,1,1286.0
