,S N22 Comdty,S N22 Comdty,S N22 Comdty,S N22 Comdty,S N22 Comdty,S N22 Comdty,S N22 Comdty
,open,high,low,close,volume,num_trds,value
2021-09-28 20:00:00-04:00,1300.0,1300.25,1299.25,1299.25,12,8,15598.75
2021-09-28 20:01:00-04:00,1298.5,1298.5,1298.0,1298.0,10,10,12982.75
2021-09-28 20:47:00-04:00,1299.5,1299.5,1299.5,1299.5,1,1,1299.5
2021-09-28 21:14:00-04:00,1298.0,1298.0,1298.0,1298.0,3,3,3894.0
2021-09-28 21:27:00-04:00,1297.0,1297.0,1297.0,1297.0,1,1,1297.0
2021-09-28 21:44:00-04:00,1297.5,1297.5,1297.5,1297.5,2,1,2595.0
2021-09-28 21:57:00-04:00,1298.0,1298.0,1298.0,1298.0,1,1,1298.0
2021-09-28 23:05:00-04:00,1297.75,1297.75,1297.75,1297.75,1,1,1297.75
2021-09-28 23:11:00-04:00,1297.25,1297.25,1297.25,1297.25,1,1,1297.25
2021-09-28 23:14:00-04:00,1296.5,1296.5,1296.5,1296.5,2,2,2593.0
2021-09-28 23:28:00-04:00,1297.25,1297.25,1297.0,1297.0,2,2,2594.25
2021-09-29 00:33:00-04:00,1297.25,1297.25,1297.25,1297.25,1,1,1297.25
2021-09-29 01:27:00-04:00,1297.25,1297.25,1297.25,1297.25,1,1,1297.25
2021-09-29 02:20:00-04:00,1302.25,1302.25,1302.25,1302.25,2,1,2604.5
2021-09-29 02:33:00-04:00,1301.0,1301.0,1301.0,1301.0,1,1,1301.0
2021-09-29 03:41:00-04:00,1301.75,1301.75,1301.75,1301.75,1,1,1301.75
2021-09-29 04:03:00-04:00,1302.0,1302.0,1302.0,1302.0,1,1,1302.0
2021-09-29 04:32:00-04:00,1302.0,1302.0,1302.0,1302.0,1,1,1302.0
2021-09-29 04:46:00-04:00,1303.25,1303.25,1303.25,1303.25,1,1,1303.25
2021-09-29 05:06:00-04:00,1302.5,1302.5,1302.5,1302.5,1,1,1302.5
2021-09-29 05:14:00-04:00,1303.5,1303.5,1303.5,1303.5,2,1,2607.0
2021-09-29 05:29:00-04:00,1303.5,1303.5,1303.5,1303.5,1,1,1303.5
2021-09-29 06:09:00-04:00,1302.25,1302.25,1302.25,1302.25,1,1,1302.25
2021-09-29 06:40:00-04:00,1301.75,1301.75,1301.75,1301.75,1,1,1301.75
2021-09-29 06:41:00-04:00,1302.25,1302.25,1302.25,1302.25,1,1,1302.25
2021-09-29 06:59:00-04:00,1302.75,1302.75,1302.75,1302.75,1,1,1302.75
2021-09-29 07:06:00-04:00,1304.0,1304.0,1304.0,1304.0,1,1,1304.0
2021-09-29 07:14:00-04:00,1303.0,1303.0,1303.0,1303.0,1,1,1303.0
2021-09-29 07:43:00-04:00,1303.5,1303.5,1303.5,1303.5,1,1,1303.5
2021-09-29 08:00:00-04:00,1303.25,1303.25,1303.25,1303.25,1,1,1303.25
2021-09-29 08:01:00-04:00,1303.5,1303.5,1303.5,1303.5,1,1,1303.5
2021-09-29 08:16:00-04:00,1303.75,1303.75,1303.75,1303.75,9,4,11733.75
2021-09-29 08:22:00-04:00,1302.75,1302.75,1302.75,1302.75,1,1,1302.75
2021-09-29 08:28:00-04:00,1303.5,1303.5,1303.5,1303.5,2,2,2607.0
2021-09-29 08:33:00-04:00,1302.75,1302.75,1302.75,1302.75,1,1,1302.75
2021-09-29 08:36:00-04:00,1302.5,1302.5,1302.5,1302.5,1,1,1302.5
2021-09-29 08:37:00-04:00,1302.5,1302.5,1302.5,1302.5,1,1,1302.5
2021-09-29 08:42:00-04:00,1302.0,1302.0,1302.0,1302.0,1,1,1302.0
2021-09-29 08:43:00-04:00,1302.25,1302.5,1302.0,1302.0,9,7,11720.25
2021-09-29 08:44:00-04:00,1302.0,1302.0,1302.0,1302.0,13,3,16926.0
2021-09-29 09:29:00-04:00,1302.5,1303.25,1302.5,1303.25,3,3,3908.25
2021-09-29 09:30:00-04:00,1303.5,1304.0,1302.25,1303.25,8,7,10427.5
2021-09-29 09:34:00-04:00,1301.25,1301.5,1301.25,1301.5,5,2,6506.5
2021-09-29 09:35:00-04:00,1301.5,1301.75,1300.75,1300.75,8,8,10410.75
2021-09-29 09:36:00-04:00,1300.75,1301.0,1300.75,1301.0,7,4,9106.75
2021-09-29 09:37:00-04:00,1301.25,1302.0,1301.25,1302.0,10,7,13018.75
2021-09-29 09:38:00-04:00,1302.0,1302.0,1302.0,1302.0,1,1,1302.0
2021-09-29 09:39:00-04:00,1301.75,1301.75,1301.75,1301.75,1,1,1301.75
2021-09-29 09:40:00-04:00,1302.75,1302.75,1301.75,1301.75,3,3,3906.25
2021-09-29 09:43:00-04:00,1301.5,1301.5,1301.25,1301.25,3,3,3904.25
2021-09-29 09:44:00-04:00,1301.25,1301.25,1300.75,1300.75,6,5,7806.0
2021-09-29 09:45:00-04:00,1300.5,1300.5,1300.0,1300.0,2,2,2600.5
