,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty
,open,high,low,close,volume,num_trds,value
2021-06-17 20:00:00-04:00,1252.75,1264.0,1252.75,1262.25,861,336,1083194.75
2021-06-17 20:01:00-04:00,1262.25,1263.5,1258.75,1259.0,375,157,473067.5
2021-06-17 20:02:00-04:00,1259.25,1265.75,1257.75,1265.25,349,138,440239.75
2021-06-17 20:03:00-04:00,1265.25,1266.0,1259.75,1260.25,383,162,483908.25
2021-06-17 20:04:00-04:00,1260.0,1265.0,1260.0,1263.75,205,83,258975.0
2021-06-17 20:05:00-04:00,1263.5,1266.0,1263.5,1264.5,163,92,206169.5
2021-06-17 20:06:00-04:00,1264.75,1267.75,1263.25,1267.75,203,107,256854.0
2021-06-17 20:07:00-04:00,1267.75,1269.0,1267.0,1268.75,182,95,230811.0
2021-06-17 20:08:00-04:00,1269.25,1272.0,1269.0,1272.0,366,118,464882.0
2021-06-17 20:09:00-04:00,1272.0,1274.5,1272.0,1274.0,270,121,343732.5
2021-06-17 20:10:00-04:00,1274.5,1274.75,1272.0,1274.0,187,65,238129.75
2021-06-17 20:11:00-04:00,1274.25,1274.25,1270.75,1271.5,169,89,215009.75
2021-06-17 20:12:00-04:00,1271.25,1271.75,1270.25,1271.75,77,42,97866.75
2021-06-17 20:13:00-04:00,1272.0,1273.0,1271.75,1272.25,65,32,82705.75
2021-06-17 20:14:00-04:00,1272.5,1272.5,1270.0,1271.0,133,63,169025.75
2021-06-17 20:15:00-04:00,1270.75,1270.75,1267.75,1268.25,207,104,262699.25
2021-06-17 20:16:00-04:00,1268.25,1269.0,1266.0,1266.0,170,92,215500.25
2021-06-17 20:17:00-04:00,1265.75,1266.75,1259.75,1260.75,576,132,728118.75
2021-06-17 20:18:00-04:00,1260.75,1263.75,1260.75,1262.5,379,122,478306.75
2021-06-17 20:19:00-04:00,1262.25,1262.5,1260.0,1261.25,118,64,148813.5
2021-06-17 20:20:00-04:00,1261.25,1262.25,1257.75,1259.0,190,64,239254.75
2021-06-17 20:21:00-04:00,1259.75,1259.75,1257.5,1258.0,111,33,139681.25
2021-06-17 20:22:00-04:00,1258.25,1261.5,1258.25,1261.0,88,37,110868.75
2021-06-17 20:23:00-04:00,1261.25,1264.25,1261.25,1262.5,117,64,147743.75
2021-06-17 20:24:00-04:00,1262.0,1263.0,1262.0,1262.5,42,29,53027.0
2021-06-17 20:25:00-04:00,1262.25,1263.0,1261.5,1263.0,63,44,79519.5
2021-06-17 20:26:00-04:00,1263.25,1263.5,1258.5,1261.0,163,50,205490.25
2021-06-17 20:27:00-04:00,1261.25,1263.5,1261.25,1263.5,61,27,77001.75
2021-06-17 20:28:00-04:00,1263.75,1264.5,1263.0,1263.75,50,25,63193.0
2021-06-17 20:29:00-04:00,1264.0,1264.5,1263.25,1263.5,40,27,50553.5
2021-06-17 20:30:00-04:00,1263.5,1264.75,1263.5,1264.25,72,37,91006.5
2021-06-17 20:31:00-04:00,1264.0,1264.5,1264.0,1264.25,16,14,20227.25
2021-06-17 20:32:00-04:00,1264.5,1264.5,1263.75,1264.25,83,22,104914.5
2021-06-17 20:33:00-04:00,1264.0,1264.0,1263.25,1263.5,37,20,46754.0
2021-06-17 20:34:00-04:00,1263.25,1264.0,1262.5,1262.75,79,28,99814.75
2021-06-17 20:35:00-04:00,1262.5,1263.25,1262.25,1262.5,59,25,74486.5
2021-06-17 20:36:00-04:00,1262.75,1263.0,1262.0,1262.0,28,17,35349.0
2021-06-17 20:37:00-04:00,1262.25,1262.75,1261.75,1262.0,41,17,51748.25
2021-06-17 20:38:00-04:00,1261.75,1262.75,1261.5,1262.5,47,26,59321.75
2021-06-17 20:39:00-04:00,1262.25,1262.5,1261.0,1261.0,82,29,103482.25
2021-06-17 20:40:00-04:00,1261.0,1261.5,1260.75,1261.5,30,18,37829.0
2021-06-17 20:41:00-04:00,1261.5,1262.0,1261.25,1262.0,59,11,74452.25
2021-06-17 20:42:00-04:00,1262.0,1262.75,1262.0,1262.5,26,20,32819.0
2021-06-17 20:43:00-04:00,1262.5,1263.75,1262.5,1263.75,15,10,18946.75
2021-06-17 20:44:00-04:00,1263.75,1264.0,1263.25,1263.25,31,15,39172.0
2021-06-17 20:45:00-04:00,1263.75,1264.25,1263.75,1263.75,11,9,13904.0
2021-06-17 20:46:00-04:00,1264.0,1264.0,1263.0,1263.0,15,11,18955.75
2021-06-17 20:47:00-04:00,1263.5,1264.25,1263.5,1264.25,15,4,18958.75
2021-06-17 20:48:00-04:00,1264.0,1265.0,1264.0,1265.0,28,18,35409.25
2021-06-17 20:49:00-04:00,1264.5,1264.5,1263.5,1264.25,38,28,48034.75
2021-06-17 20:50:00-04:00,1264.25,1264.25,1264.0,1264.0,20,16,25283.75
2021-06-17 20:51:00-04:00,1264.0,1264.75,1263.75,1264.75,93,18,117573.25
2021-06-17 20:52:00-04:00,1265.0,1265.75,1264.5,1264.5,47,19,59470.5
2021-06-17 20:53:00-04:00,1265.0,1265.5,1264.75,1264.75,19,10,24036.5
2021-06-17 20:54:00-04:00,1264.75,1265.0,1264.5,1264.5,11,7,13912.25
2021-06-17 20:55:00-04:00,1264.25,1264.5,1264.0,1264.25,46,23,58149.75
2021-06-17 20:56:00-04:00,1264.0,1264.25,1264.0,1264.25,22,8,27808.75
2021-06-17 20:57:00-04:00,1264.25,1266.0,1264.25,1265.75,39,20,49345.5
2021-06-17 20:58:00-04:00,1265.75,1266.5,1265.5,1266.5,21,13,26587.0
2021-06-17 20:59:00-04:00,1266.5,1266.5,1265.75,1265.75,18,13,22792.75
2021-06-17 21:00:00-04:00,1266.0,1270.5,1266.0,1270.25,266,173,337528.0
2021-06-17 21:01:00-04:00,1270.0,1273.0,1269.0,1272.75,323,112,410750.25
2021-06-17 21:02:00-04:00,1272.5,1274.5,1272.5,1273.5,258,118,328657.5
2021-06-17 21:03:00-04:00,1273.25,1274.5,1273.0,1274.5,142,83,180882.0
2021-06-17 21:04:00-04:00,1274.25,1274.5,1272.75,1273.25,135,72,172009.5
2021-06-17 21:05:00-04:00,1273.0,1273.0,1271.5,1271.5,53,42,67430.25
2021-06-17 21:06:00-04:00,1271.75,1273.25,1271.5,1273.0,51,27,64886.25
2021-06-17 21:07:00-04:00,1272.75,1272.75,1269.5,1270.0,87,61,110547.5
2021-06-17 21:08:00-04:00,1270.25,1270.75,1269.75,1270.25,40,27,50814.5
2021-06-17 21:09:00-04:00,1270.0,1271.25,1270.0,1271.25,26,19,33033.0
2021-06-17 21:10:00-04:00,1271.0,1271.5,1270.75,1271.25,27,22,34323.75
2021-06-17 21:11:00-04:00,1271.0,1271.25,1270.25,1271.25,14,11,17789.75
2021-06-17 21:12:00-04:00,1271.0,1271.0,1269.75,1270.25,20,19,25403.25
