,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy
,open,high,low,close,volume,num_trds,value
2021-08-16 20:29:00-04:00,79.47,79.47,79.47,79.47,1,1,79.47
2021-08-16 20:32:00-04:00,79.465,79.465,79.465,79.465,1,1,79.465
2021-08-16 21:32:00-04:00,79.45,79.45,79.41,79.41,6,3,476.5
2021-08-16 22:03:00-04:00,79.415,79.415,79.415,79.415,1,1,79.415
2021-08-16 23:57:00-04:00,79.37,79.37,79.37,79.37,2,2,158.74
2021-08-16 23:58:00-04:00,79.37,79.37,79.365,79.365,6,6,476.2
2021-08-16 23:59:00-04:00,79.37,79.37,79.37,79.37,1,1,79.37
2021-08-17 00:01:00-04:00,79.365,79.365,79.365,79.365,1,1,79.365
2021-08-17 00:02:00-04:00,79.37,79.37,79.37,79.37,1,1,79.37
2021-08-17 00:07:00-04:00,79.375,79.375,79.375,79.375,1,1,79.375
2021-08-17 00:22:00-04:00,79.39,79.39,79.39,79.39,1,1,79.39
2021-08-17 00:30:00-04:00,79.4,79.4,79.4,79.4,1,1,79.4
2021-08-17 00:31:00-04:00,79.405,79.405,79.405,79.405,1,1,79.405
2021-08-17 00:36:00-04:00,79.425,79.425,79.425,79.425,1,1,79.425
2021-08-17 00:41:00-04:00,79.44,79.44,79.44,79.44,1,1,79.44
2021-08-17 00:50:00-04:00,79.44,79.44,79.44,79.44,1,1,79.44
2021-08-17 02:01:00-04:00,79.415,79.415,79.41,79.41,3,2,238.235
2021-08-17 02:03:00-04:00,79.4,79.4,79.4,79.4,1,1,79.4
2021-08-17 02:04:00-04:00,79.39,79.39,79.39,79.39,1,1,79.39
2021-08-17 02:15:00-04:00,79.385,79.385,79.385,79.385,1,1,79.385
2021-08-17 02:21:00-04:00,79.37,79.37,79.37,79.37,1,1,79.37
2021-08-17 02:25:00-04:00,79.35,79.35,79.35,79.35,4,2,317.4
2021-08-17 02:26:00-04:00,79.35,79.35,79.35,79.35,6,2,476.1
2021-08-17 02:41:00-04:00,79.31,79.31,79.31,79.31,1,1,79.31
2021-08-17 02:42:00-04:00,79.27,79.27,79.27,79.27,1,1,79.27
2021-08-17 02:43:00-04:00,79.26,79.26,79.26,79.26,1,1,79.26
2021-08-17 02:50:00-04:00,79.275,79.275,79.275,79.275,1,1,79.275
2021-08-17 03:00:00-04:00,79.225,79.225,79.225,79.225,2,2,158.45
2021-08-17 03:02:00-04:00,79.225,79.225,79.225,79.225,1,1,79.225
2021-08-17 03:16:00-04:00,79.185,79.185,79.185,79.185,1,1,79.185
2021-08-17 03:28:00-04:00,79.21,79.21,79.21,79.21,1,1,79.21
2021-08-17 03:29:00-04:00,79.235,79.235,79.235,79.235,1,1,79.235
2021-08-17 03:34:00-04:00,79.24,79.24,79.24,79.24,1,1,79.24
2021-08-17 03:59:00-04:00,79.225,79.225,79.225,79.225,1,1,79.225
2021-08-17 04:11:00-04:00,79.235,79.235,79.235,79.235,1,1,79.235
2021-08-17 04:18:00-04:00,79.25,79.25,79.25,79.25,1,1,79.25
2021-08-17 04:21:00-04:00,79.235,79.235,79.235,79.235,1,1,79.235
2021-08-17 04:48:00-04:00,79.235,79.235,79.235,79.235,3,2,237.705
2021-08-17 05:49:00-04:00,79.255,79.255,79.255,79.255,1,1,79.255
2021-08-17 05:56:00-04:00,79.265,79.265,79.265,79.265,2,2,158.53
2021-08-17 05:57:00-04:00,79.27,79.27,79.27,79.27,1,1,79.27
2021-08-17 05:58:00-04:00,79.275,79.275,79.275,79.275,5,5,396.375
2021-08-17 05:59:00-04:00,79.27,79.27,79.27,79.27,1,1,79.27
2021-08-17 06:25:00-04:00,79.29,79.29,79.285,79.285,2,2,158.575
2021-08-17 06:26:00-04:00,79.28,79.28,79.28,79.28,1,1,79.28
2021-08-17 06:27:00-04:00,79.255,79.255,79.255,79.255,1,1,79.255
2021-08-17 06:28:00-04:00,79.26,79.26,79.255,79.255,2,2,158.515
2021-08-17 06:29:00-04:00,79.26,79.26,79.26,79.26,1,1,79.26
2021-08-17 06:31:00-04:00,79.265,79.265,79.265,79.265,1,1,79.265
2021-08-17 06:34:00-04:00,79.27,79.27,79.27,79.27,1,1,79.27
2021-08-17 06:38:00-04:00,79.27,79.27,79.27,79.27,1,1,79.27
2021-08-17 06:50:00-04:00,79.28,79.285,79.28,79.285,2,2,158.565
2021-08-17 06:53:00-04:00,79.28,79.28,79.28,79.28,1,1,79.28
2021-08-17 06:56:00-04:00,79.285,79.285,79.285,79.285,1,1,79.285
2021-08-17 07:31:00-04:00,79.24,79.24,79.24,79.24,1,1,79.24
2021-08-17 07:33:00-04:00,79.27,79.27,79.27,79.27,2,2,158.54
2021-08-17 07:42:00-04:00,79.29,79.29,79.29,79.29,1,1,79.29
2021-08-17 07:48:00-04:00,79.275,79.275,79.275,79.275,1,1,79.275
2021-08-17 07:52:00-04:00,79.28,79.28,79.28,79.28,1,1,79.28
2021-08-17 08:32:00-04:00,79.23,79.23,79.21,79.21,2,2,158.44
2021-08-17 08:40:00-04:00,79.3,79.3,79.3,79.3,1,1,79.3
2021-08-17 09:02:00-04:00,79.265,79.265,79.265,79.265,1,1,79.265
2021-08-17 09:12:00-04:00,79.215,79.215,79.205,79.205,4,4,316.835
2021-08-17 09:13:00-04:00,79.2,79.2,79.2,79.2,1,1,79.2
2021-08-17 09:14:00-04:00,79.2,79.205,79.2,79.205,2,2,158.405
2021-08-17 09:15:00-04:00,79.21,79.21,79.21,79.21,1,1,79.21
2021-08-17 09:18:00-04:00,79.19,79.19,79.19,79.19,1,1,79.19
2021-08-17 09:19:00-04:00,79.21,79.21,79.21,79.21,1,1,79.21
2021-08-17 09:20:00-04:00,79.225,79.225,79.225,79.225,1,1,79.225
2021-08-17 09:25:00-04:00,79.26,79.265,79.26,79.265,3,3,237.785
2021-08-17 09:27:00-04:00,79.255,79.26,79.24,79.24,5,5,396.235
2021-08-17 09:28:00-04:00,79.24,79.245,79.24,79.245,2,2,158.485
2021-08-17 09:34:00-04:00,79.25,79.28,79.25,79.28,6,5,475.57
2021-08-17 09:35:00-04:00,79.275,79.275,79.275,79.275,1,1,79.275
2021-08-17 09:42:00-04:00,79.3,79.3,79.3,79.3,1,1,79.3
