,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy
,open,high,low,close,volume,num_trds,value
2021-08-17 03:03:00-04:00,79.235,79.235,79.235,79.235,1,1,79.235
2021-08-17 04:01:00-04:00,79.235,79.235,79.235,79.235,1,1,79.235
2021-08-17 07:00:00-04:00,79.305,79.305,79.305,79.305,1,1,79.305
