,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy
,open,high,low,close,volume,num_trds,value
2021-05-23 18:29:00-04:00,82.83,82.83,82.83,82.83,1,1,82.83
2021-05-23 21:13:00-04:00,82.845,82.845,82.845,82.845,1,1,82.845
2021-05-23 22:01:00-04:00,82.86,82.86,82.86,82.86,1,1,82.86
2021-05-23 22:52:00-04:00,82.81,82.81,82.81,82.81,1,1,82.81
2021-05-23 22:57:00-04:00,82.81,82.81,82.81,82.81,1,1,82.81
2021-05-23 23:05:00-04:00,82.835,82.835,82.835,82.835,1,1,82.835
2021-05-24 00:49:00-04:00,82.85,82.85,82.85,82.85,2,1,165.7
2021-05-24 00:50:00-04:00,82.85,82.85,82.85,82.85,1,1,82.85
2021-05-24 01:04:00-04:00,82.855,82.855,82.855,82.855,1,1,82.855
2021-05-24 01:09:00-04:00,82.88,82.88,82.88,82.88,1,1,82.88
2021-05-24 01:14:00-04:00,82.88,82.88,82.88,82.88,1,1,82.88
2021-05-24 01:31:00-04:00,82.885,82.885,82.885,82.885,1,1,82.885
2021-05-24 01:34:00-04:00,82.89,82.89,82.89,82.89,30,5,2486.7
2021-05-24 01:41:00-04:00,82.885,82.885,82.885,82.885,1,1,82.885
2021-05-24 01:43:00-04:00,82.875,82.875,82.875,82.875,1,1,82.875
2021-05-24 01:51:00-04:00,82.875,82.875,82.875,82.875,1,1,82.875
2021-05-24 02:00:00-04:00,82.87,82.87,82.87,82.87,1,1,82.87
2021-05-24 02:06:00-04:00,82.85,82.85,82.85,82.85,1,1,82.85
2021-05-24 02:34:00-04:00,82.895,82.895,82.895,82.895,1,1,82.895
2021-05-24 02:42:00-04:00,82.9,82.905,82.9,82.905,2,2,165.805
2021-05-24 02:49:00-04:00,82.89,82.89,82.89,82.89,1,1,82.89
2021-05-24 04:33:00-04:00,82.855,82.855,82.85,82.85,2,2,165.705
2021-05-24 04:35:00-04:00,82.825,82.825,82.825,82.825,2,1,165.65
2021-05-24 04:36:00-04:00,82.805,82.805,82.805,82.805,3,1,248.415
