,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy
,open,high,low,close,volume,num_trds,value
2021-05-23 18:00:00-04:00,82.9,82.905,82.88,82.88,122,38,10113.37
2021-05-23 18:01:00-04:00,82.875,82.875,82.83,82.835,70,25,5799.255
2021-05-23 18:02:00-04:00,82.84,82.845,82.83,82.835,38,13,3147.825
2021-05-23 18:03:00-04:00,82.83,82.835,82.83,82.83,35,9,2899.16
2021-05-23 18:04:00-04:00,82.83,82.835,82.83,82.835,16,7,1325.34
2021-05-23 18:05:00-04:00,82.83,82.83,82.82,82.82,40,15,3312.965
2021-05-23 18:06:00-04:00,82.825,82.835,82.825,82.835,11,3,911.085
2021-05-23 18:07:00-04:00,82.835,82.835,82.815,82.82,20,7,1656.405
2021-05-23 18:09:00-04:00,82.82,82.82,82.81,82.81,99,16,8198.285
2021-05-23 18:10:00-04:00,82.81,82.81,82.805,82.805,16,4,1324.905
2021-05-23 18:11:00-04:00,82.81,82.81,82.81,82.81,34,8,2815.54
2021-05-23 18:14:00-04:00,82.81,82.81,82.81,82.81,1,1,82.81
2021-05-23 18:15:00-04:00,82.815,82.82,82.815,82.82,22,5,1821.94
2021-05-23 18:16:00-04:00,82.82,82.82,82.82,82.82,1,1,82.82
2021-05-23 18:17:00-04:00,82.815,82.815,82.815,82.815,2,2,165.63
2021-05-23 18:18:00-04:00,82.81,82.81,82.805,82.81,64,12,5299.615
2021-05-23 18:19:00-04:00,82.805,82.82,82.805,82.81,12,7,993.735
2021-05-23 18:21:00-04:00,82.815,82.815,82.815,82.815,1,1,82.815
2021-05-23 18:29:00-04:00,82.825,82.84,82.82,82.82,178,27,14744.397
2021-05-23 18:30:00-04:00,82.82,82.82,82.815,82.815,31,5,2567.35
2021-05-23 18:35:00-04:00,82.815,82.82,82.815,82.82,11,2,911.015
2021-05-23 18:36:00-04:00,82.815,82.815,82.815,82.815,51,15,4223.565
2021-05-23 18:37:00-04:00,82.825,82.825,82.815,82.815,10,2,828.16
2021-05-23 18:38:00-04:00,82.82,82.82,82.82,82.82,1,1,82.82
2021-05-23 18:39:00-04:00,82.82,82.82,82.82,82.82,13,2,1076.66
2021-05-23 18:40:00-04:00,82.82,82.825,82.82,82.825,11,4,911.05
2021-05-23 18:41:00-04:00,82.83,82.83,82.83,82.83,3,3,248.49
2021-05-23 18:42:00-04:00,82.83,82.83,82.825,82.825,38,6,3147.42
2021-05-23 18:43:00-04:00,82.825,82.825,82.825,82.825,20,4,1656.5
2021-05-23 18:44:00-04:00,82.825,82.825,82.825,82.825,13,5,1076.725
2021-05-23 18:45:00-04:00,82.83,82.835,82.83,82.83,48,8,3975.985
2021-05-23 18:46:00-04:00,82.825,82.825,82.82,82.82,13,7,1076.72
2021-05-23 18:47:00-04:00,82.825,82.825,82.825,82.825,1,1,82.825
2021-05-23 18:48:00-04:00,82.83,82.83,82.83,82.83,13,4,1076.79
2021-05-23 18:49:00-04:00,82.825,82.825,82.825,82.825,14,1,1159.55
2021-05-23 18:50:00-04:00,82.825,82.825,82.825,82.825,2,1,165.65
2021-05-23 18:51:00-04:00,82.825,82.825,82.82,82.82,13,4,1076.695
2021-05-23 18:52:00-04:00,82.82,82.82,82.81,82.81,10,4,828.145
2021-05-23 18:53:00-04:00,82.81,82.81,82.805,82.805,26,6,2153.025
2021-05-23 18:54:00-04:00,82.805,82.805,82.805,82.805,21,3,1738.905
2021-05-23 18:56:00-04:00,82.805,82.805,82.805,82.805,1,1,82.805
2021-05-23 18:58:00-04:00,82.81,82.82,82.81,82.82,23,7,1904.66
2021-05-23 18:59:00-04:00,82.815,82.815,82.805,82.805,12,6,993.72
2021-05-23 19:00:00-04:00,82.81,82.82,82.805,82.815,49,14,4057.895
2021-05-23 19:01:00-04:00,82.82,82.82,82.82,82.82,11,5,911.02
