,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty
,open,high,low,close,volume,num_trds,value
2021-05-02 20:00:00-04:00,1329.75,1330.25,1327.5,1329.5,7,7,9306.5
2021-05-02 20:01:00-04:00,1331.0,1337.5,1331.0,1336.25,10,10,13343.75
2021-05-02 20:02:00-04:00,1335.75,1338.0,1334.5,1334.5,7,7,9353.75
2021-05-02 20:03:00-04:00,1334.25,1334.25,1334.25,1334.25,1,1,1334.25
2021-05-02 20:04:00-04:00,1332.0,1332.0,1332.0,1332.0,1,1,1332.0
2021-05-02 20:06:00-04:00,1334.0,1334.0,1332.25,1332.25,12,5,16006.25
2021-05-02 20:12:00-04:00,1335.5,1335.5,1335.5,1335.5,1,1,1335.5
2021-05-02 20:14:00-04:00,1338.5,1338.5,1338.5,1338.5,1,1,1338.5
2021-05-02 20:15:00-04:00,1340.0,1340.0,1340.0,1340.0,1,1,1340.0
2021-05-02 20:24:00-04:00,1335.25,1335.25,1335.25,1335.25,1,1,1335.25
2021-05-02 20:30:00-04:00,1337.5,1337.5,1337.5,1337.5,1,1,1337.5
2021-05-02 20:40:00-04:00,1337.75,1337.75,1337.25,1337.25,2,2,2675.0
2021-05-02 20:44:00-04:00,1338.5,1338.5,1338.5,1338.5,3,2,4015.5
2021-05-02 20:50:00-04:00,1337.5,1337.5,1337.5,1337.5,1,1,1337.5
2021-05-02 20:58:00-04:00,1338.5,1338.5,1338.5,1338.5,2,1,2677.0
2021-05-02 20:59:00-04:00,1338.0,1338.0,1338.0,1338.0,1,1,1338.0
2021-05-02 21:00:00-04:00,1336.25,1336.25,1336.25,1336.25,1,1,1336.25
2021-05-02 21:09:00-04:00,1334.25,1334.25,1334.25,1334.25,2,1,2668.5
2021-05-02 21:31:00-04:00,1333.0,1333.0,1333.0,1333.0,2,2,2666.0
2021-05-02 21:33:00-04:00,1333.75,1333.75,1333.75,1333.75,2,1,2667.5
2021-05-02 21:34:00-04:00,1334.0,1335.5,1334.0,1335.5,3,3,4003.5
2021-05-02 21:47:00-04:00,1331.0,1331.0,1331.0,1331.0,1,1,1331.0
2021-05-02 21:56:00-04:00,1332.5,1332.5,1332.5,1332.5,1,1,1332.5
2021-05-02 21:59:00-04:00,1333.25,1333.25,1333.25,1333.25,1,1,1333.25
2021-05-02 22:08:00-04:00,1330.75,1330.75,1330.75,1330.75,1,1,1330.75
2021-05-02 23:01:00-04:00,1328.5,1328.5,1328.0,1328.0,3,3,3984.75
