,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy
,open,high,low,close,volume,num_trds,value
2021-07-19 20:48:00-04:00,78.48,78.48,78.48,78.48,1,1,78.48
2021-07-20 05:25:00-04:00,78.44,78.44,78.44,78.44,1,1,78.44
2021-07-20 11:42:00-04:00,78.475,78.475,78.475,78.475,2,1,156.95
