,S F22 Comdty,S F22 Comdty,S F22 Comdty,S F22 Comdty,S F22 Comdty,S F22 Comdty,S F22 Comdty
,open,high,low,close,volume,num_trds,value
2021-10-07 20:00:00-04:00,1256.75,1257.0,1256.25,1257.0,120,41,150805.25
2021-10-07 20:01:00-04:00,1256.75,1257.25,1256.5,1257.0,19,7,23879.75
2021-10-07 20:02:00-04:00,1257.25,1257.25,1257.25,1257.25,1,1,1257.25
2021-10-07 20:03:00-04:00,1257.25,1257.75,1257.25,1257.5,8,5,10058.75
2021-10-07 20:04:00-04:00,1257.5,1257.5,1257.25,1257.25,2,2,2514.75
2021-10-07 20:06:00-04:00,1257.75,1258.25,1257.75,1258.25,49,14,61647.0
2021-10-07 20:08:00-04:00,1257.75,1257.75,1257.75,1257.75,2,1,2515.5
2021-10-07 20:12:00-04:00,1257.5,1258.25,1257.5,1258.25,17,9,21387.25
2021-10-07 20:13:00-04:00,1258.0,1258.25,1258.0,1258.25,7,2,8806.25
2021-10-07 20:14:00-04:00,1258.0,1258.0,1257.75,1257.75,3,2,3773.75
2021-10-07 20:15:00-04:00,1257.75,1257.75,1257.75,1257.75,1,1,1257.75
2021-10-07 20:16:00-04:00,1257.75,1258.0,1257.75,1258.0,5,3,6289.5
2021-10-07 20:18:00-04:00,1258.0,1258.0,1258.0,1258.0,2,1,2516.0
2021-10-07 20:19:00-04:00,1258.25,1258.25,1258.0,1258.0,7,6,8807.25
2021-10-07 20:21:00-04:00,1258.25,1258.25,1258.25,1258.25,5,3,6291.25
2021-10-07 20:22:00-04:00,1258.0,1258.0,1257.75,1257.75,5,5,6289.5
2021-10-07 20:23:00-04:00,1258.0,1258.0,1258.0,1258.0,4,3,5032.0
2021-10-07 20:26:00-04:00,1257.75,1257.75,1257.75,1257.75,3,1,3773.25
2021-10-07 20:29:00-04:00,1257.75,1257.75,1257.75,1257.75,1,1,1257.75
2021-10-07 20:33:00-04:00,1258.0,1258.0,1258.0,1258.0,2,2,2516.0
2021-10-07 20:35:00-04:00,1258.25,1258.25,1258.25,1258.25,1,1,1258.25
2021-10-07 20:36:00-04:00,1258.25,1258.25,1258.25,1258.25,6,4,7549.5
