,CHF Curncy,CHF Curncy,CHF Curncy,CHF Curncy,CHF Curncy,CHF Curncy,CHF Curncy
,open,high,low,close,volume,num_trds,value
2021-05-02 15:05:00-04:00,0.9131,0.9131,0.9129,0.9129,0,11,0.0
2021-05-02 15:10:00-04:00,0.9129,0.9129,0.9129,0.9129,0,10,0.0
2021-05-02 15:11:00-04:00,0.9131,0.9131,0.9129,0.9129,0,2,0.0
2021-05-02 15:12:00-04:00,0.9129,0.9129,0.9129,0.9129,0,3,0.0
2021-05-02 15:14:00-04:00,0.9126,0.9129,0.9126,0.9129,0,2,0.0
2021-05-02 15:17:00-04:00,0.9131,0.9131,0.9131,0.9131,0,1,0.0
2021-05-02 15:24:00-04:00,0.9131,0.9131,0.9128,0.913,0,15,0.0
2021-05-02 15:25:00-04:00,0.913,0.913,0.9129,0.9129,0,4,0.0
2021-05-02 15:26:00-04:00,0.913,0.913,0.9129,0.9129,0,4,0.0
2021-05-02 15:27:00-04:00,0.9129,0.9129,0.9129,0.9129,0,8,0.0
2021-05-02 15:28:00-04:00,0.9131,0.9131,0.9128,0.9128,0,28,0.0
2021-05-02 15:29:00-04:00,0.9129,0.9129,0.9129,0.9129,0,8,0.0
2021-05-02 15:30:00-04:00,0.9129,0.9131,0.9129,0.9129,0,18,0.0
2021-05-02 15:31:00-04:00,0.9131,0.9131,0.9127,0.9127,0,15,0.0
2021-05-02 15:32:00-04:00,0.9127,0.9127,0.9126,0.9126,0,2,0.0
2021-05-02 15:34:00-04:00,0.9127,0.9131,0.9127,0.9129,0,14,0.0
2021-05-02 15:37:00-04:00,0.9131,0.9131,0.9131,0.9131,0,1,0.0
2021-05-02 15:39:00-04:00,0.9131,0.9131,0.9131,0.9131,0,2,0.0
2021-05-02 15:42:00-04:00,0.9129,0.9129,0.9126,0.9128,0,9,0.0
2021-05-02 15:43:00-04:00,0.9128,0.9128,0.9128,0.9128,0,9,0.0
