,CHF Curncy,CHF Curncy,CHF Curncy,CHF Curncy,CHF Curncy,CHF Curncy,CHF Curncy
,open,high,low,close,volume,num_trds,value
2021-05-09 15:00:00-04:00,0.9029,0.9029,0.9029,0.9029,0,1,0.0
2021-05-09 15:01:00-04:00,0.9032,0.9032,0.9027,0.9027,0,3,0.0
2021-05-09 15:05:00-04:00,0.9024,0.9027,0.9024,0.9027,0,2,0.0
2021-05-09 15:12:00-04:00,0.9016,0.9016,0.9016,0.9016,0,1,0.0
2021-05-09 15:14:00-04:00,0.9016,0.9025,0.9016,0.902,0,8,0.0
2021-05-09 15:16:00-04:00,0.902,0.9021,0.902,0.9021,0,2,0.0
2021-05-09 15:18:00-04:00,0.9021,0.9021,0.9018,0.9018,0,2,0.0
2021-05-09 15:35:00-04:00,0.9016,0.9016,0.9015,0.9015,0,4,0.0
2021-05-09 15:37:00-04:00,0.9015,0.9023,0.9015,0.9017,0,8,0.0
2021-05-09 15:42:00-04:00,0.9017,0.9017,0.9016,0.9016,0,2,0.0
2021-05-09 15:46:00-04:00,0.9016,0.9016,0.9015,0.9015,0,4,0.0
2021-05-09 16:00:00-04:00,0.9015,0.9015,0.9015,0.9015,0,6,0.0
2021-05-09 16:07:00-04:00,0.9014,0.9023,0.9014,0.9023,0,7,0.0
2021-05-09 16:08:00-04:00,0.9023,0.9023,0.9023,0.9023,0,5,0.0
2021-05-09 16:09:00-04:00,0.9023,0.9023,0.9023,0.9023,0,15,0.0
2021-05-09 16:11:00-04:00,0.9023,0.9023,0.9023,0.9023,0,8,0.0
2021-05-09 16:12:00-04:00,0.9023,0.9023,0.9022,0.9023,0,16,0.0
2021-05-09 16:13:00-04:00,0.9023,0.9023,0.9014,0.9014,0,13,0.0
2021-05-09 16:15:00-04:00,0.9014,0.9023,0.9014,0.9022,0,20,0.0
2021-05-09 16:16:00-04:00,0.9022,0.9022,0.9022,0.9022,0,12,0.0
2021-05-09 16:17:00-04:00,0.9022,0.9022,0.9022,0.9022,0,14,0.0
2021-05-09 16:18:00-04:00,0.9022,0.9022,0.9022,0.9022,0,12,0.0
2021-05-09 16:19:00-04:00,0.9022,0.9022,0.9022,0.9022,0,18,0.0
2021-05-09 16:20:00-04:00,0.9022,0.9022,0.9022,0.9022,0,14,0.0
2021-05-09 16:21:00-04:00,0.9023,0.9023,0.9013,0.9022,0,19,0.0
2021-05-09 16:22:00-04:00,0.9022,0.9022,0.9022,0.9022,0,6,0.0
2021-05-09 16:23:00-04:00,0.9022,0.9023,0.9022,0.9022,0,17,0.0
2021-05-09 16:24:00-04:00,0.9022,0.9024,0.9016,0.9016,0,14,0.0
2021-05-09 16:25:00-04:00,0.9015,0.9023,0.9015,0.9023,0,8,0.0
2021-05-09 16:27:00-04:00,0.9023,0.9023,0.9023,0.9023,0,8,0.0
2021-05-09 16:29:00-04:00,0.9023,0.9023,0.9023,0.9023,0,6,0.0
2021-05-09 16:30:00-04:00,0.9023,0.9023,0.9023,0.9023,0,10,0.0
2021-05-09 16:31:00-04:00,0.9023,0.9023,0.9023,0.9023,0,19,0.0
2021-05-09 16:32:00-04:00,0.9023,0.9023,0.9023,0.9023,0,2,0.0
2021-05-09 16:33:00-04:00,0.9023,0.9023,0.9023,0.9023,0,12,0.0
2021-05-09 16:34:00-04:00,0.9023,0.9023,0.9023,0.9023,0,20,0.0
2021-05-09 16:35:00-04:00,0.9023,0.9023,0.9023,0.9023,0,5,0.0
2021-05-09 16:39:00-04:00,0.9023,0.9023,0.9023,0.9023,0,10,0.0
2021-05-09 16:40:00-04:00,0.9023,0.9024,0.9016,0.9016,0,14,0.0
2021-05-09 16:41:00-04:00,0.9015,0.9023,0.9015,0.9023,0,4,0.0
2021-05-09 16:42:00-04:00,0.9023,0.9023,0.9023,0.9023,0,10,0.0
2021-05-09 16:43:00-04:00,0.9023,0.9023,0.9023,0.9023,0,12,0.0
2021-05-09 16:46:00-04:00,0.9023,0.9023,0.9023,0.9023,0,9,0.0
2021-05-09 16:47:00-04:00,0.9023,0.9023,0.9023,0.9023,0,22,0.0
2021-05-09 16:48:00-04:00,0.9023,0.9023,0.9023,0.9023,0,4,0.0
2021-05-09 16:50:00-04:00,0.9023,0.9023,0.9023,0.9023,0,2,0.0
2021-05-09 16:51:00-04:00,0.9023,0.9023,0.9022,0.9022,0,12,0.0
2021-05-09 16:52:00-04:00,0.9022,0.9022,0.9022,0.9022,0,10,0.0
2021-05-09 16:53:00-04:00,0.9022,0.9022,0.9022,0.9022,0,6,0.0
2021-05-09 16:54:00-04:00,0.9022,0.9022,0.9022,0.9022,0,2,0.0
2021-05-09 16:56:00-04:00,0.9022,0.9022,0.9021,0.9021,0,190,0.0
2021-05-09 16:58:00-04:00,0.9021,0.9026,0.9013,0.9026,0,225,0.0
2021-05-09 16:59:00-04:00,0.9026,0.9027,0.9021,0.9021,0,217,0.0
