,CHF Curncy,CHF Curncy,CHF Curncy,CHF Curncy,CHF Curncy,CHF Curncy,CHF Curncy
,open,high,low,close,volume,num_trds,value
2021-06-20 17:00:00-04:00,0.9222,0.9223,0.922,0.9221,0,91,0.0
2021-06-20 17:01:00-04:00,0.9221,0.9221,0.922,0.922,0,75,0.0
2021-06-20 17:02:00-04:00,0.922,0.9228,0.922,0.9222,0,239,0.0
2021-06-20 17:03:00-04:00,0.9222,0.9225,0.9221,0.9223,0,246,0.0
2021-06-20 17:04:00-04:00,0.9223,0.9227,0.9222,0.9226,0,165,0.0
2021-06-20 17:05:00-04:00,0.9225,0.9227,0.922,0.9226,0,267,0.0
2021-06-20 17:06:00-04:00,0.9226,0.9227,0.9223,0.9227,0,188,0.0
2021-06-20 17:07:00-04:00,0.9228,0.9229,0.9226,0.9227,0,240,0.0
2021-06-20 17:08:00-04:00,0.9228,0.9228,0.9224,0.9226,0,240,0.0
2021-06-20 17:09:00-04:00,0.9228,0.9228,0.9222,0.9228,0,236,0.0
2021-06-20 17:10:00-04:00,0.9229,0.9229,0.9226,0.9228,0,301,0.0
2021-06-20 17:11:00-04:00,0.9228,0.9228,0.9225,0.9226,0,369,0.0
2021-06-20 17:12:00-04:00,0.9227,0.9228,0.9223,0.9225,0,378,0.0
2021-06-20 17:13:00-04:00,0.9225,0.9227,0.922,0.9227,0,339,0.0
2021-06-20 17:14:00-04:00,0.9227,0.9228,0.9221,0.9227,0,354,0.0
2021-06-20 17:15:00-04:00,0.9227,0.9228,0.9224,0.9227,0,368,0.0
2021-06-20 17:16:00-04:00,0.9227,0.9228,0.9223,0.9224,0,353,0.0
2021-06-20 17:17:00-04:00,0.9224,0.9227,0.922,0.9224,0,347,0.0
2021-06-20 17:18:00-04:00,0.9222,0.9227,0.9221,0.9227,0,357,0.0
2021-06-20 17:19:00-04:00,0.9227,0.9228,0.9224,0.9227,0,340,0.0
2021-06-20 17:20:00-04:00,0.9227,0.9227,0.9221,0.9224,0,405,0.0
2021-06-20 17:21:00-04:00,0.9224,0.9227,0.9224,0.9227,0,365,0.0
2021-06-20 17:22:00-04:00,0.9227,0.9228,0.9225,0.9225,0,379,0.0
2021-06-20 17:23:00-04:00,0.9225,0.9228,0.9225,0.9227,0,369,0.0
2021-06-20 17:24:00-04:00,0.9227,0.9227,0.9222,0.9226,0,343,0.0
2021-06-20 17:25:00-04:00,0.9226,0.9228,0.9222,0.9228,0,375,0.0
2021-06-20 17:26:00-04:00,0.9228,0.9228,0.9227,0.9227,0,389,0.0
2021-06-20 17:27:00-04:00,0.9227,0.9228,0.9224,0.9226,0,322,0.0
2021-06-20 17:28:00-04:00,0.9226,0.9228,0.9223,0.9227,0,377,0.0
2021-06-20 17:29:00-04:00,0.9227,0.9227,0.9221,0.9222,0,366,0.0
2021-06-20 17:30:00-04:00,0.9222,0.9227,0.922,0.9222,0,376,0.0
2021-06-20 17:31:00-04:00,0.9222,0.9225,0.9221,0.9223,0,417,0.0
2021-06-20 17:32:00-04:00,0.9223,0.9225,0.9223,0.9224,0,434,0.0
2021-06-20 17:33:00-04:00,0.9224,0.9225,0.9223,0.9224,0,405,0.0
2021-06-20 17:34:00-04:00,0.9224,0.9225,0.9224,0.9224,0,389,0.0
2021-06-20 17:35:00-04:00,0.9224,0.9224,0.9224,0.9224,0,401,0.0
2021-06-20 17:36:00-04:00,0.9224,0.9224,0.9223,0.9224,0,393,0.0
2021-06-20 17:37:00-04:00,0.9224,0.9225,0.9223,0.9224,0,399,0.0
2021-06-20 17:38:00-04:00,0.9224,0.9225,0.9223,0.9224,0,356,0.0
2021-06-20 17:39:00-04:00,0.9224,0.9225,0.9224,0.9224,0,387,0.0
2021-06-20 17:40:00-04:00,0.9224,0.9225,0.9223,0.9225,0,405,0.0
2021-06-20 17:41:00-04:00,0.9225,0.9225,0.9223,0.9224,0,364,0.0
2021-06-20 17:42:00-04:00,0.9224,0.9225,0.9223,0.9225,0,403,0.0
2021-06-20 17:43:00-04:00,0.9225,0.9226,0.9223,0.9225,0,364,0.0
2021-06-20 17:44:00-04:00,0.9225,0.9225,0.9225,0.9225,0,396,0.0
2021-06-20 17:45:00-04:00,0.9225,0.9225,0.9224,0.9225,0,405,0.0
2021-06-20 17:46:00-04:00,0.9225,0.9226,0.9225,0.9225,0,446,0.0
2021-06-20 17:47:00-04:00,0.9225,0.9225,0.9223,0.9225,0,424,0.0
2021-06-20 17:48:00-04:00,0.9225,0.9226,0.9224,0.9226,0,410,0.0
2021-06-20 17:49:00-04:00,0.9226,0.9226,0.9223,0.9224,0,389,0.0
2021-06-20 17:50:00-04:00,0.9224,0.9226,0.9224,0.9226,0,354,0.0
2021-06-20 17:51:00-04:00,0.9226,0.9227,0.9224,0.9226,0,384,0.0
2021-06-20 17:52:00-04:00,0.9226,0.9226,0.9225,0.9226,0,344,0.0
2021-06-20 17:53:00-04:00,0.9226,0.9226,0.9225,0.9225,0,384,0.0
2021-06-20 17:54:00-04:00,0.9225,0.9225,0.9223,0.9225,0,409,0.0
2021-06-20 17:55:00-04:00,0.9225,0.9225,0.9225,0.9225,0,363,0.0
2021-06-20 17:56:00-04:00,0.9225,0.9225,0.9225,0.9225,0,378,0.0
2021-06-20 17:57:00-04:00,0.9225,0.9226,0.9224,0.9225,0,419,0.0
2021-06-20 17:58:00-04:00,0.9225,0.9226,0.9224,0.9224,0,467,0.0
2021-06-20 17:59:00-04:00,0.9224,0.9225,0.9223,0.9223,0,433,0.0
2021-06-20 18:00:00-04:00,0.9223,0.9229,0.9223,0.9226,0,741,0.0
2021-06-20 18:01:00-04:00,0.9226,0.9226,0.9224,0.9224,0,620,0.0
2021-06-20 18:02:00-04:00,0.9224,0.9225,0.9223,0.9225,0,657,0.0
2021-06-20 18:03:00-04:00,0.9225,0.9225,0.9224,0.9225,0,587,0.0
2021-06-20 18:04:00-04:00,0.9225,0.9225,0.9225,0.9225,0,415,0.0
2021-06-20 18:05:00-04:00,0.9225,0.9225,0.9224,0.9224,0,474,0.0
2021-06-20 18:06:00-04:00,0.9224,0.9224,0.9224,0.9224,0,472,0.0
2021-06-20 18:07:00-04:00,0.9224,0.9224,0.9223,0.9223,0,562,0.0
2021-06-20 18:08:00-04:00,0.9223,0.9224,0.9223,0.9224,0,521,0.0
2021-06-20 18:09:00-04:00,0.9224,0.9224,0.9224,0.9224,0,453,0.0
2021-06-20 18:10:00-04:00,0.9224,0.9224,0.9223,0.9224,0,508,0.0
2021-06-20 18:11:00-04:00,0.9224,0.9225,0.9224,0.9224,0,492,0.0
2021-06-20 18:12:00-04:00,0.9224,0.9224,0.9224,0.9224,0,556,0.0
2021-06-20 18:13:00-04:00,0.9224,0.9224,0.9224,0.9224,0,429,0.0
2021-06-20 18:14:00-04:00,0.9224,0.9224,0.9224,0.9224,0,430,0.0
2021-06-20 18:15:00-04:00,0.9224,0.9224,0.9224,0.9224,0,490,0.0
2021-06-20 18:16:00-04:00,0.9224,0.9224,0.9224,0.9224,0,476,0.0
2021-06-20 18:17:00-04:00,0.9224,0.9224,0.9223,0.9223,0,500,0.0
2021-06-20 18:18:00-04:00,0.9223,0.9223,0.9223,0.9223,0,435,0.0
2021-06-20 18:19:00-04:00,0.9223,0.9223,0.9222,0.9222,0,537,0.0
2021-06-20 18:20:00-04:00,0.9222,0.9223,0.9222,0.9222,0,512,0.0
2021-06-20 18:21:00-04:00,0.9222,0.9222,0.9222,0.9222,0,437,0.0
2021-06-20 18:22:00-04:00,0.9222,0.9223,0.9222,0.9223,0,515,0.0
2021-06-20 18:23:00-04:00,0.9223,0.9223,0.9223,0.9223,0,441,0.0
2021-06-20 18:24:00-04:00,0.9223,0.9223,0.9223,0.9223,0,401,0.0
2021-06-20 18:25:00-04:00,0.9223,0.9224,0.9223,0.9224,0,443,0.0
2021-06-20 18:26:00-04:00,0.9224,0.9224,0.9223,0.9223,0,442,0.0
