,CHF Curncy,CHF Curncy,CHF Curncy,CHF Curncy,CHF Curncy,CHF Curncy,CHF Curncy
,open,high,low,close,volume,num_trds,value
2021-07-27 17:00:00-04:00,0.9145,0.9145,0.9144,0.9144,0,181,0.0
2021-07-27 17:01:00-04:00,0.9144,0.9147,0.9144,0.9147,0,321,0.0
2021-07-27 17:02:00-04:00,0.9147,0.9148,0.9146,0.9147,0,306,0.0
2021-07-27 17:03:00-04:00,0.9147,0.9148,0.9147,0.9147,0,311,0.0
2021-07-27 17:04:00-04:00,0.9147,0.9148,0.9146,0.9147,0,347,0.0
2021-07-27 17:05:00-04:00,0.9147,0.9147,0.914,0.9141,0,410,0.0
2021-07-27 17:06:00-04:00,0.9141,0.9142,0.914,0.9142,0,375,0.0
2021-07-27 17:07:00-04:00,0.9142,0.9142,0.9139,0.914,0,385,0.0
2021-07-27 17:08:00-04:00,0.914,0.9141,0.914,0.9141,0,339,0.0
2021-07-27 17:09:00-04:00,0.9141,0.9141,0.914,0.9141,0,338,0.0
2021-07-27 17:10:00-04:00,0.9141,0.9142,0.9141,0.9141,0,365,0.0
2021-07-27 17:11:00-04:00,0.9141,0.9143,0.914,0.9142,0,386,0.0
2021-07-27 17:12:00-04:00,0.9142,0.9144,0.9142,0.9143,0,473,0.0
2021-07-27 17:13:00-04:00,0.9143,0.9143,0.914,0.9141,0,458,0.0
2021-07-27 17:14:00-04:00,0.9141,0.9142,0.9141,0.9141,0,465,0.0
2021-07-27 17:15:00-04:00,0.9141,0.9142,0.9141,0.9141,0,419,0.0
2021-07-27 17:16:00-04:00,0.9141,0.9141,0.914,0.914,0,380,0.0
2021-07-27 17:17:00-04:00,0.914,0.9141,0.914,0.9141,0,381,0.0
2021-07-27 17:18:00-04:00,0.9141,0.9141,0.914,0.9141,0,382,0.0
2021-07-27 17:19:00-04:00,0.9141,0.9142,0.914,0.9141,0,401,0.0
2021-07-27 17:20:00-04:00,0.9141,0.9142,0.914,0.9142,0,394,0.0
2021-07-27 17:21:00-04:00,0.9142,0.9142,0.914,0.9141,0,368,0.0
