,CHF Curncy,CHF Curncy,CHF Curncy,CHF Curncy,CHF Curncy,CHF Curncy,CHF Curncy
,open,high,low,close,volume,num_trds,value
2021-10-24 14:10:00-04:00,0.9162,0.9162,0.9162,0.9162,0,7,0.0
2021-10-24 14:30:00-04:00,0.9162,0.9162,0.9162,0.9162,0,4,0.0
2021-10-24 14:47:00-04:00,0.916,0.9163,0.916,0.9163,0,27,0.0
2021-10-24 15:00:00-04:00,0.9161,0.9166,0.9161,0.9166,0,14,0.0
2021-10-24 15:01:00-04:00,0.9166,0.9166,0.9166,0.9166,0,44,0.0
2021-10-24 15:02:00-04:00,0.9166,0.9166,0.9165,0.9166,0,26,0.0
2021-10-24 15:03:00-04:00,0.9166,0.9166,0.9166,0.9166,0,8,0.0
2021-10-24 15:04:00-04:00,0.9166,0.9166,0.9166,0.9166,0,18,0.0
2021-10-24 15:05:00-04:00,0.9166,0.9167,0.9165,0.9166,0,56,0.0
2021-10-24 15:06:00-04:00,0.9166,0.9166,0.9165,0.9166,0,51,0.0
2021-10-24 15:07:00-04:00,0.9166,0.9166,0.9165,0.9166,0,48,0.0
2021-10-24 15:08:00-04:00,0.9166,0.9166,0.9164,0.9165,0,60,0.0
2021-10-24 15:09:00-04:00,0.9165,0.9166,0.9165,0.9166,0,80,0.0
2021-10-24 15:10:00-04:00,0.9166,0.9167,0.9165,0.9166,0,71,0.0
2021-10-24 15:11:00-04:00,0.9166,0.9168,0.9166,0.9167,0,48,0.0
2021-10-24 15:12:00-04:00,0.9167,0.9167,0.9165,0.9165,0,67,0.0
2021-10-24 15:13:00-04:00,0.9165,0.9166,0.9164,0.9165,0,65,0.0
2021-10-24 15:14:00-04:00,0.9165,0.9166,0.9164,0.9165,0,47,0.0
2021-10-24 15:15:00-04:00,0.9165,0.9166,0.9165,0.9166,0,38,0.0
2021-10-24 15:16:00-04:00,0.9166,0.9166,0.9164,0.9165,0,49,0.0
2021-10-24 15:17:00-04:00,0.9165,0.9166,0.9164,0.9165,0,71,0.0
2021-10-24 15:18:00-04:00,0.9165,0.9166,0.9165,0.9166,0,71,0.0
2021-10-24 15:19:00-04:00,0.9166,0.9166,0.9164,0.9165,0,60,0.0
2021-10-24 15:20:00-04:00,0.9165,0.9165,0.9164,0.9165,0,58,0.0
2021-10-24 15:21:00-04:00,0.9165,0.9165,0.9164,0.9165,0,52,0.0
2021-10-24 15:22:00-04:00,0.9165,0.9166,0.9164,0.9164,0,62,0.0
2021-10-24 15:23:00-04:00,0.9164,0.9166,0.9164,0.9165,0,53,0.0
2021-10-24 15:24:00-04:00,0.9165,0.9166,0.9164,0.9165,0,79,0.0
2021-10-24 15:25:00-04:00,0.9166,0.9166,0.9164,0.9165,0,51,0.0
2021-10-24 15:26:00-04:00,0.9165,0.9166,0.9164,0.9165,0,73,0.0
2021-10-24 15:27:00-04:00,0.9165,0.9166,0.9164,0.9165,0,56,0.0
2021-10-24 15:28:00-04:00,0.9165,0.9166,0.9164,0.9165,0,68,0.0
2021-10-24 15:29:00-04:00,0.9165,0.9166,0.9164,0.9165,0,65,0.0
2021-10-24 15:30:00-04:00,0.9166,0.9166,0.9164,0.9165,0,88,0.0
2021-10-24 15:31:00-04:00,0.9165,0.9166,0.9165,0.9165,0,82,0.0
2021-10-24 15:32:00-04:00,0.9165,0.9166,0.9164,0.9165,0,80,0.0
2021-10-24 15:33:00-04:00,0.9165,0.9166,0.9164,0.9165,0,77,0.0
2021-10-24 15:34:00-04:00,0.9166,0.9166,0.9165,0.9165,0,88,0.0
2021-10-24 15:35:00-04:00,0.9165,0.9166,0.9164,0.9166,0,96,0.0
2021-10-24 15:36:00-04:00,0.9165,0.9166,0.9164,0.9165,0,66,0.0
2021-10-24 15:37:00-04:00,0.9165,0.9166,0.9165,0.9165,0,68,0.0
2021-10-24 15:38:00-04:00,0.9165,0.9166,0.9164,0.9166,0,83,0.0
2021-10-24 15:39:00-04:00,0.9166,0.9166,0.9164,0.9165,0,82,0.0
2021-10-24 15:40:00-04:00,0.9165,0.9166,0.9164,0.9165,0,84,0.0
2021-10-24 15:41:00-04:00,0.9165,0.9167,0.9163,0.9165,0,75,0.0
2021-10-24 15:42:00-04:00,0.9165,0.9165,0.9164,0.9165,0,95,0.0
2021-10-24 15:43:00-04:00,0.9165,0.9166,0.9165,0.9165,0,84,0.0
2021-10-24 15:44:00-04:00,0.9165,0.9165,0.9164,0.9165,0,82,0.0
2021-10-24 15:45:00-04:00,0.9165,0.9165,0.9165,0.9165,0,81,0.0
2021-10-24 15:46:00-04:00,0.9165,0.9166,0.9164,0.9165,0,86,0.0
2021-10-24 15:47:00-04:00,0.9165,0.9165,0.9164,0.9165,0,94,0.0
2021-10-24 15:48:00-04:00,0.9165,0.9165,0.9164,0.9165,0,86,0.0
2021-10-24 15:49:00-04:00,0.9165,0.9165,0.9164,0.9165,0,88,0.0
2021-10-24 15:50:00-04:00,0.9165,0.9166,0.9164,0.9165,0,102,0.0
2021-10-24 15:51:00-04:00,0.9164,0.9165,0.9164,0.9165,0,106,0.0
2021-10-24 15:52:00-04:00,0.9165,0.9165,0.9164,0.9165,0,92,0.0
2021-10-24 15:53:00-04:00,0.9165,0.9165,0.9164,0.9165,0,87,0.0
2021-10-24 15:54:00-04:00,0.9164,0.9165,0.9164,0.9165,0,110,0.0
2021-10-24 15:55:00-04:00,0.9165,0.9166,0.9164,0.9164,0,93,0.0
