,CHF Curncy,CHF Curncy,CHF Curncy,CHF Curncy,CHF Curncy,CHF Curncy,CHF Curncy
,open,high,low,close,volume,num_trds,value
2021-08-22 14:59:00-04:00,0.9161,0.9161,0.9161,0.9161,0,8,0.0
2021-08-22 15:00:00-04:00,0.9166,0.9166,0.9161,0.9162,0,13,0.0
2021-08-22 15:01:00-04:00,0.9161,0.9161,0.9161,0.9161,0,6,0.0
2021-08-22 15:02:00-04:00,0.9161,0.9161,0.916,0.9161,0,20,0.0
2021-08-22 15:04:00-04:00,0.9161,0.9161,0.9161,0.9161,0,4,0.0
2021-08-22 15:05:00-04:00,0.9161,0.9161,0.9161,0.9161,0,14,0.0
2021-08-22 15:07:00-04:00,0.9161,0.9161,0.9161,0.9161,0,12,0.0
2021-08-22 15:11:00-04:00,0.9161,0.9161,0.9161,0.9161,0,4,0.0
2021-08-22 15:12:00-04:00,0.9161,0.9161,0.9161,0.9161,0,17,0.0
2021-08-22 15:13:00-04:00,0.9161,0.9165,0.9161,0.9161,0,20,0.0
2021-08-22 15:14:00-04:00,0.9161,0.9161,0.9161,0.9161,0,3,0.0
2021-08-22 15:15:00-04:00,0.9164,0.9164,0.9164,0.9164,0,7,0.0
2021-08-22 15:16:00-04:00,0.9164,0.9164,0.9164,0.9164,0,4,0.0
2021-08-22 15:17:00-04:00,0.9164,0.9164,0.9164,0.9164,0,8,0.0
2021-08-22 15:18:00-04:00,0.9164,0.9164,0.9161,0.9164,0,16,0.0
2021-08-22 15:19:00-04:00,0.9164,0.9164,0.9164,0.9164,0,10,0.0
2021-08-22 15:20:00-04:00,0.9164,0.9164,0.9162,0.9164,0,28,0.0
2021-08-22 15:21:00-04:00,0.9165,0.9166,0.9162,0.9162,0,28,0.0
2021-08-22 15:22:00-04:00,0.9162,0.9164,0.9162,0.9164,0,6,0.0
2021-08-22 15:23:00-04:00,0.9164,0.9164,0.9164,0.9164,0,8,0.0
2021-08-22 15:26:00-04:00,0.9163,0.9163,0.9161,0.9162,0,301,0.0
2021-08-22 15:27:00-04:00,0.9162,0.9163,0.9161,0.9161,0,62,0.0
2021-08-22 15:28:00-04:00,0.9161,0.9162,0.9161,0.9161,0,13,0.0
2021-08-22 15:29:00-04:00,0.916,0.916,0.916,0.916,0,6,0.0
2021-08-22 15:31:00-04:00,0.9161,0.9162,0.9159,0.9161,0,34,0.0
2021-08-22 15:32:00-04:00,0.9161,0.9165,0.9161,0.9163,0,26,0.0
