,CHF Curncy,CHF Curncy,CHF Curncy,CHF Curncy,CHF Curncy,CHF Curncy,CHF Curncy
,open,high,low,close,volume,num_trds,value
2021-05-03 17:00:00-04:00,0.9109,0.9109,0.9108,0.9109,0,263,0.0
2021-05-03 17:01:00-04:00,0.9109,0.9109,0.9108,0.9109,0,220,0.0
2021-05-03 17:02:00-04:00,0.9109,0.911,0.9104,0.9104,0,269,0.0
2021-05-03 17:03:00-04:00,0.9105,0.9106,0.9104,0.9105,0,275,0.0
2021-05-03 17:04:00-04:00,0.9105,0.9106,0.9104,0.9105,0,358,0.0
2021-05-03 17:05:00-04:00,0.9105,0.9106,0.9105,0.9105,0,379,0.0
2021-05-03 17:06:00-04:00,0.9105,0.9107,0.9105,0.9107,0,387,0.0
2021-05-03 17:07:00-04:00,0.9107,0.9107,0.9107,0.9107,0,464,0.0
2021-05-03 17:08:00-04:00,0.9107,0.9108,0.9107,0.9107,0,472,0.0
2021-05-03 17:09:00-04:00,0.9107,0.9107,0.9105,0.9107,0,494,0.0
2021-05-03 17:10:00-04:00,0.9107,0.9107,0.9107,0.9107,0,471,0.0
2021-05-03 17:11:00-04:00,0.9107,0.9107,0.9107,0.9107,0,473,0.0
2021-05-03 17:12:00-04:00,0.9107,0.9107,0.9107,0.9107,0,471,0.0
2021-05-03 17:13:00-04:00,0.9107,0.9107,0.9107,0.9107,0,463,0.0
2021-05-03 17:14:00-04:00,0.9107,0.9107,0.9107,0.9107,0,482,0.0
2021-05-03 17:15:00-04:00,0.9107,0.9108,0.9107,0.9107,0,473,0.0
2021-05-03 17:16:00-04:00,0.9107,0.9108,0.9107,0.9108,0,472,0.0
2021-05-03 17:17:00-04:00,0.9108,0.9108,0.9107,0.9108,0,458,0.0
2021-05-03 17:18:00-04:00,0.9108,0.9109,0.9107,0.9108,0,508,0.0
2021-05-03 17:19:00-04:00,0.9108,0.9108,0.9107,0.9108,0,505,0.0
2021-05-03 17:20:00-04:00,0.9108,0.9108,0.9107,0.9107,0,604,0.0
2021-05-03 17:21:00-04:00,0.9107,0.9108,0.9107,0.9107,0,487,0.0
2021-05-03 17:22:00-04:00,0.9107,0.9108,0.9107,0.9107,0,765,0.0
2021-05-03 17:23:00-04:00,0.9107,0.9108,0.9107,0.9108,0,513,0.0
2021-05-03 17:24:00-04:00,0.9108,0.9108,0.9107,0.9107,0,1082,0.0
2021-05-03 17:25:00-04:00,0.9107,0.9108,0.9107,0.9107,0,855,0.0
2021-05-03 17:26:00-04:00,0.9107,0.9107,0.9107,0.9107,0,470,0.0
2021-05-03 17:27:00-04:00,0.9107,0.9108,0.9107,0.9108,0,468,0.0
2021-05-03 17:28:00-04:00,0.9108,0.9108,0.9107,0.9107,0,512,0.0
2021-05-03 17:29:00-04:00,0.9107,0.9108,0.9107,0.9107,0,495,0.0
2021-05-03 17:30:00-04:00,0.9108,0.9111,0.9108,0.911,0,484,0.0
2021-05-03 17:31:00-04:00,0.911,0.9111,0.911,0.911,0,478,0.0
2021-05-03 17:32:00-04:00,0.911,0.911,0.911,0.911,0,459,0.0
2021-05-03 17:33:00-04:00,0.911,0.9111,0.911,0.911,0,461,0.0
2021-05-03 17:34:00-04:00,0.911,0.9111,0.911,0.911,0,459,0.0
2021-05-03 17:35:00-04:00,0.911,0.911,0.911,0.911,0,471,0.0
2021-05-03 17:36:00-04:00,0.911,0.9111,0.9109,0.9109,0,473,0.0
2021-05-03 17:37:00-04:00,0.9109,0.9109,0.9109,0.9109,0,460,0.0
2021-05-03 17:38:00-04:00,0.9109,0.9109,0.9108,0.9109,0,466,0.0
2021-05-03 17:39:00-04:00,0.9109,0.9109,0.9108,0.9109,0,460,0.0
2021-05-03 17:40:00-04:00,0.9109,0.9109,0.9109,0.9109,0,469,0.0
2021-05-03 17:41:00-04:00,0.9109,0.911,0.9109,0.911,0,474,0.0
2021-05-03 17:42:00-04:00,0.911,0.911,0.9109,0.9109,0,465,0.0
2021-05-03 17:43:00-04:00,0.9109,0.9111,0.9109,0.911,0,489,0.0
2021-05-03 17:44:00-04:00,0.911,0.911,0.9109,0.9109,0,500,0.0
2021-05-03 17:45:00-04:00,0.9109,0.911,0.9108,0.911,0,504,0.0
2021-05-03 17:46:00-04:00,0.911,0.911,0.9109,0.9109,0,520,0.0
2021-05-03 17:47:00-04:00,0.9109,0.9111,0.9108,0.9108,0,530,0.0
2021-05-03 17:48:00-04:00,0.9108,0.9109,0.9107,0.9109,0,546,0.0
2021-05-03 17:49:00-04:00,0.9109,0.911,0.9108,0.911,0,594,0.0
2021-05-03 17:50:00-04:00,0.911,0.911,0.9108,0.911,0,1916,0.0
2021-05-03 17:51:00-04:00,0.911,0.9111,0.9108,0.911,0,1977,0.0
2021-05-03 17:52:00-04:00,0.911,0.9112,0.9109,0.9112,0,993,0.0
2021-05-03 17:53:00-04:00,0.9112,0.9113,0.911,0.9111,0,818,0.0
2021-05-03 17:54:00-04:00,0.9111,0.9111,0.911,0.911,0,573,0.0
2021-05-03 17:55:00-04:00,0.911,0.911,0.911,0.911,0,514,0.0
2021-05-03 17:56:00-04:00,0.911,0.911,0.911,0.911,0,506,0.0
2021-05-03 17:57:00-04:00,0.911,0.911,0.911,0.911,0,521,0.0
2021-05-03 17:58:00-04:00,0.911,0.911,0.9109,0.9109,0,506,0.0
2021-05-03 17:59:00-04:00,0.9109,0.9112,0.9109,0.9112,0,520,0.0
2021-05-03 18:00:00-04:00,0.9112,0.9112,0.9111,0.9112,0,627,0.0
2021-05-03 18:01:00-04:00,0.9112,0.9112,0.9112,0.9112,0,625,0.0
2021-05-03 18:02:00-04:00,0.9112,0.9112,0.9112,0.9112,0,558,0.0
2021-05-03 18:03:00-04:00,0.9112,0.9112,0.9112,0.9112,0,683,0.0
2021-05-03 18:04:00-04:00,0.9112,0.9112,0.9112,0.9112,0,834,0.0
2021-05-03 18:05:00-04:00,0.9112,0.9113,0.9112,0.9112,0,650,0.0
2021-05-03 18:06:00-04:00,0.9112,0.9112,0.9112,0.9112,0,532,0.0
2021-05-03 18:07:00-04:00,0.9112,0.9112,0.9111,0.9112,0,637,0.0
2021-05-03 18:08:00-04:00,0.9112,0.9112,0.9112,0.9112,0,568,0.0
2021-05-03 18:09:00-04:00,0.9112,0.9113,0.9112,0.9112,0,622,0.0
2021-05-03 18:10:00-04:00,0.9112,0.9113,0.9112,0.9112,0,540,0.0
2021-05-03 18:11:00-04:00,0.9112,0.9113,0.9112,0.9113,0,577,0.0
2021-05-03 18:12:00-04:00,0.9113,0.9113,0.9113,0.9113,0,477,0.0
2021-05-03 18:13:00-04:00,0.9113,0.9113,0.9112,0.9112,0,511,0.0
2021-05-03 18:14:00-04:00,0.9112,0.9113,0.9112,0.9112,0,560,0.0
2021-05-03 18:15:00-04:00,0.9112,0.9112,0.9112,0.9112,0,692,0.0
2021-05-03 18:16:00-04:00,0.9112,0.9112,0.9112,0.9112,0,588,0.0
2021-05-03 18:17:00-04:00,0.9112,0.9113,0.9112,0.9112,0,520,0.0
2021-05-03 18:18:00-04:00,0.9112,0.9112,0.9112,0.9112,0,590,0.0
2021-05-03 18:19:00-04:00,0.9112,0.9113,0.9112,0.9113,0,520,0.0
2021-05-03 18:20:00-04:00,0.9113,0.9113,0.9112,0.9113,0,520,0.0
2021-05-03 18:21:00-04:00,0.9113,0.9114,0.9113,0.9114,0,526,0.0
2021-05-03 18:22:00-04:00,0.9114,0.9114,0.9113,0.9114,0,539,0.0
2021-05-03 18:23:00-04:00,0.9114,0.9114,0.9114,0.9114,0,493,0.0
2021-05-03 18:24:00-04:00,0.9114,0.9116,0.9114,0.9116,0,526,0.0
2021-05-03 18:25:00-04:00,0.9116,0.9116,0.9116,0.9116,0,494,0.0
2021-05-03 18:26:00-04:00,0.9116,0.9116,0.9116,0.9116,0,471,0.0
2021-05-03 18:27:00-04:00,0.9116,0.9116,0.9116,0.9116,0,473,0.0
2021-05-03 18:28:00-04:00,0.9116,0.9116,0.9116,0.9116,0,467,0.0
2021-05-03 18:29:00-04:00,0.9116,0.9116,0.9115,0.9115,0,494,0.0
2021-05-03 18:30:00-04:00,0.9115,0.9115,0.9115,0.9115,0,463,0.0
2021-05-03 18:31:00-04:00,0.9115,0.9115,0.9115,0.9115,0,461,0.0
2021-05-03 18:32:00-04:00,0.9115,0.9115,0.9115,0.9115,0,493,0.0
2021-05-03 18:33:00-04:00,0.9115,0.9115,0.9115,0.9115,0,537,0.0
2021-05-03 18:34:00-04:00,0.9115,0.9115,0.9115,0.9115,0,468,0.0
2021-05-03 18:35:00-04:00,0.9115,0.9115,0.9114,0.9115,0,486,0.0
2021-05-03 18:36:00-04:00,0.9115,0.9115,0.9114,0.9115,0,503,0.0
2021-05-03 18:37:00-04:00,0.9115,0.9115,0.9114,0.9114,0,499,0.0
2021-05-03 18:38:00-04:00,0.9114,0.9114,0.9114,0.9114,0,489,0.0
2021-05-03 18:39:00-04:00,0.9114,0.9115,0.9114,0.9115,0,479,0.0
2021-05-03 18:40:00-04:00,0.9115,0.9115,0.9115,0.9115,0,480,0.0
2021-05-03 18:41:00-04:00,0.9115,0.9115,0.9115,0.9115,0,493,0.0
2021-05-03 18:42:00-04:00,0.9115,0.9115,0.9115,0.9115,0,483,0.0
2021-05-03 18:43:00-04:00,0.9115,0.9115,0.9114,0.9114,0,483,0.0
2021-05-03 18:44:00-04:00,0.9114,0.9114,0.9114,0.9114,0,471,0.0
2021-05-03 18:45:00-04:00,0.9114,0.9114,0.9114,0.9114,0,471,0.0
2021-05-03 18:46:00-04:00,0.9114,0.9114,0.9114,0.9114,0,472,0.0
2021-05-03 18:47:00-04:00,0.9114,0.9114,0.9114,0.9114,0,475,0.0
2021-05-03 18:48:00-04:00,0.9114,0.9114,0.9114,0.9114,0,480,0.0
2021-05-03 18:49:00-04:00,0.9114,0.9115,0.9114,0.9115,0,476,0.0
2021-05-03 18:50:00-04:00,0.9115,0.9115,0.9115,0.9115,0,472,0.0
2021-05-03 18:51:00-04:00,0.9115,0.9115,0.9115,0.9115,0,474,0.0
2021-05-03 18:52:00-04:00,0.9115,0.9115,0.9115,0.9115,0,475,0.0
2021-05-03 18:53:00-04:00,0.9115,0.9115,0.9115,0.9115,0,471,0.0
2021-05-03 18:54:00-04:00,0.9115,0.9115,0.9115,0.9115,0,486,0.0
2021-05-03 18:55:00-04:00,0.9115,0.9115,0.9115,0.9115,0,464,0.0
2021-05-03 18:56:00-04:00,0.9115,0.9115,0.9115,0.9115,0,455,0.0
2021-05-03 18:57:00-04:00,0.9115,0.9115,0.9115,0.9115,0,463,0.0
2021-05-03 18:58:00-04:00,0.9115,0.9115,0.9115,0.9115,0,471,0.0
2021-05-03 18:59:00-04:00,0.9115,0.9115,0.9115,0.9115,0,475,0.0
2021-05-03 19:00:00-04:00,0.9115,0.9115,0.9115,0.9115,0,495,0.0
2021-05-03 19:01:00-04:00,0.9115,0.9115,0.9115,0.9115,0,491,0.0
2021-05-03 19:02:00-04:00,0.9115,0.9115,0.9115,0.9115,0,474,0.0
2021-05-03 19:03:00-04:00,0.9115,0.9115,0.9115,0.9115,0,469,0.0
2021-05-03 19:04:00-04:00,0.9115,0.9115,0.9115,0.9115,0,481,0.0
2021-05-03 19:05:00-04:00,0.9115,0.9115,0.9115,0.9115,0,489,0.0
2021-05-03 19:06:00-04:00,0.9115,0.9115,0.9115,0.9115,0,460,0.0
2021-05-03 19:07:00-04:00,0.9115,0.9115,0.9115,0.9115,0,497,0.0
2021-05-03 19:08:00-04:00,0.9115,0.9115,0.9115,0.9115,0,465,0.0
2021-05-03 19:09:00-04:00,0.9115,0.9115,0.9115,0.9115,0,487,0.0
2021-05-03 19:10:00-04:00,0.9115,0.9115,0.9115,0.9115,0,463,0.0
2021-05-03 19:11:00-04:00,0.9115,0.9115,0.9115,0.9115,0,480,0.0
2021-05-03 19:12:00-04:00,0.9115,0.9115,0.9115,0.9115,0,486,0.0
2021-05-03 19:13:00-04:00,0.9115,0.9115,0.9115,0.9115,0,488,0.0
2021-05-03 19:14:00-04:00,0.9115,0.9115,0.9115,0.9115,0,462,0.0
