,CHF Curncy,CHF Curncy,CHF Curncy,CHF Curncy,CHF Curncy,CHF Curncy,CHF Curncy
,open,high,low,close,volume,num_trds,value
2021-08-01 15:00:00-04:00,0.9063,0.9066,0.9062,0.9063,0,11,0.0
2021-08-01 15:01:00-04:00,0.9061,0.9067,0.906,0.906,0,14,0.0
2021-08-01 15:02:00-04:00,0.906,0.9061,0.906,0.9061,0,13,0.0
2021-08-01 15:05:00-04:00,0.9061,0.9063,0.906,0.9063,0,41,0.0
2021-08-01 15:06:00-04:00,0.9063,0.9064,0.9057,0.9061,0,29,0.0
2021-08-01 15:07:00-04:00,0.9061,0.9063,0.9057,0.9063,0,36,0.0
2021-08-01 15:08:00-04:00,0.9063,0.9063,0.9063,0.9063,0,22,0.0
2021-08-01 15:09:00-04:00,0.9063,0.9064,0.906,0.906,0,35,0.0
2021-08-01 15:10:00-04:00,0.9058,0.9062,0.9058,0.9058,0,38,0.0
2021-08-01 15:11:00-04:00,0.9056,0.9063,0.9056,0.9058,0,33,0.0
2021-08-01 15:12:00-04:00,0.9058,0.9064,0.9057,0.9058,0,51,0.0
2021-08-01 15:13:00-04:00,0.9059,0.9063,0.9056,0.906,0,55,0.0
2021-08-01 15:14:00-04:00,0.906,0.9064,0.9059,0.9061,0,46,0.0
2021-08-01 15:15:00-04:00,0.9061,0.9061,0.9057,0.9058,0,46,0.0
2021-08-01 15:16:00-04:00,0.9058,0.9059,0.9056,0.9057,0,59,0.0
2021-08-01 15:17:00-04:00,0.9056,0.9062,0.9056,0.9058,0,36,0.0
2021-08-01 15:18:00-04:00,0.9058,0.9062,0.9055,0.9058,0,53,0.0
2021-08-01 15:19:00-04:00,0.9058,0.9058,0.9056,0.9057,0,24,0.0
2021-08-01 15:20:00-04:00,0.9056,0.9059,0.9056,0.9057,0,39,0.0
2021-08-01 15:21:00-04:00,0.9057,0.9059,0.9057,0.9059,0,30,0.0
2021-08-01 15:22:00-04:00,0.9058,0.9059,0.9056,0.9059,0,30,0.0
2021-08-01 15:23:00-04:00,0.9058,0.9059,0.9056,0.9056,0,40,0.0
2021-08-01 15:24:00-04:00,0.9056,0.9059,0.9056,0.9058,0,34,0.0
2021-08-01 15:25:00-04:00,0.9058,0.9059,0.9058,0.9059,0,2,0.0
2021-08-01 15:26:00-04:00,0.9059,0.9059,0.9057,0.9058,0,39,0.0
2021-08-01 15:27:00-04:00,0.9057,0.9062,0.9056,0.9059,0,39,0.0
2021-08-01 15:28:00-04:00,0.9059,0.9059,0.9058,0.9058,0,21,0.0
2021-08-01 15:29:00-04:00,0.9058,0.9058,0.9057,0.9058,0,41,0.0
2021-08-01 15:30:00-04:00,0.9058,0.9059,0.9058,0.9059,0,31,0.0
2021-08-01 15:31:00-04:00,0.9059,0.9059,0.9057,0.9058,0,44,0.0
2021-08-01 15:32:00-04:00,0.9058,0.9064,0.9056,0.9058,0,77,0.0
2021-08-01 15:33:00-04:00,0.9058,0.9064,0.9057,0.906,0,48,0.0
2021-08-01 15:34:00-04:00,0.9059,0.9064,0.9058,0.9063,0,43,0.0
2021-08-01 15:35:00-04:00,0.9063,0.9065,0.9058,0.9063,0,43,0.0
2021-08-01 15:36:00-04:00,0.9063,0.9063,0.9055,0.9061,0,61,0.0
2021-08-01 15:37:00-04:00,0.9061,0.9062,0.9056,0.9061,0,40,0.0
2021-08-01 15:38:00-04:00,0.906,0.9061,0.9057,0.9057,0,13,0.0
2021-08-01 15:39:00-04:00,0.9059,0.9064,0.9056,0.9064,0,18,0.0
2021-08-01 15:40:00-04:00,0.9064,0.9064,0.9057,0.9061,0,21,0.0
2021-08-01 15:41:00-04:00,0.9061,0.9061,0.9056,0.9056,0,25,0.0
2021-08-01 15:42:00-04:00,0.9056,0.9064,0.9056,0.9064,0,23,0.0
2021-08-01 15:43:00-04:00,0.9061,0.9064,0.906,0.9064,0,16,0.0
2021-08-01 15:44:00-04:00,0.9063,0.9063,0.9057,0.9057,0,35,0.0
2021-08-01 15:45:00-04:00,0.9055,0.9063,0.9055,0.9061,0,39,0.0
2021-08-01 15:46:00-04:00,0.9061,0.9063,0.9058,0.9059,0,18,0.0
2021-08-01 15:47:00-04:00,0.9059,0.9064,0.9059,0.9064,0,2,0.0
2021-08-01 15:48:00-04:00,0.9061,0.9061,0.9055,0.9056,0,36,0.0
2021-08-01 15:49:00-04:00,0.9058,0.9063,0.9058,0.9063,0,16,0.0
2021-08-01 15:50:00-04:00,0.9063,0.9063,0.9058,0.9058,0,47,0.0
2021-08-01 15:51:00-04:00,0.9058,0.9063,0.9058,0.9063,0,26,0.0
