,S K22 Comdty,S K22 Comdty,S K22 Comdty,S K22 Comdty,S K22 Comdty,S K22 Comdty,S K22 Comdty
,open,high,low,close,volume,num_trds,value
2021-09-20 20:00:00-04:00,1284.0,1284.0,1283.0,1283.75,12,6,15400.25
2021-09-20 20:01:00-04:00,1284.0,1284.0,1284.0,1284.0,1,1,1284.0
2021-09-20 20:13:00-04:00,1283.25,1283.25,1282.75,1282.75,20,11,25658.75
2021-09-20 20:24:00-04:00,1283.25,1283.25,1283.25,1283.25,1,1,1283.25
2021-09-20 20:28:00-04:00,1282.5,1282.5,1282.5,1282.5,1,1,1282.5
2021-09-20 20:30:00-04:00,1282.25,1282.25,1282.25,1282.25,1,1,1282.25
2021-09-20 20:31:00-04:00,1281.5,1281.5,1281.5,1281.5,1,1,1281.5
2021-09-20 21:11:00-04:00,1283.5,1283.5,1283.5,1283.5,1,1,1283.5
2021-09-20 22:04:00-04:00,1285.25,1285.25,1284.75,1284.75,40,3,51399.5
2021-09-21 00:03:00-04:00,1284.25,1284.25,1284.25,1284.25,1,1,1284.25
2021-09-21 01:19:00-04:00,1282.75,1282.75,1282.75,1282.75,1,1,1282.75
2021-09-21 01:27:00-04:00,1283.25,1283.25,1283.25,1283.25,1,1,1283.25
2021-09-21 01:48:00-04:00,1283.5,1283.5,1283.5,1283.5,1,1,1283.5
2021-09-21 02:32:00-04:00,1284.25,1284.25,1284.25,1284.25,1,1,1284.25
2021-09-21 02:55:00-04:00,1282.75,1282.75,1282.75,1282.75,1,1,1282.75
2021-09-21 02:58:00-04:00,1282.25,1282.25,1282.25,1282.25,2,2,2564.5
2021-09-21 03:05:00-04:00,1282.75,1282.75,1282.75,1282.75,1,1,1282.75
2021-09-21 03:08:00-04:00,1282.0,1282.0,1282.0,1282.0,1,1,1282.0
2021-09-21 03:09:00-04:00,1282.0,1282.0,1281.5,1281.5,7,3,8972.5
2021-09-21 03:18:00-04:00,1281.0,1281.0,1281.0,1281.0,3,2,3843.0
2021-09-21 03:21:00-04:00,1282.25,1282.25,1282.25,1282.25,1,1,1282.25
2021-09-21 03:51:00-04:00,1282.25,1282.25,1282.25,1282.25,1,1,1282.25
2021-09-21 04:01:00-04:00,1283.5,1283.5,1283.5,1283.5,1,1,1283.5
2021-09-21 04:12:00-04:00,1283.75,1283.75,1283.75,1283.75,1,1,1283.75
2021-09-21 04:21:00-04:00,1283.5,1283.5,1283.25,1283.25,2,2,2566.75
2021-09-21 04:23:00-04:00,1282.75,1282.75,1282.75,1282.75,1,1,1282.75
2021-09-21 04:35:00-04:00,1285.25,1285.25,1285.25,1285.25,1,1,1285.25
2021-09-21 04:40:00-04:00,1286.0,1286.0,1286.0,1286.0,1,1,1286.0
2021-09-21 04:45:00-04:00,1285.75,1285.75,1285.75,1285.75,1,1,1285.75
2021-09-21 04:57:00-04:00,1285.75,1285.75,1285.75,1285.75,1,1,1285.75
2021-09-21 06:21:00-04:00,1285.75,1285.75,1285.75,1285.75,2,1,2571.5
2021-09-21 06:46:00-04:00,1285.75,1285.75,1285.75,1285.75,1,1,1285.75
2021-09-21 06:58:00-04:00,1286.0,1286.0,1286.0,1286.0,1,1,1286.0
2021-09-21 07:08:00-04:00,1286.5,1286.5,1286.5,1286.5,1,1,1286.5
2021-09-21 07:15:00-04:00,1285.75,1285.75,1285.75,1285.75,1,1,1285.75
2021-09-21 07:18:00-04:00,1285.75,1285.75,1285.75,1285.75,1,1,1285.75
2021-09-21 07:27:00-04:00,1286.5,1286.5,1286.5,1286.5,1,1,1286.5
2021-09-21 07:59:00-04:00,1285.25,1285.25,1284.75,1284.75,2,2,2570.0
2021-09-21 08:00:00-04:00,1284.5,1284.5,1284.5,1284.5,4,1,5138.0
2021-09-21 08:03:00-04:00,1285.5,1285.5,1285.5,1285.5,2,2,2571.0
2021-09-21 08:14:00-04:00,1285.25,1285.25,1285.25,1285.25,1,1,1285.25
2021-09-21 08:33:00-04:00,1285.5,1285.5,1285.5,1285.5,2,1,2571.0
2021-09-21 08:35:00-04:00,1286.25,1286.5,1286.0,1286.0,4,4,5145.0
2021-09-21 08:38:00-04:00,1286.75,1286.75,1286.75,1286.75,1,1,1286.75
2021-09-21 08:43:00-04:00,1286.75,1286.75,1286.75,1286.75,4,2,5147.0
2021-09-21 09:29:00-04:00,1286.75,1286.75,1286.75,1286.75,3,2,3860.25
2021-09-21 09:30:00-04:00,1287.75,1287.75,1283.25,1284.5,10,8,12850.75
2021-09-21 09:31:00-04:00,1282.5,1284.0,1282.5,1283.25,55,18,70602.0
2021-09-21 09:32:00-04:00,1283.0,1283.75,1282.5,1283.75,14,8,17964.25
2021-09-21 09:33:00-04:00,1284.0,1284.0,1284.0,1284.0,1,1,1284.0
2021-09-21 09:34:00-04:00,1284.75,1285.75,1284.75,1285.75,5,4,6426.75
2021-09-21 09:35:00-04:00,1285.5,1285.5,1285.0,1285.0,2,2,2570.5
2021-09-21 09:36:00-04:00,1284.0,1284.0,1284.0,1284.0,4,1,5136.0
2021-09-21 09:37:00-04:00,1284.25,1284.25,1283.5,1283.5,11,2,14119.25
2021-09-21 09:38:00-04:00,1284.75,1284.75,1284.75,1284.75,1,1,1284.75
2021-09-21 09:39:00-04:00,1283.0,1283.0,1282.75,1282.75,3,3,3848.5
2021-09-21 09:40:00-04:00,1283.5,1283.5,1283.5,1283.5,4,3,5134.0
2021-09-21 09:43:00-04:00,1283.75,1283.75,1283.75,1283.75,1,1,1283.75
2021-09-21 09:44:00-04:00,1284.25,1284.25,1284.25,1284.25,2,2,2568.5
2021-09-21 09:45:00-04:00,1284.25,1284.25,1283.75,1283.75,2,2,2568.0
2021-09-21 09:46:00-04:00,1284.25,1284.25,1283.5,1283.5,8,4,10272.5
2021-09-21 09:47:00-04:00,1283.5,1283.5,1283.5,1283.5,1,1,1283.5
2021-09-21 09:50:00-04:00,1283.75,1283.75,1283.75,1283.75,2,1,2567.5
2021-09-21 09:55:00-04:00,1282.5,1282.5,1282.5,1282.5,3,1,3847.5
2021-09-21 09:57:00-04:00,1281.25,1281.25,1280.75,1280.75,2,2,2562.0
2021-09-21 09:59:00-04:00,1280.75,1281.25,1280.75,1281.25,4,3,5124.5
2021-09-21 10:00:00-04:00,1281.25,1281.25,1281.25,1281.25,1,1,1281.25
2021-09-21 10:02:00-04:00,1281.25,1281.25,1281.0,1281.0,5,4,6406.0
2021-09-21 10:05:00-04:00,1280.5,1280.5,1280.0,1280.0,6,3,7680.5
2021-09-21 10:06:00-04:00,1280.25,1280.25,1280.25,1280.25,4,1,5121.0
2021-09-21 10:07:00-04:00,1280.0,1280.0,1278.25,1278.5,17,13,21740.75
2021-09-21 10:08:00-04:00,1278.25,1278.5,1278.0,1278.5,5,5,6391.25
2021-09-21 10:14:00-04:00,1280.75,1280.75,1280.75,1280.75,1,1,1280.75
2021-09-21 10:15:00-04:00,1281.5,1281.5,1281.5,1281.5,1,1,1281.5
2021-09-21 10:17:00-04:00,1280.75,1280.75,1280.75,1280.75,1,1,1280.75
2021-09-21 10:18:00-04:00,1280.5,1280.5,1280.5,1280.5,1,1,1280.5
2021-09-21 10:27:00-04:00,1280.25,1280.25,1280.25,1280.25,2,1,2560.5
2021-09-21 10:29:00-04:00,1280.5,1280.5,1280.5,1280.5,2,1,2561.0
2021-09-21 10:31:00-04:00,1280.5,1280.5,1280.5,1280.5,1,1,1280.5
2021-09-21 10:32:00-04:00,1280.5,1280.5,1280.5,1280.5,1,1,1280.5
2021-09-21 10:35:00-04:00,1280.75,1280.75,1280.75,1280.75,3,1,3842.25
2021-09-21 10:36:00-04:00,1280.5,1280.5,1280.5,1280.5,1,1,1280.5
2021-09-21 10:38:00-04:00,1284.0,1284.0,1284.0,1284.0,1,1,1284.0
2021-09-21 10:41:00-04:00,1284.75,1284.75,1284.75,1284.75,1,1,1284.75
2021-09-21 10:48:00-04:00,1283.0,1283.0,1283.0,1283.0,1,1,1283.0
2021-09-21 10:49:00-04:00,1282.5,1283.0,1282.5,1283.0,2,2,2565.5
2021-09-21 10:52:00-04:00,1282.75,1282.75,1282.75,1282.75,2,2,2565.5
2021-09-21 10:56:00-04:00,1283.25,1283.5,1283.25,1283.5,2,2,2566.75
2021-09-21 10:57:00-04:00,1284.5,1284.5,1284.5,1284.5,1,1,1284.5
2021-09-21 10:58:00-04:00,1284.0,1284.0,1284.0,1284.0,1,1,1284.0
2021-09-21 10:59:00-04:00,1284.25,1284.25,1284.25,1284.25,1,1,1284.25
2021-09-21 11:00:00-04:00,1284.0,1284.0,1284.0,1284.0,1,1,1284.0
2021-09-21 11:05:00-04:00,1285.0,1285.25,1285.0,1285.25,3,2,3855.5
2021-09-21 11:07:00-04:00,1285.25,1285.25,1285.25,1285.25,2,2,2570.5
2021-09-21 11:08:00-04:00,1285.0,1285.25,1285.0,1285.25,5,4,6426.0
2021-09-21 11:09:00-04:00,1284.75,1285.5,1284.75,1285.25,4,4,5140.75
2021-09-21 11:12:00-04:00,1285.0,1285.0,1284.75,1284.75,2,2,2569.75
2021-09-21 11:13:00-04:00,1284.5,1284.75,1284.5,1284.75,5,3,6423.25
2021-09-21 11:14:00-04:00,1284.25,1284.5,1284.25,1284.5,2,2,2568.75
2021-09-21 11:15:00-04:00,1284.25,1284.25,1283.25,1283.25,6,4,7701.25
2021-09-21 11:16:00-04:00,1283.0,1283.0,1282.75,1282.75,4,2,5131.75
2021-09-21 11:21:00-04:00,1282.5,1282.5,1282.5,1282.5,1,1,1282.5
2021-09-21 11:27:00-04:00,1283.75,1284.25,1283.75,1284.25,3,3,3852.0
2021-09-21 11:33:00-04:00,1285.25,1285.25,1285.25,1285.25,1,1,1285.25
2021-09-21 11:34:00-04:00,1285.0,1285.5,1285.0,1285.5,2,2,2570.5
2021-09-21 11:35:00-04:00,1286.75,1287.0,1286.75,1287.0,2,2,2573.75
2021-09-21 11:36:00-04:00,1287.5,1287.5,1287.5,1287.5,2,1,2575.0
2021-09-21 11:38:00-04:00,1287.75,1287.75,1287.5,1287.5,5,2,6437.75
2021-09-21 11:40:00-04:00,1286.75,1286.75,1286.75,1286.75,1,1,1286.75
2021-09-21 11:42:00-04:00,1287.0,1287.0,1287.0,1287.0,1,1,1287.0
2021-09-21 11:43:00-04:00,1287.25,1288.0,1287.25,1287.75,8,6,10302.75
2021-09-21 11:44:00-04:00,1288.0,1288.0,1288.0,1288.0,2,1,2576.0
2021-09-21 11:47:00-04:00,1287.25,1287.25,1287.25,1287.25,1,1,1287.25
2021-09-21 11:48:00-04:00,1288.0,1289.0,1287.75,1289.0,9,5,11594.0
2021-09-21 11:49:00-04:00,1288.25,1289.75,1288.25,1289.5,25,9,32220.25
2021-09-21 11:50:00-04:00,1289.5,1289.75,1289.5,1289.75,6,4,7738.0
2021-09-21 11:52:00-04:00,1289.0,1289.0,1289.0,1289.0,1,1,1289.0
2021-09-21 11:54:00-04:00,1289.25,1289.25,1289.25,1289.25,2,1,2578.5
2021-09-21 11:56:00-04:00,1290.0,1291.75,1290.0,1291.75,2,2,2581.75
2021-09-21 11:59:00-04:00,1291.75,1291.75,1291.75,1291.75,1,1,1291.75
2021-09-21 12:01:00-04:00,1293.0,1293.0,1293.0,1293.0,3,3,3879.0
2021-09-21 12:02:00-04:00,1293.0,1293.25,1293.0,1293.25,6,6,7758.5
2021-09-21 12:03:00-04:00,1292.5,1292.5,1292.0,1292.0,3,3,3876.5
2021-09-21 12:06:00-04:00,1291.5,1291.5,1291.25,1291.25,4,3,5165.25
2021-09-21 12:08:00-04:00,1291.25,1291.25,1291.25,1291.25,5,1,6456.25
2021-09-21 12:09:00-04:00,1291.0,1291.0,1291.0,1291.0,12,1,15492.0
2021-09-21 12:11:00-04:00,1291.25,1291.25,1291.25,1291.25,1,1,1291.25
2021-09-21 12:12:00-04:00,1290.25,1290.25,1290.0,1290.0,2,2,2580.25
2021-09-21 12:13:00-04:00,1289.75,1289.75,1289.75,1289.75,1,1,1289.75
