,S Q22 Comdty,S Q22 Comdty,S Q22 Comdty,S Q22 Comdty,S Q22 Comdty,S Q22 Comdty,S Q22 Comdty
,open,high,low,close,volume,num_trds,value
2021-09-21 10:02:00-04:00,1276.25,1276.25,1275.5,1275.5,57,52,72738.75
2021-09-21 10:08:00-04:00,1274.0,1274.0,1274.0,1274.0,1,1,1274.0
2021-09-21 11:05:00-04:00,1280.0,1280.0,1280.0,1280.0,1,1,1280.0
