,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy
,open,high,low,close,volume,num_trds,value
2021-06-27 18:58:00-04:00,81.31,81.31,81.31,81.31,1,1,81.31
2021-06-27 21:37:00-04:00,81.255,81.255,81.255,81.255,1,1,81.255
2021-06-28 06:19:00-04:00,81.18,81.18,81.18,81.18,8,3,649.44
2021-06-28 10:06:00-04:00,81.11,81.11,81.105,81.105,10,5,811.075
2021-06-28 10:20:00-04:00,81.105,81.105,81.105,81.105,1,1,81.105
2021-06-28 10:23:00-04:00,81.15,81.15,81.15,81.15,2,1,162.3
2021-06-28 11:18:00-04:00,81.135,81.135,81.13,81.13,2,2,162.265
2021-06-28 11:57:00-04:00,81.12,81.12,81.11,81.11,2,2,162.23
2021-06-28 13:51:00-04:00,81.075,81.075,81.075,81.075,2,1,162.15
2021-06-28 14:22:00-04:00,81.06,81.06,81.06,81.06,2,1,162.12
2021-06-28 14:32:00-04:00,81.08,81.08,81.08,81.08,1,1,81.08
2021-06-28 15:18:00-04:00,80.995,80.995,80.995,80.995,1,1,80.995
