,S U22 Comdty,S U22 Comdty,S U22 Comdty,S U22 Comdty,S U22 Comdty,S U22 Comdty,S U22 Comdty
,open,high,low,close,volume,num_trds,value
2021-10-27 05:46:00-04:00,1237.5,1237.5,1237.5,1237.5,1,1,1237.5
2021-10-27 06:21:00-04:00,1237.75,1237.75,1237.75,1237.75,1,1,1237.75
2021-10-27 06:40:00-04:00,1238.75,1238.75,1238.75,1238.75,2,2,2477.5
2021-10-27 06:58:00-04:00,1238.0,1238.0,1238.0,1238.0,1,1,1238.0
2021-10-27 07:43:00-04:00,1237.25,1237.25,1237.25,1237.25,1,1,1237.25
2021-10-27 07:46:00-04:00,1238.0,1238.0,1238.0,1238.0,1,1,1238.0
2021-10-27 08:10:00-04:00,1240.25,1240.25,1240.25,1240.25,1,1,1240.25
2021-10-27 09:53:00-04:00,1245.0,1245.0,1245.0,1245.0,1,1,1245.0
2021-10-27 09:54:00-04:00,1245.75,1245.75,1245.75,1245.75,1,1,1245.75
2021-10-27 09:55:00-04:00,1246.75,1246.75,1246.75,1246.75,1,1,1246.75
2021-10-27 09:56:00-04:00,1246.75,1246.75,1246.75,1246.75,1,1,1246.75
2021-10-27 10:11:00-04:00,1250.0,1250.0,1250.0,1250.0,1,1,1250.0
2021-10-27 10:14:00-04:00,1252.0,1252.0,1252.0,1252.0,2,2,2504.0
2021-10-27 10:23:00-04:00,1253.5,1253.5,1253.25,1253.25,2,2,2506.75
2021-10-27 10:26:00-04:00,1252.75,1252.75,1252.75,1252.75,1,1,1252.75
2021-10-27 10:34:00-04:00,1258.25,1258.5,1258.25,1258.5,26,26,32720.75
2021-10-27 10:37:00-04:00,1257.0,1257.0,1257.0,1257.0,1,1,1257.0
2021-10-27 10:43:00-04:00,1257.0,1257.0,1257.0,1257.0,2,1,2514.0
2021-10-27 10:48:00-04:00,1255.5,1255.5,1255.5,1255.5,2,1,2511.0
2021-10-27 10:50:00-04:00,1256.0,1256.0,1255.75,1255.75,2,2,2511.75
2021-10-27 10:52:00-04:00,1254.0,1254.25,1254.0,1254.25,2,2,2508.25
2021-10-27 10:54:00-04:00,1252.75,1252.75,1252.0,1252.5,14,6,17533.5
2021-10-27 11:25:00-04:00,1250.75,1250.75,1250.75,1250.75,1,1,1250.75
2021-10-27 11:38:00-04:00,1248.0,1248.0,1247.75,1247.75,2,2,2495.75
2021-10-27 11:44:00-04:00,1247.25,1247.25,1247.25,1247.25,1,1,1247.25
2021-10-27 11:54:00-04:00,1245.5,1245.5,1245.5,1245.5,1,1,1245.5
2021-10-27 12:04:00-04:00,1246.25,1246.25,1246.25,1246.25,1,1,1246.25
2021-10-27 12:14:00-04:00,1243.75,1243.75,1243.75,1243.75,1,1,1243.75
2021-10-27 12:19:00-04:00,1243.25,1243.25,1243.25,1243.25,1,1,1243.25
2021-10-27 12:24:00-04:00,1245.5,1245.5,1245.5,1245.5,2,2,2491.0
2021-10-27 12:28:00-04:00,1245.25,1245.25,1245.25,1245.25,1,1,1245.25
2021-10-27 12:37:00-04:00,1244.0,1244.0,1244.0,1244.0,1,1,1244.0
2021-10-27 13:04:00-04:00,1241.25,1241.25,1241.25,1241.25,1,1,1241.25
2021-10-27 13:12:00-04:00,1242.5,1242.5,1242.5,1242.5,1,1,1242.5
2021-10-27 13:13:00-04:00,1242.25,1242.5,1242.0,1242.5,3,3,3726.75
2021-10-27 13:14:00-04:00,1242.5,1242.5,1242.0,1242.0,2,2,2484.5
2021-10-27 13:15:00-04:00,1241.75,1241.75,1241.75,1241.75,4,4,4967.0
2021-10-27 13:16:00-04:00,1241.75,1241.75,1241.75,1241.75,3,3,3725.25
