,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy
,open,high,low,close,volume,num_trds,value
2021-08-24 18:00:00-04:00,79.4,79.42,79.395,79.415,90,28,7146.395
2021-08-24 18:01:00-04:00,79.415,79.415,79.41,79.41,20,10,1588.26
2021-08-24 18:02:00-04:00,79.41,79.415,79.41,79.41,10,5,794.12
2021-08-24 18:03:00-04:00,79.41,79.41,79.41,79.41,7,7,555.87
2021-08-24 18:04:00-04:00,79.41,79.41,79.41,79.41,8,3,635.28
2021-08-24 18:05:00-04:00,79.415,79.415,79.415,79.415,2,1,158.83
2021-08-24 18:06:00-04:00,79.405,79.405,79.4,79.4,14,3,1111.665
2021-08-24 18:07:00-04:00,79.4,79.4,79.4,79.4,1,1,79.4
2021-08-24 18:10:00-04:00,79.405,79.41,79.405,79.41,5,3,397.03
2021-08-24 18:12:00-04:00,79.41,79.41,79.41,79.41,1,1,79.41
2021-08-24 18:16:00-04:00,79.4,79.4,79.4,79.4,1,1,79.4
2021-08-24 18:24:00-04:00,79.41,79.415,79.41,79.415,18,7,1429.395
2021-08-24 18:25:00-04:00,79.415,79.42,79.41,79.41,29,16,2303.045
2021-08-24 18:26:00-04:00,79.42,79.42,79.42,79.42,13,10,1032.46
2021-08-24 18:27:00-04:00,79.42,79.42,79.415,79.42,20,11,1588.36
2021-08-24 18:28:00-04:00,79.42,79.42,79.415,79.42,18,13,1429.535
2021-08-24 18:29:00-04:00,79.42,79.42,79.42,79.42,12,10,953.04
2021-08-24 18:30:00-04:00,79.42,79.425,79.42,79.425,6,4,476.525
2021-08-24 18:31:00-04:00,79.42,79.43,79.42,79.43,59,14,4686.28
2021-08-24 18:32:00-04:00,79.425,79.43,79.425,79.43,2,2,158.855
2021-08-24 18:33:00-04:00,79.425,79.425,79.425,79.425,13,2,1032.525
2021-08-24 18:36:00-04:00,79.43,79.43,79.43,79.43,1,1,79.43
2021-08-24 18:37:00-04:00,79.425,79.425,79.425,79.425,27,4,2144.475
2021-08-24 18:38:00-04:00,79.425,79.425,79.425,79.425,3,3,238.275
2021-08-24 18:39:00-04:00,79.425,79.425,79.425,79.425,29,3,2303.325
2021-08-24 18:40:00-04:00,79.42,79.425,79.42,79.425,3,2,238.27
2021-08-24 18:41:00-04:00,79.425,79.425,79.425,79.425,1,1,79.425
2021-08-24 18:42:00-04:00,79.425,79.425,79.42,79.42,14,3,1111.93
2021-08-24 18:43:00-04:00,79.415,79.415,79.41,79.41,9,4,714.725
2021-08-24 18:44:00-04:00,79.415,79.42,79.415,79.42,4,2,317.675
2021-08-24 18:46:00-04:00,79.425,79.425,79.425,79.425,15,2,1191.375
2021-08-24 18:47:00-04:00,79.43,79.43,79.425,79.425,3,2,238.28
2021-08-24 18:48:00-04:00,79.425,79.425,79.425,79.425,15,2,1191.375
2021-08-24 18:49:00-04:00,79.425,79.425,79.425,79.425,13,2,1032.525
2021-08-24 18:50:00-04:00,79.425,79.425,79.425,79.425,13,4,1032.525
2021-08-24 18:51:00-04:00,79.43,79.43,79.42,79.42,9,3,714.86
2021-08-24 18:52:00-04:00,79.425,79.43,79.425,79.43,9,3,714.85
2021-08-24 18:53:00-04:00,79.42,79.425,79.42,79.425,5,4,397.115
2021-08-24 18:58:00-04:00,79.425,79.425,79.425,79.425,3,3,238.275
2021-08-24 18:59:00-04:00,79.425,79.425,79.42,79.42,69,7,5480.32
2021-08-24 19:00:00-04:00,79.42,79.425,79.415,79.425,5,4,397.105
2021-08-24 19:01:00-04:00,79.425,79.425,79.425,79.425,6,2,476.55
2021-08-24 19:02:00-04:00,79.425,79.425,79.425,79.425,1,1,79.425
