,CDN1 Curncy,CDN1 Curncy,CDN1 Curncy,CDN1 Curncy,CDN1 Curncy,CDN1 Curncy,CDN1 Curncy
,open,high,low,close,volume,num_trds,value
2021-06-01 23:31:00-04:00,82.925,82.925,82.925,82.925,2,1,165.85
2021-06-02 02:37:00-04:00,82.82,82.82,82.82,82.82,1,1,82.82
2021-06-02 04:35:00-04:00,82.77,82.77,82.77,82.77,1,1,82.77
2021-06-02 05:17:00-04:00,82.82,82.82,82.82,82.82,1,1,82.82
2021-06-02 10:29:00-04:00,82.925,82.955,82.925,82.955,30,6,2488.24
2021-06-02 11:19:00-04:00,83.0,83.0,83.0,83.0,1,1,83.0
2021-06-02 12:50:00-04:00,83.005,83.005,83.005,83.005,1,1,83.005
2021-06-02 13:41:00-04:00,83.005,83.02,83.005,83.02,10,4,830.11
