,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy
,open,high,low,close,volume,num_trds,value
2021-06-02 04:25:00-04:00,82.8,82.8,82.8,82.8,3,1,248.4
2021-06-02 08:51:00-04:00,82.85,82.85,82.85,82.85,1,1,82.85
2021-06-02 09:54:00-04:00,82.85,82.85,82.85,82.85,3,1,248.55
2021-06-02 10:20:00-04:00,82.905,82.91,82.905,82.91,2,2,165.815
2021-06-02 11:21:00-04:00,82.97,82.97,82.97,82.97,2,1,165.94
2021-06-02 11:26:00-04:00,82.99,82.99,82.99,82.99,2,1,165.98
2021-06-02 12:26:00-04:00,82.99,82.99,82.99,82.99,1,1,82.99
2021-06-02 12:54:00-04:00,83.01,83.01,83.01,83.01,3,2,249.03
2021-06-02 13:33:00-04:00,82.945,82.945,82.945,82.945,2,1,165.89
2021-06-02 15:40:00-04:00,83.06,83.06,83.06,83.06,1,1,83.06
