,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy
,open,high,low,close,volume,num_trds,value
2021-06-01 18:05:00-04:00,82.83,82.83,82.83,82.83,1,1,82.83
2021-06-01 18:38:00-04:00,82.855,82.855,82.855,82.855,1,1,82.855
2021-06-01 18:50:00-04:00,82.825,82.825,82.825,82.825,1,1,82.825
2021-06-01 19:59:00-04:00,82.84,82.85,82.84,82.85,30,4,2485.35
2021-06-01 20:18:00-04:00,82.91,82.91,82.91,82.91,1,1,82.91
2021-06-01 20:23:00-04:00,82.925,82.925,82.925,82.925,7,2,580.475
2021-06-01 20:24:00-04:00,82.925,82.925,82.92,82.92,13,3,1077.975
2021-06-01 20:31:00-04:00,82.93,82.93,82.93,82.93,1,1,82.93
2021-06-01 20:36:00-04:00,82.91,82.91,82.91,82.91,1,1,82.91
2021-06-01 20:51:00-04:00,82.9,82.9,82.9,82.9,5,1,414.5
2021-06-01 21:02:00-04:00,82.9,82.9,82.9,82.9,2,1,165.8
2021-06-01 22:51:00-04:00,82.9,82.9,82.9,82.9,1,1,82.9
2021-06-02 00:30:00-04:00,82.87,82.87,82.87,82.87,4,1,331.48
2021-06-02 00:31:00-04:00,82.87,82.87,82.87,82.87,4,2,331.48
2021-06-02 00:32:00-04:00,82.86,82.86,82.86,82.86,2,2,165.72
2021-06-02 00:59:00-04:00,82.84,82.84,82.84,82.84,3,2,248.52
2021-06-02 01:01:00-04:00,82.835,82.835,82.83,82.83,5,3,414.16
2021-06-02 01:05:00-04:00,82.83,82.83,82.83,82.83,2,2,165.66
2021-06-02 01:08:00-04:00,82.845,82.845,82.845,82.845,2,1,165.69
2021-06-02 02:01:00-04:00,82.825,82.825,82.825,82.825,1,1,82.825
2021-06-02 02:31:00-04:00,82.845,82.845,82.845,82.845,1,1,82.845
2021-06-02 02:33:00-04:00,82.84,82.84,82.84,82.84,2,1,165.68
2021-06-02 02:38:00-04:00,82.81,82.81,82.78,82.78,9,6,745.1
2021-06-02 02:39:00-04:00,82.77,82.77,82.77,82.77,1,1,82.77
2021-06-02 02:42:00-04:00,82.775,82.775,82.775,82.775,6,2,496.65
2021-06-02 03:01:00-04:00,82.78,82.78,82.78,82.78,1,1,82.78
2021-06-02 03:22:00-04:00,82.805,82.805,82.805,82.805,2,1,165.61
2021-06-02 03:28:00-04:00,82.77,82.77,82.77,82.77,1,1,82.77
2021-06-02 03:30:00-04:00,82.76,82.76,82.76,82.76,1,1,82.76
2021-06-02 04:15:00-04:00,82.82,82.82,82.82,82.82,6,3,496.92
2021-06-02 05:05:00-04:00,82.81,82.81,82.81,82.81,1,1,82.81
2021-06-02 05:17:00-04:00,82.82,82.82,82.82,82.82,1,1,82.82
2021-06-02 05:50:00-04:00,82.825,82.83,82.825,82.83,2,2,165.655
2021-06-02 07:08:00-04:00,82.765,82.765,82.765,82.765,1,1,82.765
2021-06-02 07:10:00-04:00,82.765,82.765,82.765,82.765,1,1,82.765
2021-06-02 07:13:00-04:00,82.75,82.75,82.75,82.75,1,1,82.75
2021-06-02 07:14:00-04:00,82.745,82.745,82.735,82.74,23,12,1903.055
2021-06-02 07:21:00-04:00,82.7,82.705,82.7,82.705,3,3,248.11
2021-06-02 07:29:00-04:00,82.725,82.725,82.725,82.725,1,1,82.725
2021-06-02 07:35:00-04:00,82.745,82.745,82.745,82.745,2,2,165.49
2021-06-02 07:37:00-04:00,82.735,82.735,82.735,82.735,3,1,248.205
2021-06-02 07:38:00-04:00,82.74,82.74,82.74,82.74,1,1,82.74
2021-06-02 07:39:00-04:00,82.745,82.75,82.745,82.75,2,2,165.495
2021-06-02 07:41:00-04:00,82.755,82.755,82.755,82.755,1,1,82.755
2021-06-02 07:42:00-04:00,82.76,82.765,82.76,82.765,2,2,165.525
2021-06-02 07:43:00-04:00,82.765,82.765,82.765,82.765,1,1,82.765
2021-06-02 07:44:00-04:00,82.77,82.77,82.77,82.77,2,2,165.54
2021-06-02 07:45:00-04:00,82.775,82.775,82.775,82.775,1,1,82.775
2021-06-02 07:46:00-04:00,82.78,82.795,82.78,82.795,9,8,745.115
2021-06-02 07:49:00-04:00,82.8,82.8,82.8,82.8,1,1,82.8
2021-06-02 07:50:00-04:00,82.805,82.805,82.805,82.805,1,1,82.805
2021-06-02 07:55:00-04:00,82.805,82.805,82.805,82.805,1,1,82.805
2021-06-02 08:04:00-04:00,82.85,82.85,82.85,82.85,3,1,248.55
2021-06-02 08:05:00-04:00,82.845,82.845,82.845,82.845,3,2,248.535
2021-06-02 08:06:00-04:00,82.83,82.83,82.83,82.83,1,1,82.83
2021-06-02 08:08:00-04:00,82.85,82.86,82.85,82.86,10,5,828.58
2021-06-02 08:11:00-04:00,82.86,82.86,82.86,82.86,3,1,248.58
2021-06-02 08:29:00-04:00,82.895,82.895,82.895,82.895,1,1,82.895
2021-06-02 08:37:00-04:00,82.855,82.855,82.855,82.855,3,3,248.565
2021-06-02 08:38:00-04:00,82.845,82.845,82.845,82.845,3,2,248.535
2021-06-02 08:53:00-04:00,82.835,82.835,82.835,82.835,5,4,414.175
2021-06-02 09:00:00-04:00,82.87,82.87,82.87,82.87,1,1,82.87
2021-06-02 09:03:00-04:00,82.88,82.89,82.88,82.89,2,2,165.77
2021-06-02 09:08:00-04:00,82.875,82.875,82.875,82.875,1,1,82.875
2021-06-02 09:14:00-04:00,82.88,82.88,82.88,82.88,1,1,82.88
2021-06-02 09:19:00-04:00,82.895,82.895,82.895,82.895,1,1,82.895
2021-06-02 09:20:00-04:00,82.895,82.895,82.895,82.895,9,1,746.055
2021-06-02 09:22:00-04:00,82.9,82.9,82.9,82.9,3,1,248.7
2021-06-02 09:28:00-04:00,82.895,82.895,82.895,82.895,2,1,165.79
2021-06-02 09:29:00-04:00,82.89,82.89,82.89,82.89,5,3,414.45
2021-06-02 09:30:00-04:00,82.88,82.88,82.88,82.88,15,1,1243.2
2021-06-02 09:31:00-04:00,82.875,82.875,82.875,82.875,1,1,82.875
2021-06-02 09:34:00-04:00,82.85,82.85,82.85,82.85,1,1,82.85
2021-06-02 09:37:00-04:00,82.875,82.875,82.875,82.875,1,1,82.875
2021-06-02 09:38:00-04:00,82.885,82.885,82.885,82.885,2,1,165.77
2021-06-02 09:40:00-04:00,82.89,82.89,82.89,82.89,3,2,248.67
2021-06-02 09:44:00-04:00,82.885,82.885,82.885,82.885,1,1,82.885
2021-06-02 09:49:00-04:00,82.89,82.89,82.89,82.89,6,1,497.34
2021-06-02 09:55:00-04:00,82.87,82.88,82.87,82.88,5,4,414.39
2021-06-02 09:58:00-04:00,82.89,82.89,82.89,82.89,3,1,248.67
2021-06-02 09:59:00-04:00,82.9,82.9,82.9,82.9,2,1,165.8
2021-06-02 10:01:00-04:00,82.89,82.89,82.89,82.89,2,1,165.78
2021-06-02 10:03:00-04:00,82.89,82.89,82.89,82.89,2,1,165.78
2021-06-02 10:07:00-04:00,82.9,82.9,82.9,82.9,1,1,82.9
2021-06-02 10:10:00-04:00,82.88,82.88,82.88,82.88,1,1,82.88
2021-06-02 10:13:00-04:00,82.88,82.88,82.88,82.88,4,4,331.52
2021-06-02 10:15:00-04:00,82.885,82.885,82.885,82.885,1,1,82.885
2021-06-02 10:16:00-04:00,82.89,82.89,82.89,82.89,1,1,82.89
2021-06-02 10:21:00-04:00,82.9,82.9,82.9,82.9,7,3,580.3
2021-06-02 10:26:00-04:00,82.915,82.915,82.915,82.915,1,1,82.915
2021-06-02 10:27:00-04:00,82.92,82.92,82.92,82.92,1,1,82.92
2021-06-02 10:28:00-04:00,82.92,82.92,82.92,82.92,1,1,82.92
2021-06-02 10:29:00-04:00,82.92,82.92,82.92,82.92,7,1,580.44
2021-06-02 10:38:00-04:00,82.9,82.9,82.9,82.9,1,1,82.9
2021-06-02 10:50:00-04:00,82.87,82.87,82.87,82.87,1,1,82.87
2021-06-02 10:57:00-04:00,82.885,82.885,82.885,82.885,114,18,9448.889
2021-06-02 10:58:00-04:00,82.885,82.885,82.885,82.885,36,3,2983.86
2021-06-02 11:00:00-04:00,82.91,82.91,82.91,82.91,14,3,1160.74
2021-06-02 11:07:00-04:00,82.885,82.885,82.885,82.885,1,1,82.885
2021-06-02 11:14:00-04:00,82.94,82.94,82.94,82.94,1,1,82.94
2021-06-02 11:15:00-04:00,82.94,82.95,82.94,82.95,2,2,165.89
2021-06-02 11:16:00-04:00,82.96,82.96,82.96,82.96,1,1,82.96
2021-06-02 11:18:00-04:00,82.98,82.98,82.98,82.98,26,4,2157.48
2021-06-02 11:19:00-04:00,82.99,83.01,82.99,83.01,49,13,4066.925
2021-06-02 11:22:00-04:00,82.985,83.005,82.985,83.005,2,2,165.99
2021-06-02 11:24:00-04:00,83.02,83.02,83.02,83.02,3,2,249.06
2021-06-02 11:30:00-04:00,82.965,82.965,82.965,82.965,2,1,165.93
2021-06-02 11:34:00-04:00,82.965,82.965,82.96,82.96,26,9,2156.965
2021-06-02 11:37:00-04:00,82.98,82.98,82.97,82.97,4,2,331.91
2021-06-02 11:42:00-04:00,83.0,83.0,83.0,83.0,1,1,83.0
2021-06-02 12:09:00-04:00,82.97,82.97,82.97,82.97,1,1,82.97
2021-06-02 12:10:00-04:00,82.97,82.97,82.97,82.97,5,3,414.85
2021-06-02 12:12:00-04:00,82.97,82.97,82.965,82.965,2,2,165.935
2021-06-02 12:15:00-04:00,82.98,82.98,82.98,82.98,1,1,82.98
2021-06-02 12:28:00-04:00,82.99,82.99,82.99,82.99,5,2,414.95
2021-06-02 12:38:00-04:00,83.0,83.0,83.0,83.0,5,2,415.0
2021-06-02 12:39:00-04:00,83.005,83.005,83.005,83.005,4,1,332.02
2021-06-02 12:40:00-04:00,83.0,83.005,83.0,83.005,25,3,2075.06
2021-06-02 12:41:00-04:00,83.01,83.01,83.01,83.01,24,3,1992.24
2021-06-02 12:47:00-04:00,83.0,83.0,83.0,83.0,10,1,830.0
2021-06-02 12:53:00-04:00,83.01,83.015,83.01,83.015,9,3,747.11
2021-06-02 12:55:00-04:00,83.02,83.04,83.02,83.04,2,2,166.06
2021-06-02 13:07:00-04:00,83.02,83.025,83.02,83.025,2,2,166.045
2021-06-02 13:10:00-04:00,83.02,83.02,83.02,83.02,1,1,83.02
2021-06-02 13:13:00-04:00,83.03,83.03,83.03,83.03,1,1,83.03
2021-06-02 13:15:00-04:00,83.015,83.015,83.015,83.015,1,1,83.015
2021-06-02 13:16:00-04:00,83.02,83.02,83.02,83.02,1,1,83.02
