,S U22 Comdty,S U22 Comdty,S U22 Comdty,S U22 Comdty,S U22 Comdty,S U22 Comdty,S U22 Comdty
,open,high,low,close,volume,num_trds,value
2021-10-03 20:01:00-04:00,1245.5,1245.5,1245.5,1245.5,1,1,1245.5
2021-10-04 07:48:00-04:00,1243.75,1243.75,1243.75,1243.75,3,2,3731.25
2021-10-04 07:49:00-04:00,1243.75,1243.75,1243.75,1243.75,2,2,2487.5
2021-10-04 08:20:00-04:00,1243.5,1243.5,1243.5,1243.5,1,1,1243.5
2021-10-04 09:29:00-04:00,1244.25,1244.25,1244.25,1244.25,1,1,1244.25
2021-10-04 09:42:00-04:00,1246.75,1246.75,1246.75,1246.75,1,1,1246.75
2021-10-04 10:05:00-04:00,1250.5,1250.5,1250.5,1250.5,3,1,3751.5
2021-10-04 10:06:00-04:00,1251.25,1251.5,1251.25,1251.5,3,2,3754.0
2021-10-04 10:07:00-04:00,1252.25,1252.25,1252.25,1252.25,1,1,1252.25
2021-10-04 11:10:00-04:00,1250.0,1250.0,1250.0,1250.0,1,1,1250.0
2021-10-04 11:38:00-04:00,1248.0,1248.0,1248.0,1248.0,1,1,1248.0
2021-10-04 12:59:00-04:00,1246.0,1246.0,1245.5,1245.5,4,3,4983.0
2021-10-04 13:00:00-04:00,1246.25,1246.5,1246.25,1246.5,2,2,2492.75
2021-10-04 13:11:00-04:00,1248.25,1248.25,1248.25,1248.25,1,1,1248.25
2021-10-04 13:12:00-04:00,1248.25,1248.25,1248.25,1248.25,1,1,1248.25
2021-10-04 13:13:00-04:00,1248.75,1248.75,1248.75,1248.75,8,4,9990.0
