,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty
,open,high,low,close,volume,num_trds,value
2021-06-15 20:00:00-04:00,1429.0,1430.25,1427.75,1427.75,60,31,85747.25
2021-06-15 20:01:00-04:00,1429.25,1430.0,1428.25,1429.75,28,15,40016.0
2021-06-15 20:02:00-04:00,1428.0,1428.0,1427.25,1427.75,14,10,19990.25
2021-06-15 20:03:00-04:00,1427.25,1428.75,1427.25,1428.75,13,11,18560.75
2021-06-15 20:04:00-04:00,1427.5,1427.5,1427.25,1427.25,2,2,2854.75
2021-06-15 20:05:00-04:00,1426.0,1426.5,1426.0,1426.5,19,9,27097.25
2021-06-15 20:06:00-04:00,1426.75,1427.25,1426.75,1427.25,6,5,8561.5
2021-06-15 20:09:00-04:00,1428.0,1428.25,1427.75,1428.25,19,12,27133.75
2021-06-15 20:10:00-04:00,1429.0,1429.0,1429.0,1429.0,9,2,12861.0
2021-06-15 20:11:00-04:00,1429.25,1429.25,1428.75,1428.75,49,16,70021.5
2021-06-15 20:12:00-04:00,1429.0,1429.5,1429.0,1429.5,6,3,8576.0
2021-06-15 20:13:00-04:00,1429.5,1431.5,1429.5,1431.25,51,18,72963.75
2021-06-15 20:14:00-04:00,1431.25,1431.25,1430.25,1430.25,5,4,7152.5
2021-06-15 20:15:00-04:00,1430.0,1430.5,1430.0,1430.5,3,2,4290.5
2021-06-15 20:16:00-04:00,1431.0,1431.0,1431.0,1431.0,1,1,1431.0
2021-06-15 20:17:00-04:00,1431.5,1433.25,1431.5,1432.0,49,10,70200.0
2021-06-15 20:18:00-04:00,1431.75,1431.75,1431.75,1431.75,1,1,1431.75
2021-06-15 20:20:00-04:00,1432.75,1432.75,1432.75,1432.75,4,2,5731.0
2021-06-15 20:21:00-04:00,1432.0,1432.25,1431.5,1431.5,8,5,11455.0
2021-06-15 20:22:00-04:00,1432.25,1432.25,1431.5,1431.5,3,3,4295.5
2021-06-15 20:24:00-04:00,1432.5,1432.5,1432.5,1432.5,1,1,1432.5
2021-06-15 20:26:00-04:00,1432.75,1432.75,1432.75,1432.75,4,2,5731.0
2021-06-15 20:27:00-04:00,1432.5,1432.5,1432.5,1432.5,1,1,1432.5
2021-06-15 20:30:00-04:00,1432.25,1432.25,1432.25,1432.25,2,1,2864.5
2021-06-15 20:31:00-04:00,1432.0,1432.0,1432.0,1432.0,3,1,4296.0
2021-06-15 20:32:00-04:00,1432.25,1432.25,1432.25,1432.25,7,2,10025.75
2021-06-15 20:33:00-04:00,1432.5,1432.5,1432.25,1432.25,2,2,2864.75
2021-06-15 20:35:00-04:00,1433.0,1433.25,1433.0,1433.25,10,2,14331.25
2021-06-15 20:36:00-04:00,1433.25,1433.25,1433.25,1433.25,4,2,5733.0
2021-06-15 20:38:00-04:00,1433.5,1433.5,1433.5,1433.5,2,2,2867.0
2021-06-15 20:42:00-04:00,1434.0,1434.0,1433.75,1433.75,8,6,11470.75
2021-06-15 20:44:00-04:00,1434.5,1434.5,1434.5,1434.5,2,1,2869.0
2021-06-15 20:45:00-04:00,1434.25,1434.25,1434.25,1434.25,2,2,2868.5
2021-06-15 20:47:00-04:00,1434.75,1434.75,1434.5,1434.5,5,5,7173.0
2021-06-15 20:50:00-04:00,1433.5,1433.5,1433.25,1433.25,2,2,2866.75
2021-06-15 20:51:00-04:00,1433.5,1433.5,1433.5,1433.5,1,1,1433.5
2021-06-15 20:52:00-04:00,1433.25,1433.25,1433.25,1433.25,1,1,1433.25
2021-06-15 20:53:00-04:00,1433.75,1434.5,1433.75,1434.25,13,7,18643.5
2021-06-15 20:54:00-04:00,1434.75,1435.25,1434.75,1435.25,3,3,4305.0
2021-06-15 20:57:00-04:00,1434.0,1434.0,1434.0,1434.0,2,2,2868.0
2021-06-15 20:59:00-04:00,1434.0,1434.0,1433.75,1433.75,2,2,2867.75
2021-06-15 21:00:00-04:00,1433.5,1433.5,1433.5,1433.5,1,1,1433.5
2021-06-15 21:01:00-04:00,1433.5,1433.75,1433.25,1433.25,4,4,5734.0
2021-06-15 21:05:00-04:00,1432.25,1432.25,1432.25,1432.25,1,1,1432.25
2021-06-15 21:15:00-04:00,1430.5,1430.5,1430.5,1430.5,4,2,5722.0
2021-06-15 21:16:00-04:00,1430.5,1430.5,1430.5,1430.5,5,1,7152.5
2021-06-15 21:17:00-04:00,1430.75,1430.75,1430.75,1430.75,1,1,1430.75
2021-06-15 21:18:00-04:00,1430.0,1430.25,1430.0,1430.25,7,4,10010.25
2021-06-15 21:19:00-04:00,1430.25,1430.25,1430.0,1430.0,21,10,30030.75
2021-06-15 21:22:00-04:00,1430.25,1430.25,1430.25,1430.25,2,2,2860.5
2021-06-15 21:23:00-04:00,1430.25,1430.25,1430.25,1430.25,2,2,2860.5
2021-06-15 21:24:00-04:00,1430.5,1430.5,1430.5,1430.5,2,2,2861.0
2021-06-15 21:25:00-04:00,1430.25,1430.5,1430.25,1430.25,4,4,5721.25
2021-06-15 21:26:00-04:00,1430.25,1430.25,1430.25,1430.25,2,2,2860.5
2021-06-15 21:29:00-04:00,1430.75,1430.75,1430.75,1430.75,3,2,4292.25
2021-06-15 21:30:00-04:00,1430.25,1430.25,1430.0,1430.0,10,3,14300.25
2021-06-15 21:33:00-04:00,1430.0,1430.25,1430.0,1430.25,3,2,4290.5
2021-06-15 21:34:00-04:00,1430.5,1430.5,1430.5,1430.5,1,1,1430.5
2021-06-15 21:36:00-04:00,1429.5,1429.5,1429.5,1429.5,3,2,4288.5
2021-06-15 21:37:00-04:00,1429.75,1429.75,1429.5,1429.5,8,4,11436.5
2021-06-15 21:38:00-04:00,1429.5,1429.5,1427.75,1428.25,56,11,79983.25
2021-06-15 21:39:00-04:00,1428.75,1428.75,1428.5,1428.75,4,4,5714.75
2021-06-15 21:40:00-04:00,1429.0,1429.0,1428.75,1428.75,2,2,2857.75
2021-06-15 21:41:00-04:00,1429.0,1429.25,1429.0,1429.25,3,3,4287.25
2021-06-15 21:42:00-04:00,1429.0,1429.25,1429.0,1429.0,3,3,4287.25
2021-06-15 21:43:00-04:00,1429.25,1429.25,1429.25,1429.25,2,1,2858.5
2021-06-15 21:44:00-04:00,1429.0,1429.0,1429.0,1429.0,3,1,4287.0
2021-06-15 21:45:00-04:00,1429.25,1429.25,1429.25,1429.25,5,4,7146.25
2021-06-15 21:46:00-04:00,1429.75,1429.75,1429.75,1429.75,3,3,4289.25
2021-06-15 21:47:00-04:00,1429.75,1430.0,1429.75,1429.75,11,9,15727.75
2021-06-15 21:50:00-04:00,1430.0,1430.25,1430.0,1430.25,2,2,2860.25
2021-06-15 21:51:00-04:00,1430.25,1430.25,1430.0,1430.0,3,2,4290.5
2021-06-15 21:52:00-04:00,1430.5,1430.75,1430.5,1430.5,5,5,7153.25
2021-06-15 21:55:00-04:00,1431.0,1431.0,1431.0,1431.0,2,2,2862.0
2021-06-15 21:56:00-04:00,1430.75,1430.75,1430.75,1430.75,2,2,2861.5
2021-06-15 22:05:00-04:00,1430.75,1430.75,1430.75,1430.75,2,2,2861.5
2021-06-15 22:08:00-04:00,1430.5,1430.5,1430.5,1430.5,2,1,2861.0
2021-06-15 22:12:00-04:00,1430.25,1430.25,1430.25,1430.25,2,1,2860.5
2021-06-15 22:13:00-04:00,1430.0,1430.0,1430.0,1430.0,2,1,2860.0
2021-06-15 22:14:00-04:00,1429.75,1429.75,1429.75,1429.75,2,1,2859.5
2021-06-15 22:16:00-04:00,1430.0,1430.0,1430.0,1430.0,4,3,5720.0
2021-06-15 22:18:00-04:00,1430.0,1430.0,1430.0,1430.0,5,4,7150.0
2021-06-15 22:30:00-04:00,1429.75,1429.75,1429.75,1429.75,4,2,5719.0
2021-06-15 22:31:00-04:00,1429.5,1429.75,1429.25,1429.25,8,6,11435.75
2021-06-15 22:36:00-04:00,1428.75,1428.75,1428.75,1428.75,2,2,2857.5
2021-06-15 22:38:00-04:00,1428.0,1428.0,1428.0,1428.0,3,1,4284.0
2021-06-15 22:39:00-04:00,1427.5,1427.5,1427.5,1427.5,7,3,9992.5
2021-06-15 22:40:00-04:00,1428.0,1428.0,1428.0,1428.0,1,1,1428.0
2021-06-15 22:45:00-04:00,1428.0,1428.0,1428.0,1428.0,2,1,2856.0
2021-06-15 22:46:00-04:00,1427.75,1427.75,1427.5,1427.5,4,3,5710.25
2021-06-15 22:47:00-04:00,1426.5,1426.75,1426.5,1426.75,3,3,4280.0
2021-06-15 22:49:00-04:00,1426.25,1426.25,1426.25,1426.25,2,1,2852.5
2021-06-15 22:51:00-04:00,1426.0,1426.0,1425.25,1425.25,16,9,22808.0
2021-06-15 22:58:00-04:00,1424.75,1424.75,1424.75,1424.75,1,1,1424.75
2021-06-15 23:00:00-04:00,1424.75,1424.75,1424.75,1424.75,1,1,1424.75
2021-06-15 23:01:00-04:00,1424.5,1424.5,1424.25,1424.25,4,2,5697.75
2021-06-15 23:15:00-04:00,1425.75,1425.75,1425.75,1425.75,2,1,2851.5
2021-06-15 23:16:00-04:00,1426.5,1426.5,1426.5,1426.5,2,1,2853.0
2021-06-15 23:17:00-04:00,1426.25,1426.25,1425.75,1425.75,3,2,4277.75
2021-06-15 23:18:00-04:00,1426.25,1426.5,1426.0,1426.0,4,3,5705.25
2021-06-15 23:19:00-04:00,1425.75,1425.75,1425.75,1425.75,1,1,1425.75
2021-06-15 23:20:00-04:00,1425.5,1425.5,1425.5,1425.5,2,1,2851.0
2021-06-15 23:23:00-04:00,1426.0,1426.0,1426.0,1426.0,1,1,1426.0
2021-06-15 23:25:00-04:00,1426.5,1426.5,1426.5,1426.5,1,1,1426.5
2021-06-15 23:30:00-04:00,1426.25,1426.25,1426.25,1426.25,1,1,1426.25
2021-06-16 00:00:00-04:00,1428.0,1428.0,1428.0,1428.0,1,1,1428.0
2021-06-16 00:03:00-04:00,1427.75,1427.75,1427.75,1427.75,1,1,1427.75
2021-06-16 00:07:00-04:00,1427.75,1427.75,1427.75,1427.75,2,2,2855.5
2021-06-16 00:13:00-04:00,1427.0,1427.0,1427.0,1427.0,1,1,1427.0
2021-06-16 00:14:00-04:00,1426.25,1426.25,1426.25,1426.25,3,2,4278.75
2021-06-16 00:18:00-04:00,1426.25,1426.25,1426.25,1426.25,1,1,1426.25
2021-06-16 00:19:00-04:00,1425.5,1425.5,1425.5,1425.5,5,3,7127.5
