,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy
,open,high,low,close,volume,num_trds,value
2021-11-07 18:00:00-05:00,80.275,80.305,80.275,80.28,75,18,6020.9
2021-11-07 18:01:00-05:00,80.29,80.295,80.29,80.295,12,3,963.485
2021-11-07 18:02:00-05:00,80.295,80.295,80.295,80.295,6,3,481.77
2021-11-07 18:03:00-05:00,80.295,80.295,80.29,80.295,15,4,1204.4
2021-11-07 18:07:00-05:00,80.29,80.29,80.29,80.29,10,1,802.9
2021-11-07 18:08:00-05:00,80.285,80.285,80.285,80.285,1,1,80.285
2021-11-07 18:09:00-05:00,80.29,80.29,80.29,80.29,4,2,321.16
2021-11-07 18:10:00-05:00,80.29,80.29,80.29,80.29,6,2,481.74
2021-11-07 18:11:00-05:00,80.29,80.29,80.29,80.29,1,1,80.29
2021-11-07 18:12:00-05:00,80.295,80.295,80.295,80.295,1,1,80.295
2021-11-07 18:13:00-05:00,80.295,80.295,80.295,80.295,10,3,802.95
2021-11-07 18:14:00-05:00,80.29,80.295,80.29,80.295,4,2,321.175
2021-11-07 18:17:00-05:00,80.29,80.29,80.29,80.29,33,7,2649.57
2021-11-07 18:18:00-05:00,80.29,80.29,80.29,80.29,1,1,80.29
2021-11-07 18:19:00-05:00,80.29,80.29,80.29,80.29,1,1,80.29
2021-11-07 18:20:00-05:00,80.29,80.295,80.29,80.295,17,3,1364.98
2021-11-07 18:22:00-05:00,80.295,80.3,80.295,80.295,53,7,4255.64
2021-11-07 18:23:00-05:00,80.3,80.31,80.3,80.31,12,4,963.64
2021-11-07 18:24:00-05:00,80.315,80.315,80.315,80.315,8,1,642.52
2021-11-07 18:26:00-05:00,80.315,80.315,80.31,80.31,19,5,1525.93
2021-11-07 18:27:00-05:00,80.31,80.315,80.31,80.315,45,6,3614.135
2021-11-07 18:28:00-05:00,80.31,80.31,80.305,80.305,4,3,321.23
2021-11-07 18:30:00-05:00,80.3,80.305,80.295,80.305,21,8,1686.295
2021-11-07 18:31:00-05:00,80.31,80.31,80.31,80.31,43,10,3453.33
2021-11-07 18:32:00-05:00,80.315,80.315,80.315,80.315,1,1,80.315
2021-11-07 18:33:00-05:00,80.31,80.31,80.31,80.31,9,5,722.79
2021-11-07 18:35:00-05:00,80.305,80.305,80.305,80.305,15,5,1204.575
2021-11-07 18:36:00-05:00,80.305,80.305,80.305,80.305,8,1,642.44
2021-11-07 18:38:00-05:00,80.305,80.31,80.305,80.31,76,14,6103.38
2021-11-07 18:39:00-05:00,80.315,80.32,80.315,80.32,24,4,1927.575
2021-11-07 18:40:00-05:00,80.315,80.315,80.31,80.315,52,15,4176.365
2021-11-07 18:41:00-05:00,80.32,80.32,80.315,80.32,37,21,2971.74
2021-11-07 18:42:00-05:00,80.32,80.33,80.32,80.33,73,41,5863.72
2021-11-07 18:43:00-05:00,80.33,80.34,80.33,80.34,95,50,7631.85
2021-11-07 18:44:00-05:00,80.335,80.345,80.33,80.335,88,46,7069.78
